"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Total Runtime (ms)"
"11","3.141924","270","3.1414155","270","3.1419935","270","3.14141025","270","3.14165675","270","3.14192675","270","3.1410545","270","3.14174625","270","3.14121975","270","3.1411275","270","3.1419435","270","3.14151075","270","3.14194075","270","3.142043","270","270"
"12","3.14255625","269","3.1413575","269","3.14166325","269","3.1413025","269","3.14204725","269","3.14157575","269","3.142022","269","3.1411185","269","3.1411365","269","3.14236225","269","3.14142425","269","3.14236275","269","3.14140325","269","3.14118375","269","269"
"13","3.14191075","264","3.141741","264","3.14132925","264","3.14169725","264","3.1409735","264","3.141598","264","3.1417805","264","3.14114625","264","3.14213975","264","3.14217225","264","3.14117575","264","3.141793","264","3.14127325","264","3.14109925","264","264"
"14","3.1421555","265","3.14152875","265","3.1412835","265","3.14128675","265","3.14132225","265","3.141567","265","3.141294","265","3.14185975","265","3.14129225","265","3.14164075","265","3.14162275","265","3.14152775","265","3.14178825","265","3.142476","265","265"
"15","3.1418955","272","3.14250725","272","3.14094325","272","3.14203775","272","3.14107775","272","3.1414365","272","3.14237075","272","3.141114","272","3.14130625","272","3.14150475","272","3.14184875","272","3.14131275","272","3.14073775","272","3.14136775","272","272"
"16","3.14168775","271","3.1414945","271","3.141774","271","3.1417925","271","3.14119475","271","3.14150275","271","3.141661","271","3.1419735","271","3.14116375","271","3.1416795","271","3.14163125","271","3.14139","271","3.14198725","271","3.141995","271","271"
"17","3.14152675","269","3.14190725","269","3.1416585","269","3.14150975","269","3.14126775","269","3.141452","269","3.142107","269","3.141113","269","3.141114","269","3.1413615","269","3.140872","269","3.141616","269","3.14149875","269","3.141379","269","269"
"18","3.142189","263","3.14073375","263","3.140694","263","3.141137","263","3.14144675","263","3.141619","263","3.14171625","263","3.141442","263","3.14135275","263","3.14126225","263","3.14125325","263","3.141175","263","3.141278","263","3.14214875","263","263"
"19","3.14171225","273","3.14054825","273","3.14226425","273","3.14057875","273","3.1424885","273","3.14109525","273","3.141225","273","3.14138325","273","3.141534","273","3.14161325","273","3.141317","273","3.14176275","273","3.141577","273","3.14115475","273","273"
"20","3.141388","272","3.14142775","272","3.14150125","272","3.14106225","272","3.14199525","272","3.142587","272","3.14216075","272","3.14187125","272","3.14076025","272","3.14114125","272","3.1418105","272","3.14222625","272","3.14167275","272","3.14066825","272","272"
"21","3.1416855","261","3.14241075","261","3.14064575","261","3.14126","261","3.14139375","261","3.14079225","261","3.14212675","261","3.14153575","261","3.141399","261","3.14139875","261","3.14167925","261","3.14120475","261","3.141647","261","3.141567","261","262"
"22","3.14160875","269","3.14174725","269","3.1424625","269","3.14158625","269","3.1417475","269","3.141802","269","3.14222925","269","3.14183625","269","3.1414045","269","3.14191425","269","3.14136675","269","3.141185","269","3.1407945","269","3.14183375","269","269"
"23","3.142329","271","3.14226325","271","3.14199275","271","3.14231075","271","3.14129425","271","3.14226425","271","3.14148875","271","3.14197625","271","3.14224325","271","3.142549","271","3.14218425","271","3.1410955","271","3.14183175","271","3.141896","271","273"
"24","3.14129775","257","3.14132675","257","3.1418025","257","3.14182575","257","3.14087025","257","3.14192725","257","3.14132075","257","3.1421365","257","3.14132975","257","3.14172025","257","3.1421585","257","3.14153875","257","3.14226475","257","3.1416535","257","269"
"25","3.14165","271","3.141838","271","3.1414495","271","3.14141525","271","3.1411385","271","3.141081","271","3.141426","271","3.14156975","271","3.14189325","271","3.141281","271","3.14071025","271","3.14239525","271","3.14131275","271","3.14169775","271","271"
"26","3.141393","266","3.14109525","266","3.141441","266","3.140868","266","3.14206","266","3.14153075","266","3.14174125","266","3.14090675","266","3.1417635","266","3.14159575","266","3.1411095","266","3.14144675","266","3.142142","266","3.14183725","266","266"
"27","3.14073725","269","3.14176075","269","3.14176125","269","3.1419255","269","3.14212375","269","3.1418135","269","3.1417035","269","3.1420425","269","3.1412895","269","3.14154475","269","3.14148825","269","3.140989","269","3.14195375","269","3.14131075","269","269"
"28","3.14203675","272","3.1418185","272","3.14122375","272","3.14102275","272","3.141982","272","3.1420785","272","3.1413925","272","3.1413745","272","3.14151975","272","3.141633","272","3.1419855","272","3.14201125","272","3.14166875","272","3.141336","272","272"
"29","3.14116475","251","3.14185025","251","3.1415915","251","3.14204","251","3.141576","251","3.141299","251","3.14150125","251","3.14153675","251","3.14236475","251","3.14135275","251","3.14084475","251","3.1410805","251","3.14214475","251","3.141782","251","263"
"30","3.141491","261","3.1421465","261","3.142907","261","3.1423885","261","3.1421215","261","3.14139525","261","3.14189175","261","3.14136225","261","3.141253","261","3.14214225","261","3.1422505","261","3.14150325","261","3.14159825","261","3.14188075","261","261"
"31","3.14123575","277","3.1420275","277","3.14146125","277","3.141231","277","3.14186975","277","3.14170575","277","3.14175225","277","3.141311","277","3.1412685","277","3.14169875","277","3.1418655","277","3.14085125","277","3.141218","277","3.14080725","277","277"
"32","3.14143475","275","3.14221775","275","3.14179875","275","3.14176","275","3.14190375","275","3.141558","275","3.14166675","275","3.141757","275","3.14129125","275","3.1413045","275","3.1416805","275","3.1415875","275","3.1417","275","3.14132825","275","275"
"33","3.1410685","270","3.14108","270","3.1418755","270","3.142052","270","3.14205975","270","3.1410165","270","3.14175075","270","3.14089175","270","3.1419115","270","3.1413585","270","3.1418","270","3.1419555","270","3.14210425","270","3.14127925","270","270"
"34","3.14156975","278","3.1410645","278","3.14277075","278","3.14177925","278","3.14200075","278","3.141424","278","3.14103625","278","3.142277","278","3.140858","278","3.14136925","278","3.141295","278","3.141539","278","3.14156475","278","3.1420605","278","278"
"35","3.1412435","275","3.1412655","275","3.14163475","275","3.14151325","275","3.1418685","275","3.14126425","275","3.14173875","275","3.1413905","275","3.141234","275","3.14134475","275","3.14204425","275","3.14188625","275","3.14169525","275","3.14148975","275","275"
"36","3.14050075","274","3.14175875","274","3.1413615","274","3.1412185","274","3.14127175","274","3.1415465","274","3.14151625","274","3.14125","274","3.141868","274","3.14202875","274","3.1417315","274","3.1414835","274","3.14131925","274","3.14138175","274","274"
"37","3.1418205","267","3.141669","267","3.14127225","267","3.142233","267","3.141512","267","3.142393","267","3.1410675","267","3.14256025","267","3.141409","267","3.14169275","267","3.14142725","267","3.14208625","267","3.141986","267","3.14123825","267","267"
"38","3.14189725","265","3.14153975","265","3.14111925","265","3.14051375","265","3.1413175","265","3.1421915","265","3.14129675","265","3.14203125","265","3.1413785","265","3.14202975","265","3.14184725","265","3.1410685","265","3.14181975","265","3.14118925","265","265"
"39","3.14148925","268","3.14168875","268","3.141021","268","3.14211225","268","3.141955","268","3.1413235","268","3.141758","268","3.14122325","268","3.1417225","268","3.14132875","268","3.141653","268","3.141534","268","3.14197125","268","3.14154825","268","268"
"40","3.141347","269","3.141994","269","3.1416175","269","3.14159275","269","3.14132525","269","3.14110625","269","3.14173525","269","3.1422875","269","3.14131525","269","3.14181675","269","3.1419685","269","3.1419065","269","3.1422775","269","3.141472","269","270"
"41","3.141457","265","3.141346","265","3.14152725","265","3.14123775","265","3.14136625","265","3.1407375","265","3.14244925","265","3.14167775","265","3.14155075","265","3.141609","265","3.14169475","265","3.1417695","265","3.142204","265","3.1412565","265","265"
"42","3.14129425","265","3.141597","265","3.14185025","265","3.14204225","265","3.141079","265","3.14130775","265","3.141817","265","3.14225825","265","3.141629","265","3.141646","265","3.1416005","265","3.1423105","265","3.1415865","265","3.1417005","265","266"
"43","3.141221","270","3.1414365","270","3.14153325","270","3.141304","270","3.1412525","270","3.1415365","270","3.14142875","270","3.14152775","270","3.140694","270","3.14125625","270","3.141357","270","3.14136375","270","3.14196475","270","3.1409545","270","270"
"44","3.14102225","271","3.1417595","271","3.14230775","271","3.14220625","271","3.14149075","271","3.141796","271","3.14080225","271","3.1422495","271","3.142277","271","3.14138625","271","3.1423395","271","3.1412685","271","3.14245","271","3.1410025","271","271"
"45","3.14156325","263","3.141487","263","3.14141875","263","3.141765","263","3.1423565","263","3.14175","263","3.14166775","263","3.1414245","263","3.14129725","263","3.1417615","263","3.1423775","263","3.14190075","263","3.1411155","263","3.14079775","263","264"
"46","3.1421895","267","3.141478","267","3.14117375","267","3.14116175","267","3.141427","267","3.142015","267","3.14191875","267","3.14144075","267","3.14160575","267","3.14101","267","3.14171425","267","3.14156875","267","3.14218425","267","3.1413805","267","269"
"47","3.141413","277","3.142466","277","3.141009","277","3.1414015","277","3.14119125","277","3.1413855","277","3.14146175","277","3.14156325","277","3.14158675","277","3.1415215","277","3.142012","277","3.14163225","277","3.14119025","277","3.14192925","277","277"
"48","3.142632","271","3.14159975","271","3.141714","271","3.142366","271","3.14221875","271","3.141617","271","3.14119275","271","3.14109825","271","3.1410865","271","3.14080725","271","3.141535","271","3.14172475","271","3.142208","271","3.14186375","271","271"
"49","3.14120625","236","3.14148625","236","3.14180325","236","3.1418785","236","3.1413845","236","3.14126175","236","3.14161925","236","3.14208775","236","3.142512","236","3.1419685","236","3.1420435","236","3.14186325","236","3.14156875","236","3.142042","236","266"
"50","3.14125825","244","3.14094025","244","3.14186775","244","3.14199925","244","3.14118225","244","3.1416185","244","3.14042875","244","3.14157125","244","3.1418975","244","3.1417235","244","3.14103125","244","3.14128325","244","3.14091025","244","3.1415925","244","267"
"51","3.14101525","273","3.141477","273","3.14168875","273","3.141425","273","3.1410905","273","3.14145775","273","3.141293","273","3.14160875","273","3.14133125","273","3.14140575","273","3.14128225","273","3.14023225","273","3.14079475","273","3.1416345","273","273"
"52","3.1413635","270","3.14101975","270","3.14194725","270","3.14103975","270","3.14111525","270","3.14155025","270","3.14211225","270","3.14199175","270","3.141588","270","3.1419855","270","3.142144","270","3.1410515","270","3.14108175","270","3.14177975","270","271"
"53","3.14125025","262","3.1419945","262","3.1415035","262","3.140887","262","3.140952","262","3.140959","262","3.14157125","262","3.141842","262","3.141893","262","3.1418465","262","3.1426375","262","3.141903","262","3.14065075","262","3.14160775","262","267"
"54","3.141632","266","3.14117075","266","3.141549","266","3.1414375","266","3.14176375","266","3.1412095","266","3.142194","266","3.1417205","266","3.1417945","266","3.1420285","266","3.1415305","266","3.1414195","266","3.1416045","266","3.14175625","266","266"
"55","3.14202075","272","3.141718","272","3.14212175","272","3.141165","272","3.142049","272","3.14150675","272","3.14159075","272","3.14147975","272","3.1419165","272","3.141308","272","3.14168075","272","3.14116925","272","3.14157725","272","3.1414735","272","272"
"56","3.14194225","267","3.1421015","267","3.14125025","267","3.1423165","267","3.141668","267","3.1420675","267","3.14194025","267","3.14147225","267","3.14121825","267","3.1415365","267","3.14155375","267","3.141031","267","3.141549","267","3.1421735","267","270"
"57","3.14177525","267","3.14090825","267","3.14166725","267","3.14153825","267","3.14105425","267","3.14144325","267","3.141963","267","3.1411735","267","3.141394","267","3.141671","267","3.141429","267","3.14181475","267","3.1411755","267","3.140928","267","267"
"58","3.14158925","274","3.14102375","274","3.142052","274","3.14192075","274","3.14135225","274","3.14144625","274","3.141585","274","3.1413065","274","3.1414215","274","3.141873","274","3.1419925","274","3.14224225","274","3.14211275","274","3.140662","274","274"
"59","3.14144625","267","3.14072475","267","3.1412455","267","3.14206825","267","3.14155475","267","3.14160825","267","3.14144475","267","3.14216975","267","3.141651","267","3.141441","267","3.14182125","267","3.14134925","267","3.14205725","267","3.1425815","267","267"
"60","3.1419075","272","3.141652","272","3.14172575","272","3.14149375","272","3.14209825","272","3.14120975","272","3.14198025","272","3.1415625","272","3.14165225","272","3.14178475","272","3.1414945","272","3.1417285","272","3.14165125","272","3.14133875","272","272"
"61","3.14107875","265","3.140464","265","3.141822","265","3.1419665","265","3.1418955","265","3.141382","265","3.141209","265","3.141555","265","3.141589","265","3.14173","265","3.141908","265","3.1414615","265","3.14155125","265","3.141433","265","266"
"62","3.1427425","264","3.140995","264","3.1420405","264","3.14194125","264","3.142571","264","3.14233425","264","3.14118475","264","3.14132225","264","3.14156125","264","3.14115075","264","3.1413395","264","3.14179225","264","3.1416295","264","3.141923","264","264"
"63","3.14105575","276","3.14116425","276","3.14197075","276","3.1416415","276","3.1421865","276","3.141885","276","3.1414915","276","3.1411025","276","3.14126725","276","3.142543","276","3.142091","276","3.14155875","276","3.140948","276","3.141389","276","276"
"64","3.1417425","273","3.14096125","273","3.140716","273","3.141374","273","3.14187075","273","3.141394","273","3.1411685","273","3.14165275","273","3.1420945","273","3.1415555","273","3.140891","273","3.14131125","273","3.141317","273","3.141223","273","274"
"65","3.1415145","266","3.1413285","266","3.1419315","266","3.142081","266","3.14178125","266","3.141096","266","3.1407915","266","3.1419105","266","3.1421695","266","3.14160075","266","3.14223725","266","3.14128225","266","3.14100175","266","3.14171","266","266"
"66","3.141254","264","3.14176375","264","3.14158525","264","3.14198025","264","3.1419815","264","3.14138875","264","3.1419525","264","3.14190375","264","3.141718","264","3.141733","264","3.14251475","264","3.1413625","264","3.14051825","264","3.14165875","264","264"
"67","3.14144025","276","3.1411825","276","3.1419945","276","3.1422055","276","3.14147525","276","3.1412395","276","3.14150575","276","3.141818","276","3.1421565","276","3.141776","276","3.14201575","276","3.14050675","276","3.14192225","276","3.141771","276","277"
"68","3.14096825","269","3.1413705","269","3.14133875","269","3.141304","269","3.141368","269","3.14199575","269","3.1418575","269","3.1414995","269","3.1417685","269","3.1416235","269","3.1421805","269","3.14056875","269","3.1417635","269","3.14171875","269","269"
"69","3.14173825","265","3.1416885","265","3.141427","265","3.14190025","265","3.14156375","265","3.14073925","265","3.14178325","265","3.141976","265","3.14182125","265","3.14197975","265","3.14206475","265","3.1417095","265","3.14164425","265","3.141853","265","266"
"70","3.14154075","265","3.14075175","265","3.142348","265","3.14158","265","3.1415305","265","3.141887","265","3.141509","265","3.14143275","265","3.14138225","265","3.14149925","265","3.14104975","265","3.14172075","265","3.14124475","265","3.141978","265","265"
"71","3.1417865","274","3.1413035","274","3.141468","274","3.14115175","274","3.14147","274","3.14156275","274","3.1413095","274","3.14194225","274","3.1416125","274","3.1415375","274","3.14155925","274","3.1415535","274","3.141202","274","3.14114075","274","288"
"72","3.1412475","266","3.14217075","266","3.141677","266","3.14013975","266","3.14176875","266","3.1418855","266","3.14188775","266","3.1413135","266","3.14155675","266","3.14155125","266","3.14185375","266","3.14180025","266","3.14170025","266","3.141287","266","266"
"73","3.14086075","263","3.1416535","263","3.142073","263","3.142104","263","3.14174475","263","3.1415465","263","3.14154225","263","3.14156725","263","3.142426","263","3.14133125","263","3.14127","263","3.14130575","263","3.14194725","263","3.14175425","263","263"
"74","3.14253375","269","3.14101225","269","3.14150625","269","3.1414945","269","3.141032","269","3.14054675","269","3.14196925","269","3.14143425","269","3.14106175","269","3.14193125","269","3.14122","269","3.14240675","269","3.14167325","269","3.141351","269","269"
"75","3.14201025","278","3.14145125","278","3.14112425","278","3.1414245","278","3.141873","278","3.14185275","278","3.1415105","278","3.141778","278","3.14162975","278","3.1416385","278","3.1409895","278","3.1414745","278","3.14165975","278","3.14127875","278","278"
"76","3.14201125","266","3.1419115","266","3.1410665","266","3.1413895","266","3.1424135","266","3.141868","266","3.141616","266","3.14183625","266","3.14168275","266","3.14094625","266","3.141433","266","3.14161875","266","3.1415075","266","3.14163225","266","266"
"77","3.14104825","266","3.14173075","266","3.14155875","266","3.141385","266","3.1420435","266","3.142245","266","3.14146475","266","3.1422245","266","3.14152225","266","3.1413615","266","3.1421805","266","3.14183375","266","3.14131","266","3.14128125","266","266"
"78","3.141523","265","3.14202525","265","3.14205575","265","3.1423475","265","3.141559","265","3.142475","265","3.14236275","265","3.14119875","265","3.14160525","265","3.14183375","265","3.141679","265","3.14121275","265","3.14189775","265","3.14149075","265","265"
"79","3.14171125","276","3.1419655","276","3.14189975","276","3.1415025","276","3.14166325","276","3.14156225","276","3.1417565","276","3.14188425","276","3.14108","276","3.14148125","276","3.14087175","276","3.1417815","276","3.14075475","276","3.14182775","276","276"
"80","3.14124475","268","3.14169875","268","3.1417915","268","3.1418015","268","3.14141825","268","3.14224125","268","3.141643","268","3.1411825","268","3.14188875","268","3.141543","268","3.141776","268","3.140872","268","3.141885","268","3.1413095","268","268"
"81","3.141727","267","3.14126325","267","3.1415505","267","3.14182025","267","3.1415095","267","3.14175975","267","3.141657","267","3.14174625","267","3.14243075","267","3.14178125","267","3.14129925","267","3.141343","267","3.14192275","267","3.141237","267","267"
"82","3.1418705","266","3.1418275","266","3.1419135","266","3.1417365","266","3.141101","266","3.14143125","266","3.14190625","266","3.14138175","266","3.14129","266","3.14140925","266","3.14143475","266","3.1410895","266","3.1413835","266","3.14182075","266","266"
"83","3.14139425","278","3.14243475","278","3.141603","278","3.141582","278","3.141805","278","3.1414025","278","3.14168725","278","3.141233","278","3.14159175","278","3.1423605","278","3.14118925","278","3.141559","278","3.141219","278","3.14231675","278","278"
"84","3.14172275","265","3.142072","265","3.141139","265","3.14132775","265","3.14119175","265","3.1413795","265","3.14184775","265","3.14071575","265","3.1415395","265","3.1413355","265","3.14144625","265","3.141323","265","3.14112075","265","3.1404815","265","265"
"85","3.14143","264","3.14160475","264","3.141938","264","3.14111975","264","3.142825","264","3.1415315","264","3.14103525","264","3.14216075","264","3.14125175","264","3.14170325","264","3.14163075","264","3.1421595","264","3.14118875","264","3.1413775","264","264"
"86","3.141937","268","3.141335","268","3.141148","268","3.1411825","268","3.1408585","268","3.1419735","268","3.141995","268","3.1415405","268","3.1413235","268","3.14151975","268","3.141539","268","3.1412395","268","3.14112925","268","3.14129325","268","268"
"87","3.141847","276","3.142257","276","3.141636","276","3.142145","276","3.14207675","276","3.14181925","276","3.141937","276","3.1421505","276","3.141336","276","3.14148125","276","3.14150175","276","3.141856","276","3.141595","276","3.14161225","276","276"
"88","3.141619","263","3.14224375","263","3.14161475","263","3.14055525","263","3.14157675","263","3.141891","263","3.142048","263","3.14145225","263","3.14173775","263","3.141006","263","3.1416065","263","3.14172825","263","3.14142375","263","3.141345","263","264"
"89","3.14175275","268","3.140474","268","3.1420175","268","3.14186125","268","3.14125975","268","3.14140525","268","3.141798","268","3.14142175","268","3.14137875","268","3.14157225","268","3.14071175","268","3.141348","268","3.14190275","268","3.14157475","268","268"
"90","3.14196","266","3.141238","266","3.14135025","266","3.14139825","266","3.1413245","266","3.14180075","266","3.1422425","266","3.14184525","266","3.1420215","266","3.14145425","266","3.141465","266","3.1419415","266","3.14142","266","3.14128025","266","266"
"91","3.14151025","272","3.14182475","272","3.14179875","272","3.141838","272","3.141414","272","3.141646","272","3.1417795","272","3.141614","272","3.1418675","272","3.14135575","272","3.142443","272","3.14133625","272","3.14180725","272","3.14218275","272","272"
"92","3.141871","268","3.141558","268","3.14158925","268","3.141589","268","3.141485","268","3.14136675","268","3.14057725","268","3.1409625","268","3.141552","268","3.141814","268","3.1411175","268","3.14144675","268","3.140909","268","3.14163525","268","268"
"93","3.1418265","267","3.14123425","267","3.14214275","267","3.14173325","267","3.14215775","267","3.1419935","267","3.1416375","267","3.141089","267","3.140953","267","3.1416915","267","3.140789","267","3.14187775","267","3.14181825","267","3.141214","267","268"
"94","3.14165075","269","3.142321","269","3.1413065","269","3.14171375","269","3.1415545","269","3.14168525","269","3.14140025","269","3.14121","269","3.141262","269","3.14117375","269","3.141339","269","3.14151525","269","3.14214","269","3.14132275","269","269"
"95","3.14200525","278","3.141333","278","3.14249575","278","3.14148625","278","3.1415945","278","3.141479","278","3.1424815","278","3.1412725","278","3.141726","278","3.1414605","278","3.14265675","278","3.141771","278","3.141884","278","3.14130725","278","278"
"96","3.14129025","270","3.14233875","270","3.14177625","270","3.14152025","270","3.14239275","270","3.14205175","270","3.14193075","270","3.1409385","270","3.14200425","270","3.1414425","270","3.14191525","270","3.14137825","270","3.141108","270","3.14248075","270","270"
"97","3.141435","268","3.14157825","268","3.141877","268","3.1420195","268","3.1421585","268","3.141286","268","3.1416085","268","3.141617","268","3.1413875","268","3.14183875","268","3.14153175","268","3.14147525","268","3.1415085","268","3.14106375","268","268"
"98","3.14101925","269","3.14155875","269","3.14210775","269","3.140979","269","3.142582","269","3.141284","269","3.1414645","269","3.14198375","269","3.141445","269","3.14162675","269","3.1414405","269","3.14209025","269","3.1415005","269","3.141453","269","269"
"99","3.14112525","280","3.141014","280","3.1416595","280","3.141162","280","3.14112775","280","3.141361","280","3.14178775","280","3.14159125","280","3.14133075","280","3.14131225","280","3.141521","280","3.141918","280","3.14104725","280","3.1408845","280","280"
"100","3.1417635","268","3.141061","268","3.14146875","268","3.141092","268","3.14171625","268","3.141534","268","3.1417095","268","3.14144975","268","3.1411825","268","3.14183125","268","3.14162025","268","3.14141125","268","3.14126875","268","3.14157425","268","268"
