"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Total Runtime (ms)"
"21","3.141551","250","3.14165575","250","3.1418675","250","3.1411385","250","3.141619","250","3.1422115","250","3.14176625","250","3.1416205","250","3.1418575","250","3.1416635","250","3.14143","250","3.14136125","250","3.141418","250","251"
"22","3.14164375","257","3.14083675","257","3.140735","257","3.14247325","257","3.14136575","257","3.14113975","257","3.141781","257","3.14169975","257","3.14174075","257","3.14228575","257","3.14153025","257","3.141699","257","3.14145575","257","257"
"23","3.14096525","269","3.1422645","269","3.1418135","269","3.1417575","269","3.141722","269","3.14092525","269","3.141718","269","3.14183925","269","3.14180925","269","3.14058325","269","3.1418005","269","3.141257","269","3.14211925","269","269"
"24","3.1418855","263","3.1418515","263","3.14178575","263","3.14156825","263","3.14116775","263","3.1411795","263","3.14169325","263","3.14117975","263","3.14132725","263","3.14159075","263","3.14123925","263","3.1423855","263","3.14198925","263","263"
"25","3.1414965","247","3.14078775","247","3.14166975","247","3.1411425","247","3.141561","247","3.14084225","247","3.1414175","247","3.141685","247","3.1414065","247","3.141339","247","3.14178325","247","3.14117175","247","3.1419365","247","247"
"26","3.14063625","246","3.141835","246","3.1409235","246","3.14178775","246","3.14175375","246","3.1411585","246","3.14219625","246","3.141723","246","3.14115875","246","3.14226475","246","3.141906","246","3.14203875","246","3.14193275","246","246"
"27","3.14154325","251","3.1415175","251","3.14171525","251","3.14184925","251","3.141811","251","3.1413285","251","3.14178825","251","3.1418025","251","3.14095825","251","3.14077275","251","3.14139275","251","3.142017","251","3.1409175","251","254"
"28","3.14215075","253","3.14125075","253","3.1413235","253","3.14185725","253","3.142363","253","3.14222775","253","3.141596","253","3.141835","253","3.14167725","253","3.14180825","253","3.141534","253","3.14209025","253","3.14129025","253","253"
"29","3.141909","237","3.14193875","237","3.14147275","237","3.141369","237","3.14134075","237","3.141414","237","3.14181375","237","3.14099875","237","3.1419205","237","3.14173425","237","3.140909","237","3.141721","237","3.14176625","237","249"
"30","3.14164425","260","3.141275","260","3.14153125","260","3.14235925","260","3.14155275","260","3.14116975","260","3.14122175","260","3.14186","260","3.141359","260","3.14185275","260","3.14185175","260","3.14109275","260","3.1409925","260","260"
"31","3.14132225","252","3.14227825","252","3.14184425","252","3.14186475","252","3.14117325","252","3.14132175","252","3.141434","252","3.1418925","252","3.14136125","252","3.14236375","252","3.14237275","252","3.14239575","252","3.141341","252","252"
"32","3.14174475","263","3.141315","263","3.14149825","263","3.141576","263","3.14177825","263","3.14145375","263","3.14100025","263","3.141189","263","3.14168375","263","3.1412195","263","3.14124775","263","3.14174675","263","3.1414215","263","263"
"33","3.1413675","253","3.14206875","253","3.14203625","253","3.14159025","253","3.141245","253","3.141982","253","3.14153175","253","3.14126","253","3.1417645","253","3.1414285","253","3.141156","253","3.14129","253","3.1421945","253","253"
"34","3.14104275","251","3.14210925","251","3.14131875","251","3.142441","251","3.141195","251","3.1420905","251","3.14117525","251","3.141587","251","3.14143375","251","3.1421625","251","3.141318","251","3.1414505","251","3.141256","251","251"
"35","3.14215225","243","3.14173825","243","3.141308","243","3.1416545","243","3.14228925","243","3.14128725","243","3.141009","243","3.1412975","243","3.1410095","243","3.14165325","243","3.141108","243","3.14184325","243","3.141207","243","243"
"36","3.1419675","256","3.14149275","256","3.14209525","256","3.14161975","256","3.141464","256","3.141556","256","3.142161","256","3.140571","256","3.141583","256","3.14077375","256","3.14141575","256","3.142044","256","3.141237","256","259"
"37","3.14113625","246","3.14117175","246","3.1410295","246","3.141612","246","3.14164225","246","3.14144225","246","3.14148025","246","3.1413515","246","3.14229475","246","3.142003","246","3.1422055","246","3.141524","246","3.1411425","246","246"
"38","3.14144975","253","3.14137925","253","3.141514","253","3.14155075","253","3.14163875","253","3.14122775","253","3.14153025","253","3.141406","253","3.141699","253","3.14221275","253","3.1405495","253","3.1410285","253","3.14081375","253","253"
"39","3.14098075","255","3.141291","255","3.14192125","255","3.14147275","255","3.1416155","255","3.14167","255","3.1416305","255","3.1417285","255","3.14111025","255","3.14077825","255","3.14218175","255","3.14155975","255","3.1414535","255","255"
"40","3.14196","272","3.1414195","272","3.14254825","272","3.14135225","272","3.14225525","272","3.14165175","272","3.14146725","272","3.14171275","272","3.14185275","272","3.14158025","272","3.141397","272","3.14161325","272","3.14151675","272","273"
"41","3.14144675","251","3.14184675","251","3.1412415","251","3.141612","251","3.1414675","251","3.1421825","251","3.14108275","251","3.14199425","251","3.14194425","251","3.141262","251","3.14186775","251","3.141307","251","3.14156675","251","251"
"42","3.14138425","255","3.141863","255","3.14146025","255","3.1419305","255","3.14156925","255","3.14113575","255","3.14217825","255","3.1412115","255","3.14196525","255","3.1418415","255","3.1418055","255","3.1411225","255","3.14145775","255","256"
"43","3.14191725","257","3.141794","257","3.14109275","257","3.1407265","257","3.1411905","257","3.14161475","257","3.14150775","257","3.1419145","257","3.14138625","257","3.141825","257","3.14172075","257","3.14187125","257","3.1422185","257","258"
"44","3.14146125","250","3.1412675","250","3.1420765","250","3.1422065","250","3.14149075","250","3.1421915","250","3.14146075","250","3.1417485","250","3.14126825","250","3.142341","250","3.1411455","250","3.1414935","250","3.142141","250","251"
"45","3.14130825","247","3.14150675","247","3.14130625","247","3.14131025","247","3.1421175","247","3.14138375","247","3.141999","247","3.1413735","247","3.1410935","247","3.1414955","247","3.1415165","247","3.141521","247","3.1412905","247","251"
"46","3.1410565","246","3.1419965","246","3.142276","246","3.141439","246","3.141565","246","3.14194575","246","3.14235725","246","3.141345","246","3.141435","246","3.1417825","246","3.1411785","246","3.140801","246","3.140788","246","249"
"47","3.1421075","249","3.1410765","249","3.14136475","249","3.1414595","249","3.142141","249","3.14229275","249","3.141048","249","3.14210875","249","3.1413635","249","3.14175575","249","3.14137025","249","3.14205775","249","3.14179825","249","249"
"48","3.141513","251","3.141556","251","3.141571","251","3.14135275","251","3.142191","251","3.1419905","251","3.1423725","251","3.1416135","251","3.14207175","251","3.14166075","251","3.141476","251","3.14147675","251","3.1417385","251","251"
"49","3.14092075","268","3.14089875","268","3.1417155","268","3.14203675","268","3.1405845","268","3.140909","268","3.14112925","268","3.14107575","268","3.1415705","268","3.1419925","268","3.14204525","268","3.14132025","268","3.14100375","268","268"
"50","3.14180475","248","3.14198775","248","3.142047","248","3.14162775","248","3.14145675","248","3.14206625","248","3.142371","248","3.14125325","248","3.14191075","248","3.1412645","248","3.14173625","248","3.142489","248","3.14190825","248","248"
"51","3.141249","246","3.141702","246","3.14141625","246","3.1406985","246","3.141055","246","3.141359","246","3.14105675","246","3.140499","246","3.140845","246","3.14272625","246","3.14128325","246","3.14210225","246","3.141976","246","246"
"52","3.14158575","247","3.1418475","247","3.14175375","247","3.14133","247","3.141593","247","3.1419375","247","3.141026","247","3.14177325","247","3.14139075","247","3.1421325","247","3.142345","247","3.141307","247","3.141721","247","247"
"53","3.14149525","259","3.14173425","259","3.14270075","259","3.14123725","259","3.14156525","259","3.14209475","259","3.14155775","259","3.14116375","259","3.14191075","259","3.14140575","259","3.14166575","259","3.1417625","259","3.14102775","259","260"
"54","3.14180375","254","3.14126325","254","3.141515","254","3.1414205","254","3.14129675","254","3.14181875","254","3.14122675","254","3.1412695","254","3.1413955","254","3.14147475","254","3.14239625","254","3.141424","254","3.1419085","254","254"
"55","3.14173775","247","3.14153875","247","3.1414415","247","3.14116275","247","3.14141925","247","3.14227475","247","3.14084275","247","3.1417265","247","3.1414855","247","3.141979","247","3.14167825","247","3.1412045","247","3.140788","247","247"
"56","3.141892","252","3.1415555","252","3.14159175","252","3.140948","252","3.1416555","252","3.14127325","252","3.1409805","252","3.1412325","252","3.14093475","252","3.14120375","252","3.14152125","252","3.141375","252","3.1409215","252","252"
"57","3.1415945","253","3.14153875","253","3.142009","253","3.1422175","253","3.141315","253","3.1417795","253","3.14082975","253","3.1414765","253","3.14079425","253","3.141582","253","3.1418965","253","3.14112275","253","3.14126525","253","253"
"58","3.1416","252","3.141588","252","3.141078","252","3.1417055","252","3.14156175","252","3.141721","252","3.14126125","252","3.14168225","252","3.1414085","252","3.14093775","252","3.141899","252","3.141663","252","3.142207","252","252"
"59","3.1409995","249","3.14097475","249","3.14144325","249","3.1417185","249","3.14200475","249","3.141567","249","3.14234125","249","3.14160775","249","3.14174975","249","3.141319","249","3.1418715","249","3.14162625","249","3.14210525","249","249"
"60","3.141037","248","3.14213725","248","3.1408465","248","3.14151425","248","3.14153375","248","3.14188125","248","3.14189075","248","3.1418565","248","3.14142325","248","3.1418415","248","3.1412795","248","3.14089375","248","3.14080725","248","248"
"61","3.14159725","254","3.141574","254","3.14100925","254","3.141844","254","3.1419315","254","3.14183475","254","3.14215875","254","3.14112775","254","3.142138","254","3.14217275","254","3.1415705","254","3.142259","254","3.14164675","254","254"
"62","3.1418895","255","3.141722","255","3.141769","255","3.14183375","255","3.14144","255","3.14221875","255","3.14208525","255","3.14110825","255","3.14118875","255","3.141572","255","3.14116825","255","3.141939","255","3.14172375","255","255"
"63","3.14127125","247","3.14141575","247","3.1424055","247","3.14109025","247","3.1407625","247","3.14195","247","3.14077275","247","3.140759","247","3.14215325","247","3.142134","247","3.14176725","247","3.141165","247","3.14179275","247","248"
"64","3.1411315","249","3.14150475","249","3.14137475","249","3.1420355","249","3.141639","249","3.14133675","249","3.141745","249","3.1415275","249","3.1409945","249","3.14095375","249","3.14203025","249","3.1422425","249","3.1412035","249","249"
"65","3.141401","258","3.14130225","258","3.14273225","258","3.14149175","258","3.140902","258","3.14098525","258","3.14153475","258","3.14201725","258","3.141698","258","3.14134125","258","3.141368","258","3.14191875","258","3.142008","258","259"
"66","3.141927","248","3.14209275","248","3.14076975","248","3.14177875","248","3.1414245","248","3.14092425","248","3.1420635","248","3.14127225","248","3.141804","248","3.14100375","248","3.14113125","248","3.14165275","248","3.1413175","248","248"
"67","3.1412525","258","3.14161075","258","3.14163425","258","3.14147675","258","3.1418835","258","3.14139375","258","3.141496","258","3.141232","258","3.141987","258","3.1416845","258","3.14160225","258","3.14198825","258","3.1413785","258","259"
"68","3.140994","246","3.141946","246","3.141805","246","3.1420875","246","3.1421615","246","3.14179175","246","3.14215975","246","3.141676","246","3.14112","246","3.1416635","246","3.1414515","246","3.1415705","246","3.141484","246","246"
"69","3.1415085","264","3.14082825","264","3.14165275","264","3.1405265","264","3.14231175","264","3.14154075","264","3.14165975","264","3.14187975","264","3.141686","264","3.14144825","264","3.14141775","264","3.14166175","264","3.14111425","264","264"
"70","3.140981","246","3.1424445","246","3.14180475","246","3.1419885","246","3.14026625","246","3.14168525","246","3.14175975","246","3.1415525","246","3.14244375","246","3.14121375","246","3.1415405","246","3.14149","246","3.14112525","246","246"
"71","3.14109125","254","3.14204425","254","3.14185425","254","3.14232075","254","3.14185625","254","3.142429","254","3.1417425","254","3.142779","254","3.1423165","254","3.14146225","254","3.14225175","254","3.14129125","254","3.1414775","254","254"
"72","3.14182175","250","3.14184125","250","3.14080425","250","3.141385","250","3.141304","250","3.14102975","250","3.14176175","250","3.14047675","250","3.1415355","250","3.14223025","250","3.141868","250","3.14213375","250","3.14127925","250","250"
"73","3.1415365","235","3.141765","235","3.14147675","235","3.14150625","235","3.14147875","235","3.14047","235","3.1423905","235","3.14230525","235","3.1423735","235","3.14173775","235","3.141539","235","3.14106925","235","3.1418055","235","256"
"74","3.141046","260","3.14148725","260","3.1416345","260","3.14113175","260","3.141279","260","3.141799","260","3.1422295","260","3.1416955","260","3.140823","260","3.1418025","260","3.14178575","260","3.141955","260","3.141667","260","260"
"75","3.14103175","256","3.142318","256","3.14097325","256","3.1423285","256","3.1407155","256","3.1416455","256","3.14113675","256","3.1416685","256","3.14224875","256","3.141497","256","3.141665","256","3.14073575","256","3.1416585","256","256"
"76","3.141504","248","3.14205775","248","3.1415665","248","3.14144575","248","3.141374","248","3.142221","248","3.141475","248","3.14162425","248","3.14213625","248","3.14113375","248","3.14167025","248","3.1421275","248","3.14200025","248","248"
"77","3.1419095","246","3.1415655","246","3.14122475","246","3.14204825","246","3.14150825","246","3.141453","246","3.1410615","246","3.141752","246","3.14168775","246","3.14177925","246","3.1417715","246","3.14139675","246","3.1415965","246","246"
"78","3.142257","252","3.14180325","252","3.141353","252","3.141359","252","3.14217775","252","3.14082125","252","3.14169675","252","3.141565","252","3.14238775","252","3.141619","252","3.14156875","252","3.1406825","252","3.14100925","252","252"
"79","3.1417555","242","3.1420665","242","3.14139075","242","3.14196725","242","3.141675","242","3.1419605","242","3.14141775","242","3.142208","242","3.14180875","242","3.14167675","242","3.140761","242","3.14131825","242","3.14030325","242","242"
"80","3.1412985","248","3.14144375","248","3.1412595","248","3.14168425","248","3.14214925","248","3.14158525","248","3.141231","248","3.1423755","248","3.14129","248","3.14166425","248","3.14134675","248","3.14125175","248","3.141245","248","248"
"81","3.141135","246","3.14120075","246","3.1418425","246","3.14172625","246","3.14192025","246","3.14057075","246","3.1428625","246","3.14192425","246","3.1422085","246","3.14073625","246","3.14183025","246","3.14141275","246","3.1417395","246","246"
"82","3.141369","230","3.1421285","230","3.1423235","230","3.14139675","230","3.1414255","230","3.142699","230","3.14172475","230","3.142396","230","3.141471","230","3.1418655","230","3.14163125","230","3.14136325","230","3.14165675","230","261"
"83","3.14147325","253","3.14226225","253","3.14113075","253","3.141557","253","3.142191","253","3.1417305","253","3.141775","253","3.14118225","253","3.14182975","253","3.141322","253","3.14130625","253","3.1417965","253","3.14174375","253","253"
"84","3.141987","258","3.1416565","258","3.14156475","258","3.14225275","258","3.141533","258","3.1409335","258","3.1415875","258","3.141614","258","3.14231625","258","3.14200225","258","3.1420905","258","3.14141675","258","3.14184175","258","258"
"85","3.142571","250","3.14096075","250","3.142337","250","3.14183","250","3.14187975","250","3.142032","250","3.14187375","250","3.14179475","250","3.141672","250","3.1412125","250","3.14192425","250","3.14116725","250","3.14188225","250","250"
"86","3.14211825","254","3.14132075","254","3.14194525","254","3.141947","254","3.14150675","254","3.14223625","254","3.14182875","254","3.1412395","254","3.14226975","254","3.14104875","254","3.1409465","254","3.1409505","254","3.141048","254","254"
"87","3.1420495","248","3.14161675","248","3.14101825","248","3.1419885","248","3.141709","248","3.14159525","248","3.142283","248","3.14153175","248","3.14159525","248","3.1420335","248","3.1417405","248","3.14187475","248","3.140972","248","248"
"88","3.14109425","254","3.141653","254","3.14160125","254","3.1414605","254","3.14188775","254","3.1418935","254","3.14133175","254","3.1413275","254","3.141592","254","3.14110075","254","3.14084775","254","3.1415945","254","3.14169675","254","255"
"89","3.1422925","249","3.14111375","249","3.14175675","249","3.14147975","249","3.14146575","249","3.14099175","249","3.141106","249","3.1417695","249","3.14177275","249","3.1420155","249","3.1409745","249","3.14164875","249","3.14268125","249","249"
"90","3.14174475","252","3.141585","252","3.1420795","252","3.14203675","252","3.14226325","252","3.1421535","252","3.14124875","252","3.14140375","252","3.1415825","252","3.14155875","252","3.141695","252","3.14212","252","3.14196025","252","252"
"91","3.142329","234","3.142395","234","3.141938","234","3.14062975","234","3.1427005","234","3.14063","234","3.14118175","234","3.14154925","234","3.14112075","234","3.141785","234","3.141357","234","3.14120675","234","3.14148325","234","256"
"92","3.140775","250","3.141317","250","3.1413635","250","3.14168875","250","3.14118","250","3.14184525","250","3.1417715","250","3.141994","250","3.140965","250","3.14250625","250","3.141208","250","3.14156675","250","3.1413375","250","250"
"93","3.141518","248","3.141559","248","3.14251575","248","3.141323","248","3.14175125","248","3.141441","248","3.141613","248","3.141776","248","3.1420395","248","3.14260625","248","3.1415535","248","3.14168625","248","3.14154225","248","248"
"94","3.141432","247","3.14110925","247","3.142058","247","3.141409","247","3.14204225","247","3.14132875","247","3.141593","247","3.14107025","247","3.14152325","247","3.14171125","247","3.14179625","247","3.1417435","247","3.1422155","247","247"
"95","3.14193125","255","3.14201025","255","3.14161375","255","3.14134725","255","3.14079625","255","3.14195725","255","3.14010725","255","3.1418295","255","3.141535","255","3.141892","255","3.14127225","255","3.141352","255","3.141865","255","255"
"96","3.14235675","254","3.14166875","254","3.14178075","254","3.14201575","254","3.14176975","254","3.1413325","254","3.1423235","254","3.14154725","254","3.1414525","254","3.141927","254","3.14096775","254","3.14162725","254","3.141822","254","254"
"97","3.14156025","246","3.141631","246","3.141502","246","3.14133475","246","3.14141425","246","3.1409785","246","3.14104025","246","3.14131325","246","3.14181875","246","3.141462","246","3.14239225","246","3.142052","246","3.1413635","246","246"
"98","3.1418075","245","3.142234","245","3.14180325","245","3.14126275","245","3.14194925","245","3.14119525","245","3.140815","245","3.1420985","245","3.14184925","245","3.141987","245","3.142133","245","3.14167825","245","3.14210975","245","246"
"99","3.1419745","251","3.14148825","251","3.142131","251","3.142246","251","3.1418105","251","3.1414825","251","3.14174625","251","3.14207975","251","3.142242","251","3.1416235","251","3.14065575","251","3.14102725","251","3.14212075","251","251"
"100","3.141744","255","3.14137825","255","3.14076675","255","3.14152275","255","3.1422","255","3.14156","255","3.1416685","255","3.14123975","255","3.1416705","255","3.141208","255","3.14227225","255","3.14126525","255","3.141229","255","255"
