"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Job[15] Result","Job[15] Runtime (ms)","Total Runtime (ms)"
"12","3.141108","283","3.14106075","283","3.14160325","283","3.14203175","283","3.14224725","283","3.14159825","283","3.14163425","283","3.14159675","283","3.14188775","283","3.141664","283","3.1418445","283","3.1412055","283","3.14141725","283","3.1417935","283","3.141153","283","284"
"13","3.141185","284","3.1414975","284","3.14180825","284","3.1411535","284","3.14112075","284","3.14119075","284","3.14212875","284","3.14115475","284","3.1414755","284","3.141688","284","3.14207325","284","3.14144275","284","3.14186325","284","3.141434","284","3.14178225","284","285"
"14","3.14230175","289","3.142125","289","3.140898","289","3.14121875","289","3.1424795","289","3.14192725","289","3.141086","289","3.14241275","289","3.141556","289","3.14111675","289","3.1413735","289","3.14167775","289","3.1410545","289","3.14137725","289","3.1414765","289","290"
"15","3.141612","286","3.1416435","286","3.14198125","286","3.14249125","286","3.14113625","286","3.14149875","286","3.14148075","286","3.14121125","286","3.14190975","286","3.14186225","286","3.141354","286","3.141463","286","3.141159","286","3.14246825","286","3.1409745","286","286"
"16","3.14161875","284","3.14153275","284","3.14195475","284","3.14121875","284","3.14201675","284","3.14115875","284","3.142079","284","3.14172925","284","3.1414665","284","3.1414225","284","3.14115925","284","3.14155425","284","3.141898","284","3.14070525","284","3.14178525","284","284"
"17","3.14150825","287","3.14167075","287","3.1416375","287","3.1421205","287","3.141741","287","3.14145175","287","3.1406995","287","3.14173475","287","3.1406585","287","3.14094525","287","3.14216325","287","3.1412435","287","3.14233525","287","3.14152725","287","3.14127425","287","287"
"18","3.142075","290","3.14148925","290","3.142189","290","3.14180475","290","3.141024","290","3.14231875","290","3.1414055","290","3.14181625","290","3.14156625","290","3.14061875","290","3.141521","290","3.1414055","290","3.1416005","290","3.141656","290","3.1410875","290","290"
"19","3.141911","282","3.14192525","282","3.142359","282","3.140874","282","3.14170875","282","3.140805","282","3.14139025","282","3.1411325","282","3.141568","282","3.14164375","282","3.1416375","282","3.141022","282","3.1410485","282","3.14159975","282","3.14173775","282","282"
"20","3.14227925","289","3.14137","289","3.14109975","289","3.14116025","289","3.141261","289","3.14303475","289","3.141472","289","3.14140375","289","3.1414245","289","3.14222325","289","3.14133325","289","3.14243975","289","3.1421975","289","3.14086425","289","3.1419445","289","290"
"21","3.141733","286","3.14146725","286","3.141088","286","3.1420985","286","3.1409835","286","3.14148075","286","3.14132725","286","3.1423155","286","3.14121275","286","3.14143575","286","3.14138","286","3.1416885","286","3.1421335","286","3.14121625","286","3.1413185","286","286"
"22","3.141176","286","3.141819","286","3.14235","286","3.14144725","286","3.141814","286","3.14148125","286","3.141299","286","3.14122675","286","3.14206525","286","3.1410695","286","3.1420445","286","3.1412485","286","3.1417775","286","3.14132925","286","3.142013","286","287"
"23","3.14211","282","3.1415665","282","3.1416035","282","3.141804","282","3.14136725","282","3.141605","282","3.1411525","282","3.1418705","282","3.14118575","282","3.141776","282","3.14173075","282","3.1412075","282","3.141529","282","3.14147025","282","3.141301","282","282"
"24","3.14138925","287","3.14191","287","3.14253125","287","3.14147225","287","3.141888","287","3.14215675","287","3.140884","287","3.14159","287","3.14171025","287","3.14138","287","3.1418965","287","3.141623","287","3.141214","287","3.1408235","287","3.14170425","287","287"
"25","3.14173575","282","3.14109125","282","3.14199475","282","3.14125525","282","3.142177","282","3.14128525","282","3.1408415","282","3.14143275","282","3.14190125","282","3.14196325","282","3.142294","282","3.14247025","282","3.14198525","282","3.14142225","282","3.14166475","282","282"
"26","3.1417855","290","3.14154175","290","3.1418495","290","3.1416665","290","3.14190925","290","3.1418225","290","3.14173975","290","3.14146925","290","3.14174675","290","3.141964","290","3.14114175","290","3.14205525","290","3.14141775","290","3.1412045","290","3.14179625","290","290"
"27","3.14148075","285","3.14129925","285","3.1412245","285","3.14119225","285","3.14111775","285","3.141792","285","3.14190225","285","3.1413145","285","3.14167775","285","3.141938","285","3.14164475","285","3.14200225","285","3.14118475","285","3.141553","285","3.1415425","285","285"
"28","3.14181825","286","3.141573","286","3.14164675","286","3.1418965","286","3.1418715","286","3.14158975","286","3.14136925","286","3.1410375","286","3.14151175","286","3.1419585","286","3.14125375","286","3.14233875","286","3.14108925","286","3.14080425","286","3.14165525","286","286"
"29","3.14124175","291","3.1417135","291","3.1416225","291","3.1413915","291","3.14160925","291","3.14156275","291","3.14147725","291","3.1409335","291","3.14159025","291","3.14073525","291","3.141358","291","3.1418895","291","3.14137275","291","3.141552","291","3.14133325","291","291"
"30","3.141086","282","3.142208","282","3.141503","282","3.1416955","282","3.14171","282","3.14147725","282","3.14176225","282","3.1416835","282","3.14235225","282","3.1415535","282","3.1416435","282","3.1418645","282","3.14171975","282","3.14092925","282","3.14173775","282","282"
"31","3.1411345","285","3.1410515","285","3.1412995","285","3.141957","285","3.14199675","285","3.14108725","285","3.14175325","285","3.1413525","285","3.14132975","285","3.14154925","285","3.1410195","285","3.14150225","285","3.142234","285","3.14213375","285","3.14137475","285","285"
"32","3.14177275","284","3.14258025","284","3.1423465","284","3.1415045","284","3.1419695","284","3.14159175","284","3.1415925","284","3.141619","284","3.14094325","284","3.1416855","284","3.141948","284","3.141635","284","3.141892","284","3.1418035","284","3.141225","284","284"
"33","3.141474","289","3.1426305","289","3.14193375","289","3.14201725","289","3.14114825","289","3.14130025","289","3.1416435","289","3.14079925","289","3.14169225","289","3.14203325","289","3.14088525","289","3.14158175","289","3.1414665","289","3.14182725","289","3.14171025","289","289"
"34","3.1413905","281","3.1423195","281","3.14158675","281","3.1418675","281","3.14236625","281","3.1416285","281","3.142111","281","3.14076675","281","3.141273","281","3.14149525","281","3.141692","281","3.14209775","281","3.141493","281","3.14156275","281","3.1417725","281","281"
"35","3.1416005","293","3.141994","293","3.14264275","293","3.1413955","293","3.14169425","293","3.14121075","293","3.14192525","293","3.14134325","293","3.141636","293","3.141273","293","3.1418715","293","3.14113275","293","3.1412825","293","3.14174525","293","3.140819","293","293"
"36","3.141939","286","3.14202925","286","3.142039","286","3.1415935","286","3.14079625","286","3.140637","286","3.1421105","286","3.14221075","286","3.14144375","286","3.141871","286","3.14178125","286","3.1419175","286","3.14118575","286","3.14137625","286","3.14231975","286","286"
"37","3.142175","282","3.14139925","282","3.1419355","282","3.140894","282","3.14149425","282","3.141252","282","3.1416695","282","3.14135925","282","3.141664","282","3.1421265","282","3.1412715","282","3.1419395","282","3.14237675","282","3.14209775","282","3.141652","282","282"
"38","3.141372","286","3.1417855","286","3.141903","286","3.14124825","286","3.14149275","286","3.14194725","286","3.141665","286","3.14192875","286","3.141384","286","3.141455","286","3.14177925","286","3.14215675","286","3.14172775","286","3.1415305","286","3.1409695","286","286"
"39","3.14079825","295","3.14157475","295","3.14181675","295","3.14152475","295","3.14107775","295","3.14104325","295","3.141579","295","3.141456","295","3.141724","295","3.1416185","295","3.14157625","295","3.141974","295","3.1412475","295","3.141948","295","3.141695","295","295"
"40","3.14148675","292","3.1409655","292","3.1415595","292","3.1411885","292","3.14139025","292","3.14126925","292","3.141807","292","3.14187525","292","3.141295","292","3.14168825","292","3.1412655","292","3.1402055","292","3.1418615","292","3.14110225","292","3.14125525","292","292"
"41","3.14110325","288","3.1411755","288","3.1412515","288","3.1414925","288","3.14201875","288","3.14196275","288","3.141698","288","3.1414855","288","3.141634","288","3.141314","288","3.141658","288","3.14208375","288","3.141187","288","3.1410975","288","3.14143075","288","288"
"42","3.14180825","284","3.1408675","284","3.142028","284","3.14186675","284","3.14123275","284","3.14196425","284","3.14137575","284","3.1414745","284","3.14132","284","3.14233675","284","3.14203325","284","3.1415545","284","3.1412555","284","3.141619","284","3.14133","284","284"
"43","3.14186925","290","3.1421815","290","3.1415955","290","3.14129325","290","3.14145975","290","3.14152275","290","3.1412315","290","3.14149","290","3.14160225","290","3.1418035","290","3.14140575","290","3.1421015","290","3.14134975","290","3.1417735","290","3.14098225","290","290"
"44","3.14187725","298","3.14107225","298","3.141947","298","3.141921","298","3.14185275","298","3.14157025","298","3.1412555","298","3.1419215","298","3.142214","298","3.14230725","298","3.1415935","298","3.14208325","298","3.1416035","298","3.1413625","298","3.14140525","298","299"
"45","3.14172125","288","3.140954","288","3.1419045","288","3.141693","288","3.14214075","288","3.1411845","288","3.140719","288","3.14142675","288","3.1410825","288","3.14165375","288","3.1412125","288","3.1415175","288","3.141601","288","3.14158525","288","3.1420625","288","299"
"46","3.14162025","301","3.14120675","301","3.141931","301","3.1410825","301","3.140925","301","3.14190125","301","3.1415075","301","3.1414925","301","3.1422425","301","3.1423725","301","3.14121725","301","3.1414655","301","3.14169825","301","3.1409745","301","3.14133125","301","301"
"47","3.14159725","290","3.141707","290","3.14148575","290","3.14156375","290","3.14163225","290","3.14173225","290","3.1419605","290","3.141676","290","3.14238125","290","3.141546","290","3.14158675","290","3.14206725","290","3.14168175","290","3.14089625","290","3.14165575","290","290"
"48","3.14170725","286","3.14047925","286","3.14105125","286","3.14138725","286","3.14203625","286","3.142105","286","3.14147825","286","3.14172625","286","3.1412885","286","3.1416445","286","3.141805","286","3.14187525","286","3.1416635","286","3.141362","286","3.1424435","286","286"
"49","3.14174525","281","3.14157575","281","3.14131175","281","3.14147375","281","3.142096","281","3.14118425","281","3.1414925","281","3.14205475","281","3.1419405","281","3.14141075","281","3.14179375","281","3.14138375","281","3.141721","281","3.14164325","281","3.14207725","281","282"
"50","3.1409335","289","3.141906","289","3.1413575","289","3.14108975","289","3.1419085","289","3.141571","289","3.1412115","289","3.14165675","289","3.140797","289","3.1419635","289","3.1407855","289","3.141105","289","3.141923","289","3.1420375","289","3.14089275","289","289"
"51","3.14158225","288","3.14159225","288","3.14205375","288","3.14113825","288","3.14218925","288","3.1412155","288","3.141413","288","3.14113075","288","3.1421395","288","3.141422","288","3.141356","288","3.141222","288","3.1417395","288","3.14159575","288","3.14161","288","288"
"52","3.14163825","286","3.14166675","286","3.141629","286","3.14183475","286","3.14144225","286","3.141905","286","3.14205225","286","3.14167075","286","3.14134925","286","3.14162675","286","3.141126","286","3.14219775","286","3.1415915","286","3.141588","286","3.141858","286","287"
"53","3.14192625","283","3.14119475","283","3.140994","283","3.14186225","283","3.141145","283","3.141226","283","3.14098725","283","3.14207875","283","3.14106825","283","3.1409405","283","3.14182275","283","3.14192975","283","3.1407315","283","3.140963","283","3.1415665","283","283"
"54","3.14145525","289","3.142222","289","3.1413445","289","3.14172925","289","3.14215675","289","3.14214375","289","3.14145625","289","3.1417405","289","3.14225125","289","3.142402","289","3.1419095","289","3.14133175","289","3.14082975","289","3.1402515","289","3.141094","289","289"
"55","3.14223475","289","3.1416565","289","3.14234175","289","3.1417435","289","3.14174175","289","3.14045525","289","3.14110325","289","3.1414415","289","3.14164475","289","3.1415185","289","3.14232375","289","3.141814","289","3.14149575","289","3.142443","289","3.14159125","289","290"
"56","3.141559","285","3.1412755","285","3.14160175","285","3.141029","285","3.14080725","285","3.1412975","285","3.14187825","285","3.14196575","285","3.1420175","285","3.14121825","285","3.14168475","285","3.1419135","285","3.14220325","285","3.14125225","285","3.141595","285","285"
"57","3.1415995","284","3.1418595","284","3.14215725","284","3.14164225","284","3.141363","284","3.14126175","284","3.14175","284","3.14096275","284","3.14132075","284","3.1416135","284","3.14156825","284","3.141237","284","3.1417565","284","3.14078025","284","3.14132725","284","284"
"58","3.141077","288","3.141332","288","3.14189625","288","3.141044","288","3.14111475","288","3.14141225","288","3.14154575","288","3.1415805","288","3.141807","288","3.141739","288","3.14175675","288","3.140855","288","3.141753","288","3.141713","288","3.1416005","288","289"
"59","3.141491","286","3.14178525","286","3.14226425","286","3.141817","286","3.14199025","286","3.14171","286","3.141602","286","3.1409465","286","3.142068","286","3.1415235","286","3.141025","286","3.1417265","286","3.1416335","286","3.14131775","286","3.141192","286","286"
"60","3.141993","284","3.14167825","284","3.1416965","284","3.1412455","284","3.14211425","284","3.1418205","284","3.141553","284","3.141977","284","3.141409","284","3.1409285","284","3.14150625","284","3.14164925","284","3.1423615","284","3.1419465","284","3.1410385","284","285"
"61","3.1417625","283","3.1421865","283","3.14137575","283","3.14180925","283","3.14187325","283","3.141719","283","3.1412335","283","3.14141175","283","3.14177075","283","3.14221725","283","3.141919","283","3.14184825","283","3.1410575","283","3.14124725","283","3.141777","283","283"
"62","3.14193625","296","3.1413245","296","3.14146175","296","3.1416095","296","3.1413465","296","3.141428","296","3.14085475","296","3.140891","296","3.14113475","296","3.14143375","296","3.14131625","296","3.1423715","296","3.141812","296","3.141571","296","3.1408765","296","296"
"63","3.14131825","284","3.14121375","284","3.141981","284","3.14142275","284","3.14140575","284","3.14190975","284","3.14140575","284","3.14173875","284","3.140955","284","3.1419045","284","3.140886","284","3.14157","284","3.14166175","284","3.1421505","284","3.141975","284","285"
"64","3.14153125","283","3.141636","283","3.141875","283","3.1413545","283","3.14122625","283","3.14215475","283","3.141463","283","3.1415135","283","3.14189175","283","3.1417985","283","3.14160875","283","3.140908","283","3.141901","283","3.141521","283","3.1416125","283","284"
"65","3.14168325","295","3.1417395","295","3.141918","295","3.14162225","295","3.14183","295","3.14095925","295","3.141867","295","3.14138875","295","3.1413965","295","3.14193325","295","3.141378","295","3.142026","295","3.14129675","295","3.1413","295","3.1413395","295","296"
"66","3.1422895","285","3.142073","285","3.14158325","285","3.142293","285","3.14162975","285","3.14165975","285","3.14130625","285","3.14099525","285","3.142073","285","3.142127","285","3.14157025","285","3.141701","285","3.14138525","285","3.141488","285","3.14119975","285","286"
"67","3.14121725","285","3.1416945","285","3.14280725","285","3.14121525","285","3.1420285","285","3.14169725","285","3.14162675","285","3.14163025","285","3.14120775","285","3.1416765","285","3.1411625","285","3.141685","285","3.14117925","285","3.14156575","285","3.14121575","285","286"
"68","3.1413515","283","3.14114075","283","3.14158775","283","3.14270975","283","3.14198","283","3.1422295","283","3.1414435","283","3.14147275","283","3.1417675","283","3.141287","283","3.14146425","283","3.141528","283","3.14167575","283","3.14139775","283","3.141143","283","283"
"69","3.14204075","291","3.1421935","291","3.141381","291","3.14209975","291","3.14152675","291","3.14142925","291","3.14200825","291","3.141496","291","3.142207","291","3.14181475","291","3.14144875","291","3.1418665","291","3.14268975","291","3.14150925","291","3.141997","291","291"
"70","3.14172325","283","3.141323","283","3.1419065","283","3.14099225","283","3.14138075","283","3.141735","283","3.141354","283","3.141387","283","3.14137075","283","3.141291","283","3.14136575","283","3.1416985","283","3.141276","283","3.14194875","283","3.14213375","283","285"
"71","3.141515","279","3.14104475","279","3.142006","279","3.1422805","279","3.14156","279","3.14178075","279","3.14129425","279","3.14146775","279","3.1421205","279","3.142108","279","3.1424395","279","3.141554","279","3.1422075","279","3.14200025","279","3.14182175","279","279"
"72","3.141477","273","3.14145425","273","3.141877","273","3.141837","273","3.1412905","273","3.14125325","273","3.14162575","273","3.14132075","273","3.14092975","273","3.14142225","273","3.14192325","273","3.14170875","273","3.14097375","273","3.14173725","273","3.14223675","273","288"
"73","3.1414455","284","3.14193875","284","3.141284","284","3.1410415","284","3.14160175","284","3.14119575","284","3.14104175","284","3.1417555","284","3.14207225","284","3.14184025","284","3.14161225","284","3.14107925","284","3.1409425","284","3.14164975","284","3.1415635","284","287"
"74","3.141324","293","3.141417","293","3.141161","293","3.14151025","293","3.14149175","293","3.1425925","293","3.141276","293","3.14149625","293","3.140988","293","3.1406455","293","3.14121075","293","3.1413075","293","3.141395","293","3.14147","293","3.14168025","293","293"
"75","3.1414945","290","3.141954","290","3.14156775","290","3.14103625","290","3.141374","290","3.14186975","290","3.14118975","290","3.14192325","290","3.141926","290","3.1417105","290","3.140767","290","3.141799","290","3.14154175","290","3.1418075","290","3.14257175","290","290"
"76","3.14164775","289","3.14172925","289","3.14163925","289","3.14160075","289","3.1417655","289","3.142655","289","3.14195725","289","3.1418605","289","3.14136325","289","3.1420985","289","3.14117025","289","3.14129525","289","3.141793","289","3.14161675","289","3.141568","289","289"
"77","3.141143","292","3.14161925","292","3.14167","292","3.141986","292","3.141185","292","3.14088575","292","3.14057325","292","3.14173625","292","3.141791","292","3.141586","292","3.14170875","292","3.14154925","292","3.14179225","292","3.141452","292","3.14126175","292","292"
"78","3.1424905","286","3.1412765","286","3.1415435","286","3.141623","286","3.141819","286","3.14160225","286","3.14159225","286","3.1418495","286","3.1410425","286","3.14189125","286","3.14197475","286","3.14253725","286","3.141254","286","3.14153425","286","3.141071","286","286"
"79","3.1421435","278","3.14167325","278","3.14209225","278","3.1413745","278","3.14131975","278","3.1416965","278","3.1418135","278","3.14139325","278","3.14146775","278","3.14141875","278","3.14160025","278","3.14136275","278","3.1416855","278","3.14184","278","3.1417445","278","282"
"80","3.141006","293","3.14137875","293","3.14126175","293","3.14146775","293","3.14195575","293","3.14096475","293","3.14124625","293","3.14165675","293","3.14102775","293","3.1422725","293","3.142319","293","3.14206475","293","3.14151125","293","3.141181","293","3.1412825","293","293"
"81","3.141894","291","3.14184575","291","3.141459","291","3.1418895","291","3.14190275","291","3.1414045","291","3.1420135","291","3.1417995","291","3.141743","291","3.14185675","291","3.1415605","291","3.141364","291","3.14190775","291","3.14140825","291","3.14176825","291","294"
"82","3.141687","284","3.1415995","284","3.14206725","284","3.14176075","284","3.14167875","284","3.1413845","284","3.1421105","284","3.14121325","284","3.14053675","284","3.14074325","284","3.14233625","284","3.1415325","284","3.142079","284","3.1418835","284","3.141292","284","286"
"83","3.14238025","288","3.1419255","288","3.1407345","288","3.14184825","288","3.1414605","288","3.14169125","288","3.141377","288","3.1419955","288","3.1420125","288","3.141852","288","3.1411425","288","3.14171925","288","3.14164","288","3.141557","288","3.1421495","288","289"
"84","3.1414285","284","3.14170975","284","3.140792","284","3.14156475","284","3.14161475","284","3.141564","284","3.1410395","284","3.14100175","284","3.1410265","284","3.14092425","284","3.14166375","284","3.14146975","284","3.14184525","284","3.1412755","284","3.14139975","284","284"
"85","3.141349","292","3.14224225","292","3.14185175","292","3.1419745","292","3.1415475","292","3.14171225","292","3.141537","292","3.141645","292","3.1416785","292","3.141199","292","3.1423795","292","3.14139925","292","3.14175425","292","3.14222425","292","3.14196225","292","292"
"86","3.14170975","287","3.142119","287","3.14160025","287","3.14177","287","3.141378","287","3.14140125","287","3.14157175","287","3.1412655","287","3.14123325","287","3.14188625","287","3.14154225","287","3.141728","287","3.14164","287","3.14202075","287","3.14212475","287","287"
"87","3.1421965","291","3.14199525","291","3.14181375","291","3.14171825","291","3.1412965","291","3.14088875","291","3.14142525","291","3.1412475","291","3.1416545","291","3.141842","291","3.14146625","291","3.14227","291","3.14137375","291","3.14111825","291","3.141355","291","291"
"88","3.142098","284","3.141583","284","3.14211325","284","3.14236325","284","3.14158175","284","3.14180375","284","3.14182075","284","3.141639","284","3.1417545","284","3.141477","284","3.14100725","284","3.1413735","284","3.1419245","284","3.14107675","284","3.14137","284","284"
"89","3.14136625","286","3.1415195","286","3.142141","286","3.14187525","286","3.14109825","286","3.1413355","286","3.14137","286","3.140919","286","3.1415165","286","3.14170175","286","3.14170275","286","3.141513","286","3.14172425","286","3.1411275","286","3.140938","286","286"
"90","3.1423935","285","3.14148275","285","3.1418865","285","3.14083575","285","3.1409035","285","3.141811","285","3.142008","285","3.1419325","285","3.14223","285","3.14184625","285","3.141781","285","3.141138","285","3.14119125","285","3.141702","285","3.1419125","285","285"
"91","3.1415135","291","3.1418265","291","3.14076775","291","3.14150775","291","3.141631","291","3.14215875","291","3.14139275","291","3.1415805","291","3.14173775","291","3.1417365","291","3.1418465","291","3.14118725","291","3.141174","291","3.141412","291","3.141933","291","292"
"92","3.141195","295","3.142053","295","3.141823","295","3.141251","295","3.14184025","295","3.14097625","295","3.14159725","295","3.1419035","295","3.14208575","295","3.14224425","295","3.14185525","295","3.1415385","295","3.1415945","295","3.141128","295","3.14188575","295","295"
"93","3.14157675","279","3.1412115","279","3.14181625","279","3.141392","279","3.14081225","279","3.14185275","279","3.142284","279","3.1416985","279","3.14141375","279","3.141907","279","3.14199325","279","3.14071475","279","3.141459","279","3.14218875","279","3.1407225","279","279"
"94","3.14138125","285","3.141796","285","3.14220025","285","3.141316","285","3.14113825","285","3.14166425","285","3.1412365","285","3.1420545","285","3.142053","285","3.14100625","285","3.1420435","285","3.14175775","285","3.14186875","285","3.141568","285","3.14135","285","285"
"95","3.14157825","290","3.1425485","290","3.14171225","290","3.141566","290","3.14213525","290","3.141008","290","3.1418195","290","3.1422565","290","3.141508","290","3.14168075","290","3.14216425","290","3.14142575","290","3.1416285","290","3.14134725","290","3.1419435","290","290"
"96","3.14142025","292","3.14112075","292","3.141405","292","3.14143975","292","3.14148575","292","3.14164825","292","3.14209775","292","3.14190825","292","3.14104825","292","3.14124175","292","3.1413475","292","3.14148975","292","3.14116225","292","3.14071725","292","3.140964","292","292"
"97","3.141726","285","3.14168275","285","3.14126025","285","3.1411395","285","3.1410955","285","3.14117175","285","3.14143075","285","3.14219325","285","3.141165","285","3.141532","285","3.140805","285","3.14203875","285","3.1422205","285","3.1413625","285","3.14181675","285","285"
"98","3.14120875","288","3.14155525","288","3.1410525","288","3.141065","288","3.14156125","288","3.1420275","288","3.141159","288","3.14190025","288","3.141426","288","3.140685","288","3.1413785","288","3.14133775","288","3.141441","288","3.1411045","288","3.1415955","288","288"
"99","3.14196275","283","3.14130425","283","3.1421345","283","3.141497","283","3.14187025","283","3.14180975","283","3.14118425","283","3.14232425","283","3.1413705","283","3.14160875","283","3.14180625","283","3.14155425","283","3.14152325","283","3.14177","283","3.14109275","283","283"
"100","3.14169925","286","3.14127475","286","3.14107225","286","3.141652","286","3.14146975","286","3.14093275","286","3.14161425","286","3.14146375","286","3.1423485","286","3.14177175","286","3.14118725","286","3.14195375","286","3.140976","286","3.142002","286","3.1406135","286","286"
