"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Job[15] Result","Job[15] Runtime (ms)","Job[16] Result","Job[16] Runtime (ms)","Total Runtime (ms)"
"49","3.142127","303","3.14095625","303","3.1419765","303","3.14096125","303","3.14226975","303","3.14093925","303","3.14094275","303","3.140656","303","3.14195475","303","3.14156225","303","3.142031","303","3.14165925","303","3.14174775","303","3.14215525","303","3.141803","303","3.141674","303","304"
"50","3.14148725","301","3.141834","301","3.1420795","301","3.141372","301","3.141693","301","3.141609","301","3.141208","301","3.141579","301","3.14154625","301","3.1413775","301","3.14164275","301","3.1409305","301","3.1414525","301","3.141667","301","3.14128325","301","3.14147525","301","302"
"51","3.14090825","303","3.14163175","303","3.14105825","303","3.14203075","303","3.142222","303","3.1422895","303","3.141369","303","3.14060925","303","3.1410435","303","3.1422835","303","3.14114725","303","3.141544","303","3.1421315","303","3.14156075","303","3.1405595","303","3.14112775","303","303"
"52","3.1419835","308","3.14208475","308","3.141556","308","3.14199575","308","3.141229","308","3.142048","308","3.141081","308","3.142557","308","3.14122675","308","3.141334","308","3.14127525","308","3.14112225","308","3.141692","308","3.14111125","308","3.14188675","308","3.14152525","308","308"
"53","3.14129025","319","3.1412455","319","3.141732","319","3.14106125","319","3.141744","319","3.14143","319","3.1413415","319","3.141442","319","3.142042","319","3.14160475","319","3.1405535","319","3.1409425","319","3.14138475","319","3.14184475","319","3.14107825","319","3.14152825","319","319"
"54","3.14175075","306","3.14151175","306","3.14151775","306","3.141245","306","3.142219","306","3.14075075","306","3.1415395","306","3.1416575","306","3.14094625","306","3.14161625","306","3.14170325","306","3.1422945","306","3.14085175","306","3.1415425","306","3.14138375","306","3.14163275","306","306"
"55","3.14187925","306","3.14198175","306","3.1415685","306","3.141904","306","3.14103","306","3.14150775","306","3.141892","306","3.14233375","306","3.1414275","306","3.14149775","306","3.14152","306","3.141584","306","3.14145025","306","3.1412105","306","3.14204125","306","3.141634","306","306"
"56","3.14141925","303","3.14130875","303","3.14142275","303","3.14132725","303","3.141766","303","3.1413975","303","3.1416825","303","3.1413205","303","3.14163525","303","3.1422625","303","3.1413775","303","3.141628","303","3.14118325","303","3.140953","303","3.14139325","303","3.1416845","303","303"
"57","3.14231075","307","3.1410675","307","3.14199725","307","3.14193875","307","3.14218425","307","3.14145225","307","3.141547","307","3.14128725","307","3.14151625","307","3.14183775","307","3.14188775","307","3.141867","307","3.1412445","307","3.14149675","307","3.14131025","307","3.14164875","307","307"
"58","3.1412425","301","3.1419185","301","3.14082125","301","3.14192175","301","3.141396","301","3.141931","301","3.141608","301","3.14261625","301","3.141797","301","3.14178325","301","3.141843","301","3.14094125","301","3.14172825","301","3.14159375","301","3.14161","301","3.14115375","301","302"
"59","3.141144","304","3.1417605","304","3.14125575","304","3.141596","304","3.14152725","304","3.14127725","304","3.14117175","304","3.141933","304","3.14156425","304","3.14199675","304","3.14148775","304","3.14182575","304","3.141175","304","3.1420565","304","3.14172825","304","3.142411","304","305"
"60","3.1422375","317","3.14064925","317","3.14168475","317","3.141394","317","3.141497","317","3.142124","317","3.1418705","317","3.140173","317","3.14131875","317","3.14111875","317","3.141547","317","3.142","317","3.1412635","317","3.141531","317","3.14168125","317","3.14133025","317","318"
"61","3.141491","303","3.14183125","303","3.14109925","303","3.1416895","303","3.14194125","303","3.141545","303","3.141889","303","3.1417135","303","3.1421095","303","3.1413495","303","3.14187925","303","3.1413455","303","3.1408505","303","3.14209875","303","3.14208675","303","3.14198675","303","303"
"62","3.141267","312","3.1415715","312","3.1412235","312","3.1409835","312","3.142135","312","3.14195425","312","3.140908","312","3.14113125","312","3.14194925","312","3.141793","312","3.141677","312","3.1415555","312","3.14168325","312","3.1419165","312","3.141443","312","3.142393","312","312"
"63","3.14265475","304","3.14138875","304","3.1416515","304","3.1416455","304","3.14151475","304","3.1418415","304","3.141968","304","3.1419025","304","3.1412475","304","3.14101075","304","3.141517","304","3.141736","304","3.14134275","304","3.14116075","304","3.141751","304","3.1424535","304","304"
"64","3.1419335","301","3.1422135","301","3.14053175","301","3.141857","301","3.141515","301","3.141829","301","3.1413985","301","3.1414425","301","3.14154425","301","3.1417245","301","3.142022","301","3.141643","301","3.141797","301","3.1411445","301","3.14115975","301","3.1415195","301","306"
"65","3.142424","300","3.1413355","300","3.140927","300","3.1411945","300","3.14141625","300","3.14129075","300","3.14148925","300","3.141468","300","3.14178675","300","3.1412545","300","3.14168775","300","3.1415445","300","3.141699","300","3.141629","300","3.141332","300","3.1415495","300","301"
"66","3.14073175","307","3.14170275","307","3.14126275","307","3.14143375","307","3.1414435","307","3.14199325","307","3.141108","307","3.1419305","307","3.1415155","307","3.14171875","307","3.1415695","307","3.14111825","307","3.1419705","307","3.141689","307","3.14164725","307","3.1421575","307","308"
"67","3.14155275","312","3.1413585","312","3.14213425","312","3.141477","312","3.14206025","312","3.14189825","312","3.14136425","312","3.1418805","312","3.14174275","312","3.14199525","312","3.14133125","312","3.141204","312","3.14119425","312","3.1414235","312","3.1415985","312","3.1420635","312","312"
"68","3.14129525","294","3.14121775","294","3.1419815","294","3.14145825","294","3.1420335","294","3.141611","294","3.14135975","294","3.14163325","294","3.14135475","294","3.14185375","294","3.14116","294","3.14086825","294","3.14151625","294","3.14112775","294","3.1414165","294","3.14095125","294","305"
"69","3.14223","310","3.141731","310","3.141188","310","3.14179775","310","3.14222975","310","3.14194575","310","3.141958","310","3.14134475","310","3.1412085","310","3.14187225","310","3.14056925","310","3.14229575","310","3.1416855","310","3.14119825","310","3.141718","310","3.141984","310","310"
"70","3.14202975","300","3.1421195","300","3.141328","300","3.1421455","300","3.14221325","300","3.14146125","300","3.1414895","300","3.14172225","300","3.14149725","300","3.14098625","300","3.1416835","300","3.14148","300","3.14149225","300","3.14119625","300","3.14182175","300","3.1419375","300","300"
"71","3.14196975","305","3.14158625","305","3.1408675","305","3.1420965","305","3.14205225","305","3.14152425","305","3.14155225","305","3.141973","305","3.141029","305","3.14229125","305","3.1416795","305","3.141752","305","3.1413775","305","3.14155575","305","3.14156375","305","3.14105425","305","306"
"72","3.14177225","303","3.14138225","303","3.1413165","303","3.1415565","303","3.14162575","303","3.141601","303","3.14204925","303","3.14129925","303","3.1408395","303","3.14201425","303","3.14149575","303","3.141627","303","3.141283","303","3.14109575","303","3.14166725","303","3.1416","303","303"
"73","3.1418835","304","3.14141925","304","3.1413075","304","3.14163075","304","3.14142375","304","3.14141225","304","3.1420665","304","3.14189675","304","3.1416575","304","3.14222375","304","3.141977","304","3.14147525","304","3.14115725","304","3.14135825","304","3.14214275","304","3.14138225","304","304"
"74","3.14145325","311","3.1412005","311","3.14129025","311","3.141615","311","3.1410635","311","3.14256975","311","3.141072","311","3.14073025","311","3.142013","311","3.14203425","311","3.14175725","311","3.14151675","311","3.141543","311","3.1411775","311","3.14169275","311","3.14158825","311","312"
"75","3.14163525","300","3.14083175","300","3.14106025","300","3.14128075","300","3.141394","300","3.14117525","300","3.1416425","300","3.14164875","300","3.141307","300","3.1414175","300","3.14116775","300","3.1415105","300","3.141381","300","3.14122275","300","3.141143","300","3.141388","300","300"
"76","3.141974","311","3.14125825","311","3.1423845","311","3.1419445","311","3.14018375","311","3.142238","311","3.14140125","311","3.1413145","311","3.141174","311","3.14155825","311","3.14200425","311","3.1411015","311","3.1412985","311","3.1413945","311","3.141191","311","3.1410605","311","311"
"77","3.14103625","303","3.14083925","303","3.14225275","303","3.1416625","303","3.14092175","303","3.1422545","303","3.141724","303","3.14181925","303","3.141696","303","3.141578","303","3.141194","303","3.14146725","303","3.14210125","303","3.14195575","303","3.14164575","303","3.141758","303","303"
"78","3.14133025","307","3.14240925","307","3.14168275","307","3.141658","307","3.1426055","307","3.14115725","307","3.142227","307","3.14141025","307","3.14180375","307","3.1415835","307","3.140889","307","3.141605","307","3.1420665","307","3.14173625","307","3.14174975","307","3.14148925","307","307"
"79","3.14150275","302","3.14101275","302","3.141313","302","3.14139175","302","3.141546","302","3.14140875","302","3.14209125","302","3.14121875","302","3.14195275","302","3.141633","302","3.1409855","302","3.14198175","302","3.1417585","302","3.1414765","302","3.14177475","302","3.14107475","302","302"
"80","3.14150275","308","3.14111175","308","3.1409185","308","3.14136625","308","3.1413425","308","3.14116925","308","3.141338","308","3.14142425","308","3.141476","308","3.142176","308","3.14169925","308","3.14133575","308","3.14127875","308","3.14134025","308","3.14245","308","3.14153225","308","309"
"81","3.14160625","305","3.14135725","305","3.14159175","305","3.14126425","305","3.142596","305","3.14116625","305","3.1415355","305","3.14122275","305","3.14185425","305","3.1410985","305","3.14186225","305","3.140638","305","3.14107325","305","3.14190825","305","3.1416425","305","3.1415045","305","306"
"82","3.14223975","301","3.141899","301","3.14133725","301","3.14217825","301","3.1420055","301","3.14181925","301","3.14109075","301","3.141813","301","3.1417185","301","3.141215","301","3.14157475","301","3.141768","301","3.14157525","301","3.141388","301","3.1410875","301","3.1415095","301","301"
"83","3.14160225","306","3.1420385","306","3.14179675","306","3.14156375","306","3.142137","306","3.1415315","306","3.14111975","306","3.1421155","306","3.14138975","306","3.1419245","306","3.1420205","306","3.142505","306","3.1413985","306","3.14207875","306","3.141875","306","3.141561","306","306"
"84","3.14270075","304","3.141895","304","3.141297","304","3.14191975","304","3.1417685","304","3.1422385","304","3.14193825","304","3.14145075","304","3.1413775","304","3.1415935","304","3.14165675","304","3.1416805","304","3.1414185","304","3.14144575","304","3.14232025","304","3.14215275","304","304"
"85","3.14226275","305","3.14138425","305","3.1412195","305","3.14128675","305","3.14266275","305","3.14185725","305","3.14201075","305","3.141769","305","3.1415215","305","3.1407065","305","3.14112275","305","3.141881","305","3.14129625","305","3.14142525","305","3.1414365","305","3.14186925","305","305"
"86","3.14202375","304","3.141452","304","3.14125225","304","3.14226575","304","3.1417985","304","3.14144375","304","3.14213875","304","3.14252975","304","3.14083775","304","3.14148","304","3.14126975","304","3.14133575","304","3.1411425","304","3.1419565","304","3.14213125","304","3.1419125","304","304"
"87","3.1415195","299","3.1422095","299","3.1416345","299","3.14175875","299","3.1420385","299","3.1416125","299","3.14125325","299","3.14138375","299","3.14280975","299","3.14197875","299","3.14170825","299","3.1413315","299","3.141812","299","3.141631","299","3.142112","299","3.14130625","299","301"
"88","3.141953","312","3.14154925","312","3.1414425","312","3.1413655","312","3.1412435","312","3.14150975","312","3.1418245","312","3.142035","312","3.14108975","312","3.14158125","312","3.14140475","312","3.141556","312","3.141979","312","3.14176575","312","3.14212625","312","3.14171475","312","312"
"89","3.1417275","304","3.14181575","304","3.14164375","304","3.14117025","304","3.1412975","304","3.1417205","304","3.1417445","304","3.14172625","304","3.1413725","304","3.1416975","304","3.14132875","304","3.14199275","304","3.1418155","304","3.141889","304","3.1420965","304","3.140928","304","304"
"90","3.1418955","305","3.14140975","305","3.141074","305","3.14216225","305","3.1419855","305","3.141338","305","3.1416275","305","3.14111675","305","3.14100575","305","3.14164425","305","3.14101675","305","3.142412","305","3.14139725","305","3.14203075","305","3.14077125","305","3.14262425","305","305"
"91","3.14174975","300","3.1414075","300","3.1415955","300","3.14217025","300","3.1414455","300","3.14217625","300","3.14137575","300","3.1413445","300","3.140794","300","3.14173025","300","3.141852","300","3.14173025","300","3.14134475","300","3.14116425","300","3.1413645","300","3.14135275","300","300"
"92","3.1415905","304","3.14153125","304","3.14140875","304","3.1423825","304","3.1414065","304","3.1415145","304","3.14166875","304","3.14155225","304","3.142407","304","3.14131175","304","3.1412575","304","3.1415325","304","3.14167475","304","3.14178775","304","3.141303","304","3.1423255","304","304"
"93","3.142075","309","3.14198525","309","3.1416505","309","3.1416015","309","3.1417725","309","3.141949","309","3.1418805","309","3.14172575","309","3.14186125","309","3.1419055","309","3.14136625","309","3.14115175","309","3.14196425","309","3.14093225","309","3.141521","309","3.14231425","309","309"
"94","3.14140425","302","3.14143075","302","3.1412985","302","3.14158525","302","3.14212425","302","3.14140925","302","3.141123","302","3.1416155","302","3.1414425","302","3.141978","302","3.14192775","302","3.141103","302","3.14137125","302","3.141552","302","3.141653","302","3.142039","302","302"
"95","3.14199225","306","3.14228875","306","3.141547","306","3.14165575","306","3.1410765","306","3.141864","306","3.1414655","306","3.14125825","306","3.1413955","306","3.141919","306","3.14089675","306","3.141534","306","3.1413235","306","3.141829","306","3.14149375","306","3.1416955","306","306"
"96","3.141874","300","3.141065","300","3.1411075","300","3.14163875","300","3.141577","300","3.1415325","300","3.14168975","300","3.1421285","300","3.1420905","300","3.14115675","300","3.14151075","300","3.14165675","300","3.1419855","300","3.14133","300","3.14171175","300","3.14049625","300","300"
"97","3.14146175","293","3.1419555","293","3.141479","293","3.1424745","293","3.14118075","293","3.14209575","293","3.1422985","293","3.1415685","293","3.1411475","293","3.1415045","293","3.1407215","293","3.14152725","293","3.14230675","293","3.14204875","293","3.1419115","293","3.14166925","293","306"
"98","3.141486","296","3.1414465","296","3.14090425","296","3.1410975","296","3.141574","296","3.141395","296","3.14117425","296","3.141699","296","3.1414845","296","3.141994","296","3.14178475","296","3.14152275","296","3.140949","296","3.1411665","296","3.141896","296","3.14131225","296","303"
"99","3.14210625","301","3.14202875","301","3.1422415","301","3.14170825","301","3.141851","301","3.14161575","301","3.14193225","301","3.142038","301","3.1422085","301","3.14136375","301","3.14164975","301","3.142131","301","3.14175125","301","3.14217025","301","3.141383","301","3.14111375","301","307"
"100","3.14185225","307","3.141627","307","3.14090225","307","3.1410245","307","3.14158625","307","3.14137325","307","3.14080025","307","3.1424895","307","3.14158025","307","3.141899","307","3.14117425","307","3.14143325","307","3.14085975","307","3.1421375","307","3.14173975","307","3.14094075","307","307"
