"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Total Runtime (ms)"
"88","3.140996","158","3.14156","158","3.141702","158","3.141132","158","3.1422465","158","3.1415715","158","3.14207925","158","3.141811","158","158"
"89","3.14158625","153","3.1423555","153","3.14209775","153","3.14201075","153","3.14156025","153","3.14120025","153","3.1410685","153","3.141307","153","153"
"90","3.1416465","158","3.141698","158","3.14158125","158","3.1409435","158","3.140992","158","3.141472","158","3.1416","158","3.141814","158","158"
"91","3.1416945","154","3.142079","154","3.14135475","154","3.1422135","154","3.1417585","154","3.14251425","154","3.1418555","154","3.141658","154","154"
"92","3.14133525","160","3.1416305","160","3.14198275","160","3.1408505","160","3.14196775","160","3.14138425","160","3.141966","160","3.141252","160","160"
"93","3.14190075","157","3.14134575","157","3.14159925","157","3.14140325","157","3.14148025","157","3.14209375","157","3.14130225","157","3.14096375","157","157"
"94","3.14199575","166","3.1424875","166","3.14183625","166","3.14193475","166","3.14164625","166","3.14129625","166","3.1415005","166","3.1415565","166","166"
"95","3.14153575","157","3.1416435","157","3.14157725","157","3.1415875","157","3.14166725","157","3.14208675","157","3.141922","157","3.141588","157","158"
"96","3.14077925","156","3.141204","156","3.1413455","156","3.14161075","156","3.14160425","156","3.141305","156","3.1407045","156","3.14242925","156","156"
"97","3.14104425","152","3.14186725","152","3.14054925","152","3.14142775","152","3.140829","152","3.1420835","152","3.1423185","152","3.14146125","152","152"
"98","3.141506","154","3.14193125","154","3.141879","154","3.14178","154","3.14119875","154","3.14104525","154","3.141882","154","3.140505","154","154"
"99","3.14237925","158","3.14170425","158","3.14157875","158","3.14135775","158","3.1414625","158","3.1413805","158","3.14159325","158","3.1413785","158","158"
"100","3.1420845","146","3.1417765","146","3.1420185","146","3.14106525","146","3.1419595","146","3.142119","146","3.141297","146","3.14088375","146","159"
