"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Total Runtime (ms)"
"15","3.141924","208","3.14199375","208","3.1424765","208","3.141982","208","3.14084275","208","3.1415745","208","3.14152825","208","3.141833","208","3.141646","208","3.14192425","208","3.14160825","208","208"
"16","3.14180075","211","3.141695","211","3.14116675","211","3.1417675","211","3.141717","211","3.14159475","211","3.14160025","211","3.14160825","211","3.14144375","211","3.1414275","211","3.14136575","211","212"
"17","3.1417425","210","3.14098825","210","3.1413565","210","3.14107675","210","3.142574","210","3.14153175","210","3.1415525","210","3.1420615","210","3.14158575","210","3.14244925","210","3.14112975","210","210"
"18","3.1414825","218","3.14158025","218","3.14136475","218","3.14136575","218","3.14156925","218","3.14161175","218","3.14158425","218","3.141544","218","3.1416615","218","3.142806","218","3.14156275","218","218"
"19","3.14181475","211","3.14130025","211","3.14181425","211","3.1421725","211","3.14161375","211","3.141228","211","3.14149475","211","3.141744","211","3.1424235","211","3.14131125","211","3.1413415","211","211"
"20","3.141192","212","3.1416515","212","3.14146525","212","3.14160175","212","3.14137975","212","3.14230225","212","3.14132325","212","3.141301","212","3.1413965","212","3.14149275","212","3.1414475","212","212"
"21","3.14216725","211","3.14161475","211","3.14132775","211","3.14170225","211","3.14195725","211","3.14133825","211","3.1427155","211","3.14215925","211","3.14164075","211","3.1414515","211","3.14174225","211","211"
"22","3.141676","210","3.14136025","210","3.14200475","210","3.14177675","210","3.1409185","210","3.14130075","210","3.14063625","210","3.14159525","210","3.1419785","210","3.1411125","210","3.142096","210","210"
"23","3.14258575","223","3.14199075","223","3.14148725","223","3.141712","223","3.1418475","223","3.141064","223","3.141202","223","3.1410555","223","3.14140175","223","3.1410125","223","3.1415405","223","223"
"24","3.14107625","208","3.141924","208","3.14135725","208","3.14176325","208","3.140929","208","3.14167325","208","3.14102675","208","3.14190275","208","3.14101325","208","3.141759","208","3.14139025","208","208"
"25","3.1408185","209","3.141421","209","3.141432","209","3.14162075","209","3.140979","209","3.14103925","209","3.1417025","209","3.141532","209","3.141873","209","3.14177875","209","3.14148975","209","209"
"26","3.14174125","209","3.14132375","209","3.1417035","209","3.14120625","209","3.14118125","209","3.1419405","209","3.142413","209","3.1415405","209","3.141276","209","3.14219025","209","3.1410385","209","209"
"27","3.141076","208","3.14132375","208","3.14235375","208","3.1416325","208","3.1420665","208","3.1421225","208","3.141825","208","3.14106275","208","3.1409895","208","3.14115975","208","3.141612","208","208"
"28","3.14291625","226","3.1409055","226","3.14228175","226","3.1416175","226","3.14238925","226","3.1411475","226","3.14244475","226","3.14072125","226","3.140302","226","3.1414405","226","3.14127825","226","226"
"29","3.1420365","206","3.14158225","206","3.14207575","206","3.1417395","206","3.14195625","206","3.14141375","206","3.14135475","206","3.1417945","206","3.1415125","206","3.141544","206","3.14136925","206","206"
"30","3.1412055","209","3.14152525","209","3.14296325","209","3.1411665","209","3.14185275","209","3.141118","209","3.14152275","209","3.141568","209","3.141441","209","3.1418265","209","3.14144975","209","209"
"31","3.14140525","211","3.14156275","211","3.14116","211","3.141033","211","3.14127675","211","3.14080675","211","3.14068225","211","3.1415575","211","3.14126225","211","3.14186925","211","3.141635","211","211"
"32","3.141542","213","3.1414755","213","3.14120725","213","3.1412965","213","3.1415475","213","3.14133175","213","3.14160775","213","3.142133","213","3.14079825","213","3.14196725","213","3.140682","213","213"
"33","3.14214975","213","3.1413625","213","3.1417035","213","3.1412455","213","3.14176625","213","3.1411835","213","3.141338","213","3.14239075","213","3.140866","213","3.1408625","213","3.141318","213","213"
"34","3.14164","212","3.141315","212","3.14114175","212","3.14069475","212","3.14119575","212","3.142143","212","3.14209525","212","3.141385","212","3.14167275","212","3.14143625","212","3.1418565","212","212"
"35","3.141583","211","3.1412775","211","3.14184275","211","3.1413395","211","3.141832","211","3.141728","211","3.141571","211","3.1421345","211","3.1414135","211","3.14137075","211","3.14176225","211","211"
"36","3.14179775","212","3.141887","212","3.141803","212","3.14150375","212","3.1422235","212","3.1416435","212","3.141282","212","3.1421075","212","3.142","212","3.14142425","212","3.14171025","212","215"
"37","3.14148225","220","3.141732","220","3.141821","220","3.14212925","220","3.14098475","220","3.1412445","220","3.1418025","220","3.1411515","220","3.141559","220","3.1420085","220","3.141415","220","220"
"38","3.14255775","213","3.14195675","213","3.14218075","213","3.141793","213","3.1410715","213","3.1413915","213","3.141979","213","3.1416095","213","3.14132875","213","3.1411735","213","3.141453","213","213"
"39","3.1421045","210","3.141588","210","3.14212025","210","3.14190075","210","3.14162225","210","3.140754","210","3.14131525","210","3.1417515","210","3.1423265","210","3.14168175","210","3.1418345","210","210"
"40","3.14251825","211","3.1416095","211","3.14176775","211","3.14173125","211","3.14106475","211","3.14222075","211","3.14172575","211","3.14193925","211","3.1416455","211","3.141456","211","3.1406635","211","215"
"41","3.14225675","210","3.141128","210","3.141209","210","3.14177775","210","3.14159875","210","3.14245925","210","3.14152925","210","3.14107225","210","3.141255","210","3.1411305","210","3.14151475","210","210"
"42","3.1416355","219","3.1415155","219","3.14131525","219","3.14151125","219","3.14116825","219","3.141461","219","3.14151725","219","3.141678","219","3.14118125","219","3.14155525","219","3.14227125","219","219"
"43","3.141486","210","3.14111075","210","3.14125925","210","3.14133525","210","3.14198175","210","3.14104275","210","3.14163975","210","3.1423195","210","3.14140275","210","3.14093975","210","3.14096125","210","211"
"44","3.14147775","213","3.14096725","213","3.142408","213","3.141734","213","3.141647","213","3.141222","213","3.14136325","213","3.1417435","213","3.14133475","213","3.141969","213","3.141072","213","213"
"45","3.1419365","213","3.140555","213","3.1421455","213","3.14063075","213","3.141329","213","3.142298","213","3.141149","213","3.14178725","213","3.1416575","213","3.14246425","213","3.1411945","213","213"
"46","3.141461","211","3.14173625","211","3.142103","211","3.14187525","211","3.14112725","211","3.1415395","211","3.141538","211","3.14147575","211","3.142437","211","3.1417695","211","3.14165925","211","211"
"47","3.14093525","217","3.14159","217","3.141936","217","3.1414935","217","3.141866","217","3.14158075","217","3.1414185","217","3.14114975","217","3.14154075","217","3.141809","217","3.1417105","217","217"
"48","3.14176325","219","3.14173175","219","3.1415805","219","3.14184225","219","3.14103525","219","3.14147925","219","3.1417945","219","3.14176125","219","3.14120125","219","3.141017","219","3.1418805","219","219"
"49","3.141705","211","3.1414025","211","3.142161","211","3.141497","211","3.14240225","211","3.141693","211","3.14133475","211","3.141014","211","3.141695","211","3.141609","211","3.14122025","211","211"
"50","3.14173875","210","3.14192175","210","3.14183475","210","3.14166125","210","3.14153325","210","3.14167625","210","3.1410535","210","3.141368","210","3.14205","210","3.14175525","210","3.14130225","210","210"
"51","3.14102425","211","3.14177825","211","3.14158275","211","3.14262225","211","3.14142075","211","3.14206425","211","3.14226","211","3.1421635","211","3.14172975","211","3.14209925","211","3.14179675","211","211"
"52","3.141769","195","3.14232475","195","3.14089975","195","3.1422855","195","3.1420815","195","3.142","195","3.141923","195","3.14233575","195","3.14113525","195","3.1420135","195","3.14149725","195","220"
"53","3.14251975","211","3.14129225","211","3.14124875","211","3.141206","211","3.14116675","211","3.1410265","211","3.141812","211","3.1418905","211","3.14129275","211","3.14129825","211","3.141523","211","211"
"54","3.141599","213","3.1414925","213","3.14086775","213","3.14057425","213","3.141512","213","3.140698","213","3.141493","213","3.14216925","213","3.1412335","213","3.14099475","213","3.142162","213","213"
"55","3.1407435","213","3.1416635","213","3.14159125","213","3.14263725","213","3.1415545","213","3.1418105","213","3.14197075","213","3.141597","213","3.14183775","213","3.141074","213","3.1420495","213","214"
"56","3.14122175","214","3.141967","214","3.14128325","214","3.141887","214","3.14058975","214","3.14089075","214","3.14251425","214","3.14160025","214","3.14145675","214","3.14132625","214","3.14206275","214","214"
"57","3.14153025","215","3.1414015","215","3.14189375","215","3.14169025","215","3.1426885","215","3.1418605","215","3.14164075","215","3.14129075","215","3.14200575","215","3.14166175","215","3.142136","215","215"
"58","3.1412475","217","3.14141575","217","3.14111075","217","3.1410905","217","3.141869","217","3.141928","217","3.14119975","217","3.1418085","217","3.14119475","217","3.1412955","217","3.14202775","217","217"
"59","3.14152375","214","3.14163575","214","3.14195325","214","3.14218025","214","3.1419155","214","3.1412935","214","3.14110375","214","3.1408305","214","3.142134","214","3.14262","214","3.1408605","214","214"
"60","3.14142025","214","3.14163675","214","3.142452","214","3.14107325","214","3.14165675","214","3.14165525","214","3.14177125","214","3.14079575","214","3.14167875","214","3.14170625","214","3.14223925","214","214"
"61","3.1412405","209","3.14153575","209","3.141037","209","3.14187625","209","3.14140125","209","3.14154775","209","3.14234675","209","3.14195975","209","3.141104","209","3.141463","209","3.14139625","209","210"
"62","3.141269","216","3.14187075","216","3.1414255","216","3.14189225","216","3.14239925","216","3.141198","216","3.14189625","216","3.140939","216","3.14136425","216","3.14233325","216","3.141608","216","216"
"63","3.14173875","214","3.14156175","214","3.1412235","214","3.1411905","214","3.14207525","214","3.14191025","214","3.141501","214","3.14128275","214","3.14194275","214","3.14114925","214","3.14173425","214","214"
"64","3.14137875","213","3.1416075","213","3.1413065","213","3.141904","213","3.14135025","213","3.14225525","213","3.14163775","213","3.14129425","213","3.1421255","213","3.141452","213","3.14137925","213","213"
"65","3.1417325","208","3.14098975","208","3.1414125","208","3.14223125","208","3.14150975","208","3.141942","208","3.14225325","208","3.14145675","208","3.1425225","208","3.1419535","208","3.14084425","208","208"
"66","3.14235725","214","3.140961","214","3.14152375","214","3.14171325","214","3.1417835","214","3.14137875","214","3.1417905","214","3.14186925","214","3.14184125","214","3.1422445","214","3.14145275","214","214"
"67","3.14205975","218","3.14160875","218","3.141732","218","3.14188725","218","3.1421015","218","3.14132475","218","3.1408745","218","3.14238425","218","3.140985","218","3.14185125","218","3.14158675","218","218"
"68","3.1422095","213","3.14208525","213","3.14207","213","3.1426865","213","3.14174725","213","3.141991","213","3.1423585","213","3.14198325","213","3.140921","213","3.14149425","213","3.1416395","213","213"
"69","3.1413825","211","3.1417055","211","3.14173775","211","3.1417985","211","3.141809","211","3.14107325","211","3.1411915","211","3.14123475","211","3.14119025","211","3.1421935","211","3.14190175","211","211"
"70","3.1411925","210","3.141744","210","3.1419325","210","3.14193375","210","3.14192275","210","3.14083225","210","3.14141325","210","3.14171025","210","3.1419625","210","3.14174225","210","3.14174175","210","210"
"71","3.14145025","212","3.14181075","212","3.141784","212","3.141652","212","3.141558","212","3.1420495","212","3.141156","212","3.1414645","212","3.1419495","212","3.1414365","212","3.14183325","212","212"
"72","3.14120125","218","3.14141875","218","3.14177775","218","3.141683","218","3.14112075","218","3.1403905","218","3.14119575","218","3.1419375","218","3.14122925","218","3.14110725","218","3.1416695","218","218"
"73","3.14111525","213","3.1414465","213","3.1412855","213","3.141373","213","3.14208125","213","3.14181","213","3.142054","213","3.141273","213","3.14170775","213","3.14151875","213","3.14122025","213","213"
"74","3.141036","207","3.14199775","207","3.14109725","207","3.14140725","207","3.14214025","207","3.142037","207","3.1417925","207","3.141234","207","3.14163325","207","3.1419855","207","3.14154","207","207"
"75","3.14108625","211","3.141478","211","3.14138725","211","3.141401","211","3.14133925","211","3.141487","211","3.140352","211","3.141047","211","3.1418185","211","3.141783","211","3.14237525","211","212"
"76","3.1413225","211","3.14140725","211","3.141202","211","3.1415135","211","3.14119125","211","3.141292","211","3.1417275","211","3.1412885","211","3.14158125","211","3.141022","211","3.141224","211","211"
"77","3.141623","219","3.141641","219","3.14141925","219","3.14184775","219","3.14161175","219","3.1411765","219","3.141549","219","3.1415755","219","3.141234","219","3.1409905","219","3.14152775","219","219"
"78","3.14162375","211","3.141654","211","3.14133075","211","3.142085","211","3.1412815","211","3.141751","211","3.1415325","211","3.14128825","211","3.14188925","211","3.141357","211","3.14122425","211","211"
"79","3.14118725","214","3.14051775","214","3.14174225","214","3.14155225","214","3.14175225","214","3.14119025","214","3.14140975","214","3.1412555","214","3.1424245","214","3.1419245","214","3.1420715","214","214"
"80","3.14112925","213","3.141158","213","3.1418615","213","3.141322","213","3.14172025","213","3.14110225","213","3.14159225","213","3.14063875","213","3.1415495","213","3.14162625","213","3.14170875","213","213"
"81","3.14086575","214","3.14099475","214","3.14165775","214","3.14197275","214","3.141919","214","3.141823","214","3.1412885","214","3.1412865","214","3.14170025","214","3.14156","214","3.14083725","214","214"
"82","3.14175725","225","3.14168325","225","3.141567","225","3.14179025","225","3.14166825","225","3.14116225","225","3.1417875","225","3.14104525","225","3.14137275","225","3.14155175","225","3.14107325","225","225"
"83","3.1417045","216","3.141485","216","3.14129725","216","3.1413155","216","3.1415895","216","3.1423495","216","3.141942","216","3.141685","216","3.1414935","216","3.14203475","216","3.1411925","216","216"
"84","3.141378","212","3.14172775","212","3.14176125","212","3.14147325","212","3.142556","212","3.1422885","212","3.141091","212","3.14171475","212","3.14091725","212","3.14172025","212","3.14134175","212","212"
"85","3.1416875","212","3.14157825","212","3.1415915","212","3.14161675","212","3.14199775","212","3.14159325","212","3.141395","212","3.14166175","212","3.14208125","212","3.14152175","212","3.1412095","212","212"
"86","3.14086925","217","3.141218","217","3.1418955","217","3.1416995","217","3.14079925","217","3.1412515","217","3.1408135","217","3.14106825","217","3.142093","217","3.14161775","217","3.141059","217","217"
"87","3.14126475","216","3.1414005","216","3.14169975","216","3.14175125","216","3.1415645","216","3.14150425","216","3.141497","216","3.14151525","216","3.1415205","216","3.14138275","216","3.14134175","216","217"
"88","3.141704","218","3.14141","218","3.14119675","218","3.14182375","218","3.14140875","218","3.14218775","218","3.1423625","218","3.14131625","218","3.14107425","218","3.14108125","218","3.14174525","218","223"
"89","3.14141275","211","3.14193725","211","3.141953","211","3.14161725","211","3.14129","211","3.141573","211","3.1417865","211","3.141826","211","3.14246175","211","3.14195275","211","3.14123375","211","211"
"90","3.1416925","210","3.14142975","210","3.1412585","210","3.14178925","210","3.14196425","210","3.141264","210","3.14160625","210","3.142471","210","3.14190175","210","3.14081925","210","3.14170675","210","210"
"91","3.14166775","210","3.141481","210","3.14203225","210","3.140873","210","3.141682","210","3.14172425","210","3.141805","210","3.14137225","210","3.14133525","210","3.1419525","210","3.14204375","210","210"
"92","3.14182575","207","3.14168775","207","3.141627","207","3.14123025","207","3.14154","207","3.14161425","207","3.14105125","207","3.14180375","207","3.1419255","207","3.1413995","207","3.1405425","207","213"
"93","3.14118125","221","3.142274","221","3.14216825","221","3.1419715","221","3.1421245","221","3.14040725","221","3.14104325","221","3.14181625","221","3.14184625","221","3.14110125","221","3.1420205","221","221"
"94","3.14170525","214","3.141371","214","3.140537","214","3.1411925","214","3.1409115","214","3.1418115","214","3.14187025","214","3.141279","214","3.141573","214","3.14195","214","3.1416005","214","214"
"95","3.141146","207","3.14127675","207","3.1422855","207","3.14127825","207","3.14143625","207","3.1418375","207","3.14097825","207","3.14200575","207","3.14136025","207","3.1414105","207","3.14140425","207","207"
"96","3.14184025","210","3.14133475","210","3.1416635","210","3.141439","210","3.14115","210","3.14116225","210","3.14164725","210","3.14111175","210","3.142093","210","3.14142225","210","3.1420485","210","210"
"97","3.14127375","210","3.14165025","210","3.1414315","210","3.14153825","210","3.14123625","210","3.14121075","210","3.14150825","210","3.14104675","210","3.14159625","210","3.141935","210","3.14180775","210","210"
"98","3.14240125","216","3.14189875","216","3.1419285","216","3.14117775","216","3.14186225","216","3.1412835","216","3.142221","216","3.14134925","216","3.14155875","216","3.141194","216","3.14100525","216","217"
"99","3.14156425","210","3.141704","210","3.141682","210","3.142149","210","3.14169525","210","3.14109675","210","3.1410445","210","3.1423455","210","3.14146225","210","3.1417905","210","3.14206375","210","210"
"100","3.141888","212","3.14207225","212","3.14126425","212","3.14170225","212","3.142062","212","3.14167275","212","3.14238675","212","3.14159225","212","3.1418065","212","3.141398","212","3.14158725","212","212"
