"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"22","3.14212125","83","3.141562","75","3.141465","81","3.14088225","80","3.141507625","79","83"
"23","3.1418695","76","3.14239575","80","3.141902","73","3.14185225","81","3.1420048749999996","77","81"
"24","3.1425475","89","3.14174725","89","3.14197425","97","3.141583","97","3.1419629999999996","93","97"
"25","3.14148275","89","3.14171725","94","3.14147425","93","3.1417285","83","3.1416006875000004","89","94"
"26","3.14172275","86","3.14165125","91","3.14201725","84","3.1413745","87","3.1416914375","87","91"
"27","3.14191","74","3.141332","76","3.14141175","82","3.14172725","83","3.14159525","78","83"
"28","3.14150625","80","3.1410595","80","3.14168","85","3.14156325","82","3.1414522500000004","81","85"
"29","3.14220175","82","3.1411215","87","3.14073","87","3.14121375","88","3.14131675","86","88"
"30","3.141252","78","3.14122825","84","3.141871","83","3.14147325","83","3.1414561250000004","82","84"
"31","3.14182475","92","3.14179175","93","3.141745","81","3.14201825","87","3.1418449374999997","88","93"
"32","3.14149025","88","3.141739","82","3.14133925","86","3.1416125","92","3.14154525","87","92"
"33","3.141835","90","3.14139725","89","3.14136275","90","3.14186725","91","3.1416155625","90","92"
"34","3.14107625","76","3.1420075","80","3.141342","78","3.14178","81","3.1415514374999995","78","82"
"35","3.141658","73","3.14154625","80","3.14149975","79","3.14163375","84","3.1415844375","79","84"
"36","3.14168325","81","3.141211","82","3.1417005","77","3.14185075","80","3.141611375","80","82"
"37","3.14112425","95","3.1417795","93","3.14183875","87","3.14129375","89","3.1415090625","91","95"
"38","3.14158975","71","3.14233025","87","3.1411445","78","3.141974","78","3.1417596249999997","78","87"
"39","3.141112","81","3.142271","76","3.14208225","80","3.14104775","78","3.14162825","78","81"
"40","3.14140275","70","3.1412565","79","3.14105075","83","3.1413115","77","3.141255375","77","83"
"41","3.141135","81","3.14117","71","3.14208175","82","3.14127525","79","3.1414155","78","82"
"42","3.14146275","94","3.14147625","93","3.14158525","96","3.141504","91","3.1415070625","93","96"
"43","3.141692","88","3.142218","85","3.1417","86","3.14225975","88","3.1419674375","86","88"
"44","3.14131925","86","3.14180675","76","3.1418735","86","3.1419345","80","3.1417335","82","86"
"45","3.1413535","78","3.1411585","88","3.14213125","91","3.1412435","90","3.1414716875","86","91"
"46","3.14196775","77","3.1415595","77","3.1410535","80","3.1413355","79","3.1414790625","78","80"
"47","3.14167325","89","3.14095775","88","3.1417215","90","3.14225","87","3.1416506250000005","88","91"
"48","3.14092725","84","3.1412695","93","3.14176825","89","3.14145075","89","3.1413539375","88","93"
"49","3.14207975","79","3.142508","83","3.14142425","84","3.141739","85","3.14193775","82","85"
"50","3.14124075","81","3.14138675","92","3.14118325","91","3.141058","91","3.1412171875000006","88","92"
"51","3.14144575","79","3.141712","85","3.14130025","79","3.1414435","85","3.1414753749999997","82","85"
"52","3.1416835","78","3.1419065","79","3.14169775","82","3.14188825","78","3.141794","79","82"
"53","3.1415975","77","3.141623","74","3.141998","86","3.14171925","85","3.1417344375","80","86"
"54","3.14184725","81","3.14229","87","3.14216075","88","3.142096","85","3.1420985000000003","85","88"
"55","3.14134","75","3.1412545","82","3.14137975","80","3.1418435","84","3.1414544375","80","84"
"56","3.14249275","81","3.14127125","78","3.141828","88","3.14119625","89","3.1416970625","84","90"
"57","3.14154075","76","3.14159575","77","3.14255275","78","3.141935","82","3.1419060625","78","82"
"58","3.1416595","80","3.14184625","76","3.141588","78","3.14197825","79","3.141768","78","80"
"59","3.1420165","81","3.14213625","84","3.14179825","83","3.142212","83","3.1420407500000005","82","84"
"60","3.1412735","81","3.14113625","85","3.14189475","84","3.14183025","82","3.1415336875","83","85"
"61","3.141391","93","3.141556","93","3.14196975","93","3.14206725","93","3.141746","93","93"
"62","3.14107275","88","3.1410055","84","3.141813","88","3.142221","88","3.1415280625","87","88"
"63","3.14117625","79","3.14125825","75","3.14083225","77","3.14179","77","3.1412641875","77","79"
"64","3.1415255","80","3.14228125","79","3.14150175","80","3.14083775","81","3.1415365625","80","82"
"65","3.14150175","81","3.14233475","80","3.141253","78","3.14080875","81","3.1414745624999996","80","81"
"66","3.1417665","78","3.1418105","83","3.14186975","79","3.1416245","79","3.1417678125000004","79","83"
"67","3.14222","79","3.1417105","79","3.14178","82","3.14151475","74","3.1418063125","78","82"
"68","3.1419415","78","3.14151925","76","3.14163975","79","3.14170475","83","3.1417013125","79","83"
"69","3.1412905","74","3.14127975","76","3.14225925","79","3.14196525","80","3.1416986875","77","80"
"70","3.14211075","78","3.14113675","79","3.14066825","81","3.1417995","81","3.1414288124999996","79","81"
"71","3.1412635","75","3.14176875","76","3.14241975","79","3.14134975","78","3.1417004375","77","80"
"72","3.142517","86","3.14162475","86","3.14202825","86","3.141916","86","3.1420215","86","86"
"73","3.14164125","83","3.141809","83","3.141986","83","3.141671","81","3.1417768125000003","82","83"
"74","3.14211625","73","3.14114875","85","3.141631","73","3.1412125","86","3.141527125","79","86"
"75","3.1412505","74","3.1413105","75","3.1408575","76","3.14132925","77","3.1411869375","75","77"
"76","3.14129325","77","3.14241175","81","3.14061025","82","3.14170075","71","3.141504","77","82"
"77","3.14143225","77","3.14109325","82","3.141342","83","3.141036","84","3.141225875","81","84"
"78","3.141385","81","3.1413895","85","3.14130625","86","3.14127875","90","3.141339875","85","90"
"79","3.14146075","89","3.141718","89","3.14111625","89","3.1411965","90","3.1413728749999996","89","90"
"80","3.1410675","81","3.14095875","82","3.14188475","82","3.141059","75","3.1412425","80","82"
"81","3.14120775","79","3.141857","77","3.14133575","82","3.14077775","81","3.1412945624999997","79","83"
"82","3.14201725","78","3.14049775","77","3.14092","78","3.1414905","80","3.141231375","78","80"
"83","3.141267","72","3.14160875","79","3.14180075","81","3.14107925","81","3.1414389375000003","78","81"
"84","3.141832","75","3.141551","79","3.1416195","81","3.1414715","84","3.1416185000000003","79","84"
"85","3.1421335","81","3.141525","84","3.140958","77","3.14133725","87","3.1414884374999996","82","87"
"86","3.1414275","79","3.1424225","75","3.142053","81","3.14129725","79","3.1418000624999998","78","81"
"87","3.14205625","80","3.141433","85","3.1415275","83","3.14151325","85","3.1416325","83","85"
"88","3.14217975","76","3.1421875","75","3.14080775","80","3.14155625","83","3.1416828125","78","83"
"89","3.1416275","80","3.1416365","80","3.14133925","85","3.14126","83","3.1414658125","82","85"
"90","3.14252625","95","3.14084425","97","3.1414335","97","3.14152125","96","3.1415813125","96","97"
"91","3.1415815","84","3.14126675","82","3.14171175","83","3.14183575","85","3.1415989375","83","86"
"92","3.142139","76","3.14145425","80","3.14198475","75","3.14185025","79","3.1418570624999997","77","80"
"93","3.14149125","77","3.1414055","80","3.14183925","78","3.14208525","77","3.1417053125","78","80"
"94","3.1410985","83","3.14154425","82","3.14109475","74","3.140599","78","3.141084125","79","83"
"95","3.141475","87","3.141889","82","3.14167325","82","3.141779","87","3.1417040624999997","84","87"
"96","3.14167175","76","3.142778","81","3.141887","73","3.14081425","77","3.14178775","76","81"
"97","3.14136725","79","3.1416665","83","3.141514","79","3.14151275","79","3.1415151249999997","80","83"
"98","3.14226775","83","3.14170475","83","3.1420545","75","3.1415585","82","3.141896375","80","83"
"99","3.1415945","80","3.1419365","76","3.14162675","75","3.14149425","78","3.1416630000000003","77","80"
"100","3.14167925","76","3.14180175","79","3.141667","82","3.141311","79","3.14161475","79","82"
"Averages","3.1416243375000006","80","3.141634519999999","81","3.141620365","82","3.141539239999999","82","3.141604615625001","81","85"
