"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"11","3.14176025","175","3.14068","152","3.1419965","189","3.14161325","199","3.14162025","242","3.141285","222","3.14174675","239","3.14170125","237","3.141629","241","3.14193575","243","3.14117725","232","3.14145725","240","3.1416845","243","3.1415605384615386","219","244"
"12","3.1412535","225","3.14108025","228","3.1413425","238","3.1421925","235","3.14138225","245","3.14182525","238","3.14185475","246","3.14121075","238","3.14223","243","3.14144875","246","3.14157175","242","3.141455","241","3.14226125","241","3.1416237307692305","238","246"
"13","3.14104375","195","3.141637","247","3.141597","251","3.1415165","228","3.1410035","249","3.14164275","234","3.14184975","252","3.14183175","248","3.14147675","228","3.14092925","247","3.14165725","250","3.1420375","239","3.142209","240","3.141571673076923","239","252"
"14","3.142079","238","3.14177175","228","3.142163","236","3.14112175","221","3.14190725","246","3.14165075","240","3.141603","241","3.1415715","241","3.14124425","242","3.141771","225","3.14203175","244","3.141636","205","3.1420895","241","3.1417415769230765","234","246"
"15","3.14256725","233","3.141138","239","3.14158575","235","3.1418655","238","3.1418465","239","3.142067","244","3.14096325","238","3.141063","241","3.14160525","238","3.141259","243","3.14179675","243","3.141397","241","3.14135625","243","3.1415777307692303","239","244"
"16","3.1415865","178","3.141251","241","3.14139075","241","3.141173","241","3.140903","241","3.14141475","241","3.14121475","247","3.1423925","248","3.14193575","247","3.14154425","238","3.1413585","241","3.14151825","247","3.14137375","247","3.141465903846153","238","248"
"17","3.14187725","239","3.14155275","252","3.14171575","248","3.141736","248","3.1418185","258","3.1414495","253","3.14164625","216","3.141673","216","3.1415145","257","3.14184","236","3.14168425","248","3.14191125","252","3.1422325","209","3.1417424230769226","240","258"
"18","3.1424765","61","3.140971","251","3.1423125","241","3.1414015","251","3.1412585","244","3.1412535","245","3.1413735","245","3.142103","245","3.14108075","252","3.14203675","251","3.1415965","237","3.141166","248","3.14139775","253","3.141571365384616","232","253"
"19","3.1412135","140","3.141385","220","3.1422325","211","3.14076375","242","3.141575","184","3.14123325","231","3.14138125","154","3.14162225","217","3.143089","241","3.14170275","245","3.14147325","246","3.14098525","241","3.141635","244","3.1415609038461536","216","246"
"20","3.14171925","221","3.14133025","250","3.14129875","250","3.141998","249","3.1420685","261","3.14169975","249","3.1414325","250","3.14169425","260","3.141973","250","3.14050725","260","3.1424755","260","3.14231625","250","3.14210625","261","3.141739961538462","251","261"
"21","3.14135775","253","3.1412355","254","3.14151","254","3.14155725","253","3.14143875","259","3.14113","259","3.1417195","258","3.141239","252","3.14130875","257","3.141243","253","3.14119125","260","3.14158625","259","3.1415875","262","3.141392653846154","256","263"
"22","3.14180375","228","3.1414245","255","3.141523","248","3.141462","251","3.14128825","259","3.1419215","253","3.14178175","251","3.14161825","251","3.14148775","240","3.14149625","252","3.141885","256","3.14126025","255","3.14142925","252","3.1415678076923084","250","259"
"23","3.141198","243","3.141137","242","3.14114575","254","3.14243375","243","3.14198575","250","3.14150525","257","3.1422915","251","3.142429","232","3.1417255","252","3.142279","249","3.142077","256","3.141726","247","3.1412705","247","3.1417849230769224","247","257"
"24","3.14144475","260","3.14199575","269","3.141528","264","3.1422345","264","3.1415585","267","3.14160625","260","3.14161125","264","3.142164","264","3.14117175","260","3.141433","260","3.14233725","257","3.14129675","269","3.14166725","260","3.1416960769230764","262","269"
"25","3.1417845","202","3.14223375","254","3.14174025","251","3.14148425","253","3.14152425","253","3.1411805","250","3.14163225","248","3.14132825","248","3.14237975","245","3.14171975","248","3.14121925","245","3.1419075","248","3.14187975","248","3.141693384615385","245","255"
"26","3.1413685","230","3.14172175","250","3.14131225","223","3.14101875","246","3.1406085","210","3.141717","257","3.14166025","250","3.14167225","252","3.1415715","250","3.142296","261","3.14022425","260","3.14175675","257","3.14143175","260","3.1414122692307695","246","261"
"27","3.141405","52","3.14154875","248","3.141313","247","3.14131225","254","3.141743","241","3.14157875","245","3.1403065","245","3.1414145","247","3.14181575","247","3.142066","250","3.14174425","242","3.141087","249","3.14144925","250","3.141444923076923","232","259"
"28","3.141481","260","3.1415875","243","3.14183975","269","3.141483","260","3.14210975","266","3.14185375","258","3.142494","259","3.141252","259","3.14198975","259","3.14153475","259","3.141184","259","3.14100225","242","3.141336","266","3.1416267307692314","258","269"
"29","3.1416915","136","3.141128","226","3.14181475","251","3.1426925","226","3.14097325","251","3.14258825","251","3.142039","249","3.141499","248","3.14134175","261","3.141286","248","3.14133425","248","3.141895","260","3.1418345","248","3.1417013653846153","238","261"
"30","3.14193925","253","3.141985","252","3.1417485","234","3.14204175","252","3.1420165","260","3.14159375","253","3.141257","253","3.1413425","253","3.141158","253","3.1416605","252","3.141454","263","3.14217","257","3.14213325","255","3.1417307692307697","253","264"
"31","3.14080375","220","3.14150325","243","3.1416065","243","3.14055025","248","3.1412875","250","3.14256025","253","3.14114325","254","3.14181825","254","3.1416235","240","3.141616","243","3.14191775","245","3.1414835","253","3.1416305","245","3.1415034038461536","245","254"
"32","3.14155625","179","3.14129625","243","3.14130025","230","3.14203825","241","3.14161525","237","3.1420325","229","3.14173875","242","3.1416315","241","3.1416925","247","3.1416225","242","3.141049","241","3.14192075","218","3.141591","230","3.1416219038461533","232","247"
"33","3.1419695","218","3.1427635","235","3.14146025","246","3.1406325","241","3.14199525","248","3.14234675","246","3.141265","235","3.14170125","249","3.1413165","234","3.141926","248","3.141735","241","3.1416085","234","3.1410075","244","3.141671346153846","239","249"
"34","3.14244825","251","3.14149425","252","3.14221025","251","3.1419015","242","3.14153775","238","3.140995","242","3.141808","251","3.140895","242","3.14235075","244","3.14174325","251","3.141692","235","3.14121975","242","3.14174775","242","3.1416956538461536","244","252"
"35","3.1424585","246","3.142138","245","3.141574","240","3.1413875","243","3.14208425","245","3.14112025","243","3.14231575","239","3.14165275","236","3.14168775","237","3.1414675","213","3.1417945","246","3.14095975","246","3.1421795","246","3.1417553846153847","240","247"
"36","3.1411625","248","3.14111775","222","3.141523","250","3.14156775","249","3.14195225","238","3.142103","232","3.14186","238","3.1409575","229","3.14190925","248","3.14149025","244","3.142126","232","3.14193275","238","3.14172075","243","3.1416479038461538","239","250"
"37","3.141216","185","3.1415675","184","3.1416815","185","3.141666","253","3.1412445","266","3.14113225","254","3.141369","255","3.14201725","222","3.14148775","253","3.1420625","253","3.14119775","262","3.14055925","256","3.14158575","256","3.1414451538461536","237","266"
"38","3.141467","145","3.141824","162","3.1411055","242","3.14145925","222","3.14181725","235","3.14136875","249","3.14150575","250","3.141518","242","3.14164075","236","3.141919","222","3.14189575","249","3.14240075","249","3.14212375","244","3.141695807692308","226","250"
"39","3.14193625","235","3.1412","235","3.14188675","244","3.14099625","231","3.14128575","240","3.14222","235","3.1419935","209","3.141356","242","3.14168","250","3.14142875","248","3.14156225","246","3.14142375","247","3.14163075","240","3.1415846153846156","238","250"
"40","3.14140725","138","3.1410245","243","3.1411115","234","3.142038","243","3.141673","230","3.1418915","240","3.14167425","238","3.1412565","242","3.14200325","234","3.14160825","240","3.142099","231","3.14189775","242","3.14096975","237","3.1415888076923077","230","243"
"41","3.142368","167","3.14173075","247","3.1416675","234","3.142012","237","3.14183575","247","3.14169275","247","3.142253","249","3.141556","251","3.14106375","247","3.14170575","250","3.141328","247","3.1410525","255","3.1412845","247","3.1416577115384614","240","255"
"42","3.14122575","225","3.14128675","227","3.1405875","218","3.14147675","234","3.1412815","225","3.14217875","234","3.141475","245","3.14161325","238","3.1413095","234","3.141789","235","3.14126925","243","3.14240675","245","3.1413665","244","3.141482019230769","234","245"
"43","3.14215075","235","3.1420435","245","3.14219","235","3.14123475","246","3.14148625","235","3.1410605","249","3.14179425","239","3.1411955","245","3.141597","235","3.14134225","189","3.14120875","246","3.14105375","241","3.14158475","235","3.141534","236","249"
"44","3.141156","241","3.1421335","240","3.1416435","246","3.14181225","229","3.142628","210","3.14188425","248","3.14160675","229","3.14193875","251","3.14158375","210","3.14170125","249","3.1415095","230","3.14096825","244","3.141505","233","3.1416977500000005","235","251"
"45","3.14225175","241","3.14117425","242","3.14103775","234","3.142139","232","3.14180375","239","3.14148475","234","3.14156975","221","3.140999","240","3.1415545","232","3.14091425","241","3.14128","248","3.14147925","239","3.1418005","239","3.141499115384616","237","250"
"46","3.14115275","127","3.14161325","107","3.142277","238","3.14203475","204","3.141133","237","3.1416825","218","3.14194775","222","3.14183575","215","3.1411905","213","3.14168975","213","3.141796","223","3.14145525","223","3.141567","224","3.1416442500000006","204","252"
"47","3.14178425","198","3.141685","259","3.14201925","254","3.141994","258","3.14187725","254","3.14158025","254","3.14113","251","3.141235","259","3.1419955","254","3.141715","254","3.14085525","254","3.1424135","254","3.14168675","259","3.1416900769230764","250","259"
"48","3.14158175","185","3.1421935","257","3.14133425","254","3.1412115","254","3.14178","254","3.14123725","257","3.140722","256","3.141419","256","3.14182975","254","3.141032","232","3.142049","241","3.141351","260","3.14166775","250","3.14149298076923","246","261"
"49","3.14208625","257","3.14149725","248","3.14217575","257","3.14101875","247","3.14162225","254","3.141754","249","3.14113925","257","3.14168925","250","3.14236675","257","3.14171425","259","3.140871","257","3.14220725","238","3.14112325","247","3.141635788461538","252","259"
"50","3.141605","211","3.14211575","247","3.14171175","247","3.14163575","258","3.14209925","258","3.141978","248","3.141037","253","3.14110325","257","3.1419055","247","3.141173","249","3.1415185","256","3.14197025","252","3.14157125","247","3.1416480192307694","248","259"
"51","3.142036","249","3.142173","255","3.14246625","249","3.141523","259","3.1417245","259","3.141391","249","3.1425715","249","3.14160525","253","3.14176","249","3.14143325","244","3.1417095","257","3.14199825","249","3.14195375","249","3.1418727115384613","251","259"
"52","3.14149225","216","3.140985","244","3.14136325","249","3.14089075","249","3.141391","254","3.141563","242","3.14139375","249","3.1423305","219","3.14151125","248","3.14168375","243","3.1418235","251","3.14207625","250","3.141774","241","3.141559865384615","242","254"
"53","3.14200925","191","3.142337","234","3.14117925","252","3.14179425","252","3.1417815","234","3.1420425","252","3.14108575","211","3.14161625","245","3.14181775","244","3.1416225","247","3.1420905","252","3.141613","244","3.1413455","252","3.141718076923077","239","253"
"54","3.1419835","225","3.14060825","235","3.1417195","231","3.14148925","258","3.14120125","263","3.14129275","253","3.14174375","256","3.141114","254","3.1410535","258","3.14139125","256","3.14138325","261","3.14141425","263","3.141244","251","3.141356807692307","251","263"
"55","3.14100875","268","3.1415655","241","3.142369","262","3.141301","251","3.14132825","194","3.14148225","267","3.141651","262","3.1415055","241","3.141784","264","3.14156425","267","3.141431","267","3.14196525","262","3.14127325","262","3.1415560769230764","254","268"
"56","3.14133","126","3.14136425","253","3.14172025","247","3.142646","260","3.14130675","247","3.140875","261","3.142474","253","3.141204","230","3.14112525","253","3.1422285","260","3.14293275","259","3.141751","240","3.141376","262","3.141717980769231","242","262"
"57","3.140954","259","3.14166975","247","3.1418855","261","3.14116","246","3.141215","221","3.14139325","258","3.1423965","254","3.14115675","257","3.142034","246","3.14143875","246","3.14164375","259","3.14154325","260","3.1410555","259","3.1415035384615377","251","261"
"58","3.141682","257","3.14217825","255","3.141385","246","3.14178025","248","3.14222475","243","3.142375","253","3.141981","247","3.14221","248","3.1411205","253","3.141721","248","3.14153575","249","3.14137425","253","3.14122675","243","3.1417534230769233","249","257"
"59","3.1410715","247","3.14132475","251","3.1415695","247","3.1419915","251","3.14183525","252","3.1419515","235","3.14171975","252","3.14180125","243","3.1421595","249","3.142328","232","3.141732","252","3.1413555","252","3.14143525","245","3.141713480769231","246","252"
"60","3.1416175","244","3.14100025","236","3.141947","236","3.1414065","234","3.14210175","248","3.1416835","235","3.1417805","235","3.141823","233","3.14145375","239","3.14148125","249","3.14100875","233","3.142182","233","3.14165475","242","3.141626192307692","238","249"
"61","3.14271975","235","3.14164575","230","3.1418125","246","3.14132675","241","3.14160975","233","3.141676","246","3.14176575","237","3.1414315","240","3.1415215","206","3.14147","247","3.14161525","234","3.141802","243","3.1413885","240","3.1416757692307695","236","247"
"62","3.142039","237","3.14233475","237","3.14133575","243","3.140832","241","3.14141775","244","3.141737","213","3.14152775","229","3.141457","230","3.14135875","216","3.142731","238","3.1421275","247","3.14161875","247","3.14093275","237","3.1416499807692304","235","247"
"63","3.1418205","208","3.14086525","249","3.14152325","248","3.14152175","245","3.14206825","248","3.14208275","245","3.14115225","250","3.14183425","242","3.1419535","244","3.14123775","238","3.141842","242","3.141502","242","3.142153","242","3.1416581923076925","241","250"
"64","3.1420705","71","3.1415015","251","3.142397","251","3.141563","244","3.140955","246","3.1417265","239","3.14134075","246","3.14181725","224","3.14127425","221","3.141854","251","3.14145975","251","3.14138575","246","3.1417025","251","3.1416190576923073","230","251"
"65","3.1416235","136","3.1414125","243","3.1419615","243","3.14235725","235","3.1418335","236","3.1408095","243","3.141329","236","3.141745","236","3.1408695","239","3.14102325","222","3.14117475","235","3.1414435","246","3.14139875","245","3.1414601153846156","230","246"
"66","3.1416545","243","3.14251","241","3.14066525","234","3.1420985","236","3.14143625","245","3.1412305","244","3.1410095","234","3.1407465","244","3.14211225","234","3.14169175","228","3.1416095","234","3.14229475","247","3.14203975","240","3.141623","238","247"
"67","3.141989","250","3.14117825","237","3.14103675","242","3.141383","248","3.14107","237","3.14179075","247","3.1413295","228","3.14197775","248","3.1414225","237","3.142148","237","3.1418505","226","3.1414645","248","3.14211675","237","3.1415967115384613","240","250"
"68","3.14186875","202","3.1413565","235","3.14169975","239","3.1420485","239","3.1412275","252","3.14179875","253","3.1418955","252","3.1419475","239","3.14195925","253","3.14130125","255","3.14239175","255","3.14099","255","3.14191475","239","3.1417230576923076","243","256"
"69","3.14076525","149","3.141671","258","3.1416835","254","3.141204","252","3.141511","261","3.14176925","257","3.141615","258","3.14140575","258","3.1421965","262","3.141629","252","3.141778","252","3.1413705","262","3.1420615","253","3.14158925","248","262"
"70","3.14105125","251","3.1413625","264","3.14129725","262","3.14215425","232","3.14217025","264","3.1421515","249","3.1420865","262","3.14173","250","3.141625","238","3.1415465","261","3.1413405","265","3.142028","266","3.14225575","238","3.1417537884615387","254","266"
"71","3.14221275","251","3.14186475","255","3.1419255","251","3.14180125","250","3.14138925","250","3.1418885","255","3.1417065","250","3.14155875","256","3.14173975","251","3.141375","250","3.1418325","255","3.14121475","250","3.1409625","255","3.141651673076924","252","256"
"72","3.14171625","233","3.14181575","233","3.141242","242","3.14135275","250","3.14159","239","3.1408985","251","3.14169525","239","3.14193125","240","3.14171125","249","3.14149775","242","3.14179725","239","3.14121575","248","3.142474","252","3.1416105961538463","242","252"
"73","3.14107175","186","3.14131525","246","3.14108075","247","3.14167125","260","3.141576","250","3.14157575","241","3.14183525","249","3.14143775","244","3.14167275","244","3.14226025","237","3.14210375","256","3.14203875","256","3.1415515","256","3.1416300576923075","244","260"
"74","3.14120775","119","3.14201","229","3.141587","213","3.1424095","253","3.1419145","253","3.14160375","257","3.14148925","256","3.14186075","251","3.141368","229","3.14121275","251","3.141194","255","3.1418405","248","3.14061775","248","3.1415627307692304","235","257"
"75","3.1417285","188","3.142176","225","3.141709","225","3.14131125","232","3.141099","252","3.14163175","264","3.1421425","254","3.14200425","216","3.1414615","250","3.14137725","264","3.14086325","258","3.14202525","260","3.14168025","260","3.1416315192307698","242","265"
"76","3.141532","273","3.1413515","281","3.1419695","280","3.1412895","270","3.1414715","269","3.1416725","269","3.141753","273","3.14190675","278","3.141678","281","3.1416115","278","3.1411735","272","3.14169075","272","3.14183725","269","3.141610557692308","274","282"
"77","3.141574","259","3.14138475","261","3.14210225","249","3.14154325","250","3.141644","255","3.14128825","249","3.14172675","259","3.1415665","259","3.141205","252","3.1415255","249","3.1411235","256","3.14115875","251","3.14110525","258","3.1414575192307694","254","262"
"78","3.14141025","222","3.14123925","243","3.141178","254","3.141796","222","3.14193825","247","3.1419465","246","3.14175675","252","3.14243325","206","3.14107675","252","3.1412075","242","3.14174725","252","3.14170225","253","3.1423435","252","3.1416750384615386","241","254"
"79","3.14141175","247","3.1417415","234","3.14095675","250","3.1419625","247","3.142016","191","3.14046375","255","3.14165575","254","3.14151725","255","3.14080475","254","3.1418495","260","3.14124525","258","3.14182425","247","3.1412955","248","3.141441884615384","246","261"
"80","3.14106475","247","3.14153775","250","3.1416335","247","3.14154375","258","3.14134675","250","3.14094225","258","3.1414495","240","3.1410395","259","3.141418","258","3.1414255","247","3.1419275","247","3.1412625","256","3.14239725","258","3.1414606538461536","251","259"
"81","3.1410695","249","3.14148025","252","3.14157025","258","3.14129475","251","3.14128675","250","3.14075525","254","3.14081825","234","3.14104875","260","3.141996","253","3.1413155","249","3.14108225","251","3.14134375","253","3.1413205","254","3.141260134615384","251","260"
"82","3.141446","251","3.14191725","247","3.141623","246","3.14117325","255","3.1407785","259","3.1412195","247","3.1420805","255","3.14160925","247","3.14198575","254","3.141389","251","3.141244","242","3.14220925","245","3.141655","249","3.1415638653846156","249","260"
"83","3.14174875","109","3.14182525","239","3.14228625","245","3.1417325","249","3.1415805","245","3.14153975","247","3.14189825","245","3.1412925","241","3.141853","242","3.1420985","244","3.141338","246","3.14095325","242","3.14136325","226","3.1416545961538462","232","249"
"84","3.14150375","250","3.141893","258","3.14140225","260","3.14157675","264","3.14113125","268","3.141469","258","3.14152075","263","3.1421885","250","3.1413855","261","3.14102","258","3.14210225","263","3.14155425","258","3.1417565","258","3.1415772115384613","259","268"
"85","3.14150725","114","3.1412765","241","3.141284","252","3.140981","246","3.14066425","241","3.141749","249","3.14130275","243","3.14206375","242","3.1416265","241","3.14154975","249","3.14126575","243","3.140927","241","3.141275","246","3.141344038461538","234","252"
"86","3.141302","238","3.14185325","239","3.14087175","240","3.14200525","238","3.142515","230","3.14227625","225","3.14144375","238","3.141558","245","3.1412855","243","3.14152775","243","3.141579","238","3.141349","241","3.14151","244","3.1416212692307686","238","245"
"87","3.140973","233","3.1422265","226","3.14180375","213","3.1421925","237","3.14197975","241","3.14175275","244","3.14161525","245","3.14176775","238","3.1422805","242","3.141884","230","3.14199975","237","3.14171","224","3.14150175","243","3.141822096153846","234","246"
"88","3.1415165","191","3.141585","241","3.14082175","257","3.141414","256","3.1412475","242","3.1409205","242","3.1417205","242","3.14188175","242","3.142225","232","3.1409995","242","3.14150675","241","3.141331","223","3.1411475","236","3.141409019230769","237","257"
"89","3.14176","230","3.14174075","243","3.1413265","246","3.141293","247","3.1416455","236","3.141878","242","3.1416465","248","3.1417815","241","3.14128625","243","3.14217975","241","3.14106425","239","3.14208125","236","3.14194125","243","3.141663423076923","241","248"
"90","3.1420355","240","3.14157325","248","3.141792","248","3.14206075","250","3.141603","252","3.142195","250","3.141658","244","3.141855","231","3.14107075","249","3.14116975","244","3.14173075","248","3.141711","251","3.1419205","250","3.141721173076923","246","252"
"91","3.14134525","202","3.14233425","223","3.1417335","242","3.14123575","239","3.14167825","226","3.14117675","239","3.14122675","241","3.14133625","227","3.14175025","239","3.14127375","237","3.141212","244","3.14186425","246","3.14215075","246","3.1415629038461534","234","249"
"92","3.14169725","119","3.14135225","119","3.1418065","242","3.1411745","240","3.141778","195","3.1416205","212","3.1404085","238","3.1410955","224","3.1420655","229","3.1419425","224","3.1414","229","3.1412915","229","3.14087775","222","3.141423865384615","209","246"
"93","3.141468","202","3.141001","237","3.141772","236","3.14163375","229","3.1420625","237","3.14194625","244","3.1410555","249","3.14213325","251","3.1405865","249","3.14153725","222","3.14256425","238","3.14091475","250","3.1416065","247","3.1415601153846158","237","252"
"94","3.14123075","194","3.14181125","239","3.14214475","239","3.14149175","240","3.14165625","240","3.14109175","194","3.14113","167","3.1413045","240","3.14190925","250","3.142453","243","3.14134825","248","3.14171725","250","3.14199675","252","3.141637346153846","230","252"
"95","3.141365","240","3.14205675","237","3.14132425","245","3.141948","240","3.142619","221","3.14121375","237","3.141308","248","3.1411435","237","3.1416615","249","3.14137825","237","3.14127575","244","3.141317","246","3.1411315","238","3.1415186346153847","239","249"
"96","3.14186425","148","3.1419295","257","3.14159075","254","3.1414495","241","3.14089875","254","3.14179125","249","3.14248425","254","3.14187125","257","3.1415745","247","3.14119875","244","3.14130175","257","3.14167475","245","3.14134325","245","3.1416132692307692","242","257"
"97","3.14125825","210","3.141676","237","3.1415565","249","3.1423275","249","3.1422285","249","3.141478","240","3.14109825","247","3.1416605","254","3.14084725","249","3.14102775","242","3.14150225","240","3.14198625","251","3.14159775","254","3.141557288461539","243","254"
"98","3.1409195","237","3.141572","237","3.14105075","235","3.14179775","243","3.14119475","238","3.14174775","237","3.14133125","240","3.1413235","238","3.1415325","243","3.14208825","237","3.14145","237","3.1414225","244","3.141121","242","3.141427038461538","239","244"
"99","3.1411195","241","3.14156125","248","3.1410165","241","3.14072525","245","3.141174","248","3.1413835","245","3.14170725","247","3.14095775","241","3.1412095","245","3.1410845","241","3.14172475","242","3.1422045","251","3.14257875","249","3.1414189999999995","244","251"
"100","3.14199175","215","3.14117775","230","3.1420255","219","3.1409235","246","3.1411135","233","3.1424485","246","3.14145425","248","3.14150225","226","3.14139175","238","3.141446","239","3.14245225","242","3.14166775","240","3.1418745","215","3.1416514807692297","233","248"
"Averages","3.1416328749999995","207","3.1416006475000007","236","3.1416024374999982","242","3.141575825000001","243","3.1415787799999997","242","3.1415974649999994","244","3.1415905724999993","243","3.1415612674999975","242","3.1416380750000004","244","3.1415850575000004","244","3.1415867774999997","246","3.1415908175","246","3.1415864950000003","246","3.141594391730769","240","254"
