"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"12","3.141207","146","3.1419455","152","3.14136025","130","3.1418405","140","3.14058575","151","3.14128425","152","3.14091225","150","3.140762","140","3.1412371874999994","145","152"
"13","3.141445","109","3.14190725","156","3.141276","146","3.141529","150","3.14169575","150","3.1411765","146","3.1417285","153","3.142146","154","3.141613","145","156"
"14","3.140833","133","3.14202","151","3.1416895","149","3.1423205","151","3.14095975","152","3.14213725","145","3.141978","143","3.14232325","151","3.1417826562500006","146","153"
"15","3.1419615","103","3.14199825","158","3.14152275","145","3.14143475","151","3.1408205","151","3.14132025","152","3.141339","159","3.14111425","158","3.14143890625","147","159"
"16","3.141224","127","3.14132725","163","3.1417815","169","3.14173875","160","3.141117","163","3.14295","163","3.141296","164","3.1413905","165","3.141603125","159","169"
"17","3.14084075","165","3.141744","152","3.14251075","155","3.14104975","152","3.14233775","161","3.14111575","152","3.14169","156","3.14209775","161","3.1416733125","156","165"
"18","3.14106","149","3.141945","152","3.1410625","145","3.141375","145","3.141918","154","3.1412375","154","3.14169025","154","3.141303","146","3.14144890625","149","154"
"19","3.1419615","158","3.14139175","148","3.14175825","157","3.14107575","158","3.14122775","148","3.14110625","155","3.141354","153","3.14180175","149","3.141459625","153","158"
"20","3.14122875","149","3.1406925","145","3.14187875","152","3.140886","154","3.14073775","151","3.14259975","153","3.14203025","151","3.1414525","151","3.14143828125","150","155"
"21","3.1410495","153","3.14176225","147","3.141681","154","3.1416635","146","3.142075","142","3.14156825","146","3.14115575","149","3.1415305","148","3.14156071875","148","154"
"22","3.14235075","147","3.14156725","151","3.1420115","151","3.14173525","149","3.14139325","155","3.14219975","151","3.14145325","145","3.1419545","154","3.1418331875000005","150","155"
"23","3.141122","160","3.14211475","160","3.14092875","149","3.14135975","152","3.14179775","157","3.14177575","149","3.14177525","160","3.14156575","157","3.1415549687499995","155","160"
"24","3.140859","140","3.141747","137","3.14236425","157","3.14108725","163","3.1416385","165","3.14202375","166","3.141504","167","3.1416015","146","3.14160315625","155","168"
"25","3.1415075","148","3.1418895","148","3.14152575","146","3.14198775","146","3.141967","147","3.14164775","151","3.141566","146","3.14219975","157","3.141786375","148","157"
"26","3.14134175","101","3.1416945","157","3.14119775","154","3.142019","154","3.1423385","157","3.14168275","154","3.14155425","141","3.141894","154","3.1417153125","146","157"
"27","3.1421365","127","3.141425","146","3.14154","156","3.141682","154","3.14097125","150","3.14215625","150","3.14164625","154","3.14140775","150","3.141620625","148","156"
"28","3.1408455","150","3.1424325","143","3.1420835","137","3.14194725","153","3.141336","143","3.14135875","152","3.14137175","154","3.141511","149","3.1416107812500003","147","154"
"29","3.1417835","144","3.14130375","156","3.14129475","157","3.1420485","154","3.1414255","145","3.14177225","151","3.14163275","155","3.14209","156","3.1416688749999997","152","157"
"30","3.14078","153","3.140949","158","3.141318","150","3.14204575","149","3.1411835","149","3.141865","161","3.14103325","159","3.142518","155","3.1414615625","154","161"
"31","3.14200125","154","3.14144675","163","3.1409465","156","3.14180975","162","3.142063","162","3.14087975","159","3.142429","154","3.14138125","168","3.14161965625","159","168"
"32","3.1412675","151","3.14140575","148","3.14150975","146","3.1420855","146","3.141851","150","3.1406645","149","3.1413685","153","3.141186","149","3.1414173125","149","153"
"33","3.14122975","132","3.14212575","139","3.14156025","157","3.14142875","151","3.14218975","155","3.140948","153","3.14188225","153","3.14193575","153","3.1416625312500006","149","157"
"34","3.14181775","123","3.14150525","144","3.141725","150","3.141041","149","3.14213425","152","3.142282","151","3.14157725","156","3.1423135","157","3.1417995","147","157"
"35","3.14147975","103","3.14101925","103","3.1410865","103","3.1418885","148","3.141027","153","3.1423825","145","3.141881","150","3.14094725","147","3.14146396875","131","156"
"36","3.1419675","148","3.14137","153","3.14195775","148","3.14176575","150","3.14185175","148","3.14152725","148","3.1415105","151","3.14220175","151","3.14176903125","149","153"
"37","3.14165","153","3.14217525","153","3.14177425","158","3.14139725","156","3.1412125","157","3.1423365","157","3.14157775","158","3.14152825","146","3.1417064687500003","154","158"
"38","3.14046425","150","3.142009","163","3.141957","161","3.14196325","154","3.1420075","153","3.1413105","163","3.14162575","145","3.14095725","160","3.1415368125","156","163"
"39","3.14185675","145","3.14172225","156","3.14143925","152","3.1416005","144","3.14115925","155","3.1420025","150","3.1418875","147","3.141157","147","3.1416031249999996","149","156"
"40","3.141872","143","3.14183325","152","3.14111075","142","3.14177325","144","3.1415505","151","3.14056975","147","3.140759","154","3.141897","145","3.1414206875","147","155"
"41","3.14198","146","3.141796","147","3.1420775","146","3.14138875","146","3.141545","156","3.14173675","146","3.14172525","156","3.14108825","150","3.1416671875","149","157"
"42","3.14234225","149","3.14136525","157","3.14168175","141","3.141809","151","3.14185625","152","3.1411465","151","3.1416145","146","3.14187075","151","3.14171078125","149","157"
"43","3.1422225","132","3.14235525","154","3.14149775","157","3.1419185","143","3.1412105","156","3.141568","150","3.14147925","154","3.141129","148","3.1416725937499996","149","157"
"44","3.14188975","125","3.14191575","135","3.14188725","135","3.141872","135","3.1421685","159","3.141289","160","3.14204625","158","3.1415935","158","3.14183275","145","161"
"45","3.1418855","152","3.1415675","149","3.14124525","154","3.141577","145","3.14155825","148","3.14115525","151","3.14189475","149","3.14182625","148","3.14158871875","149","154"
"46","3.1422155","72","3.14164","148","3.141964","148","3.14166175","148","3.1416795","155","3.14126525","155","3.14190425","154","3.1409865","149","3.14166459375","141","155"
"47","3.14147075","155","3.1411975","155","3.1417735","158","3.14157925","158","3.1419405","160","3.14140925","163","3.14100875","159","3.14120725","162","3.14144834375","158","163"
"48","3.14132075","142","3.1415615","148","3.1413825","153","3.14131125","160","3.1415155","152","3.14187325","158","3.14119575","156","3.14146175","150","3.1414527812500004","152","160"
"49","3.14215525","150","3.14143675","154","3.14192675","152","3.14146925","154","3.142285","156","3.141997","157","3.14168075","151","3.1417615","149","3.14183903125","152","157"
"50","3.14171175","154","3.1420635","153","3.1411145","153","3.141525","154","3.1411","154","3.140989","154","3.142105","153","3.14132575","153","3.1414918125","153","154"
"51","3.14213825","153","3.14160625","155","3.141017","164","3.14235525","152","3.1415665","160","3.14147025","163","3.14156825","161","3.141336","162","3.14163221875","158","164"
"52","3.1413655","142","3.14137375","144","3.1412785","155","3.14131975","154","3.140785","150","3.14183575","154","3.1415075","146","3.142555","154","3.1415025937500003","149","155"
"53","3.141598","149","3.1421305","155","3.1415265","151","3.141555","159","3.14168225","151","3.141765","150","3.1409825","154","3.1424525","149","3.1417115312500004","152","159"
"54","3.14141975","130","3.141707","150","3.1413835","150","3.14250075","146","3.14175225","146","3.14134525","150","3.140992","147","3.14231125","157","3.1416764687499996","147","157"
"55","3.142309","132","3.1417615","128","3.14103525","132","3.14099975","155","3.14147825","145","3.14123325","150","3.1412725","148","3.141118","152","3.1414009375","142","155"
"56","3.141679","140","3.1414015","140","3.14183425","148","3.14181125","151","3.141878","152","3.141756","148","3.14111025","154","3.14097375","152","3.1415555000000004","148","154"
"57","3.1412425","152","3.14223475","151","3.142372","144","3.14187525","156","3.1420835","153","3.141061","156","3.1417685","153","3.141509","155","3.1417683125","152","156"
"58","3.14149175","165","3.14215925","165","3.14214975","165","3.1415995","169","3.14151","165","3.14161175","172","3.14144025","170","3.14162325","166","3.1416981875","167","172"
"59","3.1415125","135","3.14170925","152","3.141446","152","3.1410265","152","3.1417935","138","3.14107475","145","3.14165425","147","3.14156175","153","3.1414723125000004","146","153"
"60","3.14159525","144","3.141514","144","3.1413845","148","3.14196725","145","3.14212675","151","3.14135675","151","3.141581","153","3.1414405","154","3.1416207499999995","148","154"
"61","3.140937","150","3.14146875","149","3.14196325","149","3.142123","148","3.14201325","145","3.1420375","149","3.1416475","147","3.14134375","147","3.14169175","148","150"
"62","3.14184775","140","3.141728","137","3.1419545","149","3.14117875","130","3.1411435","148","3.14165675","150","3.141821","149","3.14156975","144","3.1416125","143","150"
"63","3.14123525","143","3.14132725","150","3.1419985","141","3.14174275","153","3.14242975","141","3.14116375","156","3.142082","141","3.1418955","157","3.1417343437499996","147","157"
"64","3.1413065","148","3.141685","148","3.1413065","152","3.14159725","156","3.142391","156","3.14123675","155","3.14153025","153","3.1412865","154","3.14154246875","152","157"
"65","3.14149375","160","3.14143225","160","3.14156975","156","3.14109325","157","3.14218825","158","3.141346","156","3.14120775","161","3.14223225","156","3.1415704062499996","158","161"
"66","3.14117175","104","3.141241","150","3.141815","152","3.142098","154","3.14146475","148","3.141208","152","3.14114375","141","3.1419265","151","3.1415085937500002","144","154"
"67","3.14179475","151","3.1412015","159","3.141327","147","3.14188175","147","3.14092025","159","3.14177175","142","3.141736","155","3.14188375","149","3.14156459375","151","159"
"68","3.1412045","70","3.14178425","153","3.141563","143","3.14145625","157","3.141992","147","3.14215875","141","3.141786","141","3.1411305","149","3.1416344062499997","137","157"
"69","3.14229875","156","3.1414215","151","3.1412665","150","3.1411405","152","3.1416325","145","3.14210525","146","3.141931","152","3.14181025","153","3.14170078125","150","156"
"70","3.14160125","156","3.141453","147","3.14179025","150","3.141178","133","3.1414435","157","3.1416905","155","3.14175325","155","3.141307","155","3.14152709375","151","157"
"71","3.1417995","156","3.141265","157","3.1411805","146","3.140399","156","3.142349","155","3.14142575","158","3.141697","155","3.14199825","146","3.14151425","153","158"
"72","3.14215375","155","3.14206975","155","3.1413315","140","3.14169875","153","3.142125","149","3.140786","149","3.1420615","149","3.1411975","146","3.14167796875","149","155"
"73","3.14166225","128","3.142001","148","3.14159625","157","3.14147275","151","3.141007","159","3.14144025","155","3.1417075","159","3.1423675","159","3.1416568124999995","152","159"
"74","3.14176825","145","3.141655","152","3.141281","154","3.14117475","152","3.14188525","160","3.14186625","148","3.14112875","160","3.14162075","156","3.1415475","153","160"
"75","3.14096475","108","3.14175875","135","3.14238025","154","3.14100025","145","3.142159","154","3.14184275","155","3.14061525","151","3.14113325","145","3.1414817812499995","143","156"
"76","3.1414675","147","3.141398","157","3.1422985","152","3.14206925","142","3.14228625","158","3.14104","156","3.14215425","146","3.14206","154","3.14184671875","151","158"
"77","3.14113675","142","3.14177475","152","3.1415655","152","3.141534","147","3.14160725","155","3.14176375","146","3.1421475","141","3.1417105","154","3.1416549999999996","148","155"
"78","3.1414115","158","3.14210725","158","3.14208925","159","3.1421315","158","3.14104575","158","3.14124375","163","3.1414205","159","3.14174575","160","3.14164940625","159","163"
"79","3.14163875","161","3.14257925","161","3.14167225","124","3.140983","165","3.14248975","160","3.14177","162","3.14123825","163","3.141263","163","3.14170428125","157","166"
"80","3.142118","155","3.14092675","158","3.14228075","156","3.142052","162","3.1410455","158","3.1417345","156","3.14096675","159","3.1422965","151","3.1416775937500003","156","162"
"81","3.1415665","146","3.14201525","154","3.1421465","154","3.14220925","148","3.141479","154","3.1417395","158","3.14125625","146","3.14118375","152","3.1416995","151","158"
"82","3.14165325","152","3.14204725","144","3.14161275","142","3.141402","144","3.14161125","149","3.1410035","151","3.14154825","156","3.1415095","152","3.1415484687500004","148","156"
"83","3.1414345","118","3.141423","148","3.14207075","156","3.1413485","150","3.14165925","148","3.1416845","150","3.14135125","148","3.14173125","158","3.141587875","147","158"
"84","3.141194","146","3.14179775","143","3.14135525","151","3.14073375","149","3.14181225","151","3.1424155","150","3.14159425","151","3.14113225","146","3.1415043750000002","148","152"
"85","3.142187","158","3.142234","156","3.141229","155","3.14226975","152","3.141595","144","3.141445","152","3.14131825","148","3.141382","156","3.1417075000000003","152","158"
"86","3.14127875","108","3.14191125","149","3.14180225","150","3.141745","150","3.14194025","150","3.141782","155","3.1408915","156","3.1412955","155","3.1415808125","146","156"
"87","3.14170625","147","3.1417665","151","3.14100775","157","3.14199675","159","3.141944","147","3.1422385","154","3.14212225","159","3.1412125","158","3.1417493125","154","160"
"88","3.1416295","94","3.141788","147","3.14119425","157","3.141853","158","3.14108925","153","3.14084125","149","3.14227225","148","3.1419855","148","3.141581625","144","158"
"89","3.14201025","140","3.142067","154","3.14155275","148","3.14146875","146","3.14194175","154","3.14080525","146","3.1419765","148","3.1411455","148","3.14162096875","148","154"
"90","3.14099925","135","3.141472","141","3.14179925","154","3.14167025","146","3.14068125","146","3.1412255","150","3.1415085","137","3.1416495","152","3.1413756875","145","155"
"91","3.1421955","140","3.14202475","143","3.14093075","154","3.14238","155","3.1419925","151","3.141556","155","3.1422115","144","3.14141125","144","3.14183778125","148","156"
"92","3.14217775","154","3.14130975","153","3.141574","159","3.1418605","159","3.14194775","159","3.14197225","159","3.1409885","153","3.14075","161","3.1415725625","157","161"
"93","3.14146125","132","3.1422985","155","3.14088375","151","3.14107325","154","3.142031","151","3.1415045","156","3.142123","145","3.14082025","150","3.1415244375","149","157"
"94","3.141816","158","3.14188675","145","3.14130675","145","3.1420845","152","3.14207925","160","3.14184825","154","3.1415395","158","3.140963","155","3.1416905","153","160"
"95","3.14096375","139","3.14139","152","3.1413425","139","3.14088075","149","3.14162225","146","3.14104325","150","3.142093","153","3.141103","152","3.1413048125","147","153"
"96","3.141471","152","3.1409215","149","3.1412735","147","3.1415115","144","3.141722","150","3.14178075","151","3.14253225","139","3.142314","143","3.1416908125","146","152"
"97","3.1418295","134","3.14177725","153","3.14173625","152","3.14221625","153","3.14107325","144","3.141471","148","3.1408115","155","3.141234","150","3.1415186250000002","148","155"
"98","3.14174525","146","3.142451","159","3.14113","151","3.14166825","156","3.1407325","157","3.14209","145","3.14195975","148","3.14071025","151","3.141560875","151","159"
"99","3.1417805","155","3.1416075","159","3.1417135","159","3.14113675","159","3.14180575","161","3.1412065","163","3.1411555","159","3.14125575","162","3.14145771875","159","163"
"100","3.141452","122","3.1409665","156","3.14165925","155","3.14190675","129","3.1422155","146","3.14156875","150","3.1423345","154","3.1420965","148","3.1417749687500005","145","156"
"Averages","3.1415865750000016","140","3.141674562500002","150","3.1416007125","150","3.1416162575000004","150","3.141647292499999","152","3.1415894349999998","152","3.14156252","152","3.1415758225","152","3.141606647187499","149","157"
