"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"48","3.14204025","64","3.14131125","64","3.141376","76","3.141575833333333","68","76"
"49","3.14203425","61","3.14172725","62","3.141425","58","3.1417288333333335","60","62"
"50","3.14172975","64","3.14190775","69","3.1412605","69","3.1416326666666667","67","69"
"51","3.142185","64","3.14156825","64","3.14171825","60","3.1418238333333335","62","64"
"52","3.14169125","54","3.1413355","64","3.14168775","68","3.1415715","62","69"
"53","3.141378","75","3.1416695","74","3.141664","63","3.1415705000000003","70","75"
"54","3.1412215","64","3.14190725","60","3.14167975","68","3.1416028333333332","64","68"
"55","3.1416085","67","3.14151025","55","3.14110275","61","3.1414071666666668","61","67"
"56","3.141418","60","3.14160875","68","3.1410345","67","3.14135375","65","68"
"57","3.14256975","67","3.1416415","68","3.141133","66","3.141781416666667","67","68"
"58","3.14148875","91","3.1418215","91","3.14192125","91","3.141743833333333","91","91"
"59","3.14168775","66","3.14155675","70","3.1416075","63","3.141617333333334","66","70"
"60","3.1407795","57","3.14182525","67","3.141498","67","3.141367583333333","63","67"
"61","3.14168025","57","3.14155875","60","3.1412715","66","3.1415035000000002","61","66"
"62","3.1420265","64","3.14176425","68","3.14175925","61","3.14185","64","68"
"63","3.14150225","64","3.14174075","69","3.1417345","69","3.141659166666667","67","69"
"64","3.14140525","72","3.140627","75","3.14139475","77","3.1411423333333333","74","80"
"65","3.14151325","63","3.141798","66","3.14133025","70","3.141547166666667","66","70"
"66","3.141268","60","3.141988","69","3.14136425","69","3.1415400833333336","66","69"
"67","3.142579","69","3.14179125","68","3.14163575","60","3.142002","65","69"
"68","3.1414975","62","3.14104375","56","3.141343","66","3.14129475","61","66"
"69","3.141781","73","3.14176125","76","3.1416995","73","3.14174725","74","76"
"70","3.1418025","53","3.14167275","58","3.1414045","67","3.1416265833333337","59","67"
"71","3.1423205","61","3.14160075","64","3.141168","62","3.1416964166666665","62","64"
"72","3.14203","64","3.14163375","68","3.1420035","68","3.1418890833333335","66","68"
"73","3.1417215","62","3.141485","68","3.14167475","68","3.1416270833333333","66","68"
"74","3.14150325","71","3.14246225","78","3.14147525","77","3.141813583333333","75","78"
"75","3.14125675","66","3.14136075","62","3.14094625","56","3.1411879166666665","61","66"
"76","3.14175825","62","3.14151975","60","3.142018","66","3.1417653333333333","62","66"
"77","3.1413285","67","3.141744","69","3.1414605","68","3.141511","68","69"
"78","3.1411295","57","3.14248525","70","3.14156175","69","3.1417254999999997","65","70"
"79","3.14144175","70","3.14197075","70","3.14102625","70","3.1414795833333335","70","70"
"80","3.141444","68","3.1415915","63","3.14168375","67","3.1415730833333337","66","68"
"81","3.142009","67","3.142159","75","3.14083975","73","3.1416692499999996","71","75"
"82","3.141242","56","3.1414845","66","3.1416085","70","3.1414449999999996","64","70"
"83","3.1414825","68","3.14179125","62","3.142135","67","3.1418029166666663","65","68"
"84","3.1415125","60","3.14195175","60","3.141142","62","3.1415354166666667","60","62"
"85","3.14147475","71","3.14062875","74","3.141376","71","3.141159833333333","72","74"
"86","3.14198325","58","3.14124275","61","3.1420475","67","3.141757833333333","62","67"
"87","3.142428","64","3.14159325","69","3.14114475","70","3.141722","67","70"
"88","3.141913","57","3.14087675","68","3.14206425","66","3.141618","63","68"
"89","3.14112725","56","3.141641","68","3.141536","68","3.14143475","64","68"
"90","3.14114275","82","3.14170475","83","3.14130225","85","3.1413832500000005","83","85"
"91","3.14117925","55","3.141727","63","3.1424315","64","3.1417792500000004","60","64"
"92","3.14089175","61","3.1414425","66","3.14129875","68","3.1412109999999998","65","69"
"93","3.14244675","65","3.14151","58","3.14179425","63","3.141917","62","65"
"94","3.14120975","66","3.14156925","68","3.14193725","73","3.141572083333333","69","73"
"95","3.1414605","76","3.141658","72","3.14166975","75","3.1415960833333334","74","76"
"96","3.14143675","58","3.14180875","68","3.14164275","69","3.141629416666666","65","69"
"97","3.14159925","53","3.142474","68","3.1409835","68","3.141685583333333","63","68"
"98","3.14099075","65","3.141715","69","3.14148275","72","3.1413961666666665","68","72"
"99","3.14202725","64","3.14172775","60","3.14190125","60","3.1418854166666663","61","64"
"100","3.14246275","56","3.141345","56","3.14116725","67","3.1416583333333334","59","67"
"Averages","3.1416120000000007","64","3.1416190624999984","67","3.1415698124999993","69","3.1416002916666668","66","70"
