"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Total Runtime (ms)"
"21","3.14176225","164","3.14138675","164","3.141815","164","3.14173175","164","3.1413","164","3.141488","164","3.141698","164","3.14137625","164","164"
"22","3.14171825","160","3.1415305","160","3.1419355","160","3.14160675","160","3.141575","160","3.14206125","160","3.14177975","160","3.141673","160","160"
"23","3.14227075","151","3.1419795","151","3.14149525","151","3.1411305","151","3.14238175","151","3.14187075","151","3.141638","151","3.141409","151","151"
"24","3.14182625","157","3.1421335","157","3.14149","157","3.141866","157","3.14177725","157","3.1417385","157","3.14094925","157","3.141544","157","157"
"25","3.141375","155","3.141561","155","3.1417635","155","3.14123025","155","3.14238575","155","3.14165575","155","3.14155425","155","3.14154775","155","156"
"26","3.1414035","156","3.14129875","156","3.1422425","156","3.14066425","156","3.14149125","156","3.14163175","156","3.14177825","156","3.14099575","156","156"
"27","3.14102925","157","3.1418225","157","3.1412925","157","3.14157925","157","3.14146775","157","3.14203625","157","3.14177325","157","3.1425045","157","157"
"28","3.14226675","156","3.1411345","156","3.141796","156","3.141685","156","3.1417835","156","3.14225125","156","3.14177375","156","3.14172375","156","156"
"29","3.141819","168","3.14109025","168","3.141544","168","3.14097225","168","3.14138575","168","3.14087575","168","3.141346","168","3.141306","168","168"
"30","3.1407845","143","3.1414495","143","3.1412025","143","3.1420625","143","3.14236875","143","3.141562","143","3.14125","143","3.141897","143","167"
"31","3.141913","156","3.14148075","156","3.14179925","156","3.14144875","156","3.14148175","156","3.14181975","156","3.14174075","156","3.1419445","156","156"
"32","3.14134475","157","3.141659","157","3.1414055","157","3.142081","157","3.14123475","157","3.142199","157","3.14231375","157","3.14101625","157","157"
"33","3.141923","159","3.14144575","159","3.1420115","159","3.141843","159","3.14190925","159","3.14150975","159","3.1415275","159","3.1418225","159","159"
"34","3.141394","157","3.140989","157","3.14194425","157","3.14170825","157","3.14150525","157","3.14161725","157","3.1415045","157","3.14135175","157","157"
"35","3.142015","153","3.14170675","153","3.14119025","153","3.14126325","153","3.14141375","153","3.14169975","153","3.14134375","153","3.1418605","153","153"
"36","3.1416985","162","3.14108975","162","3.1405925","162","3.14167475","162","3.14178","162","3.14161625","162","3.1416325","162","3.141974","162","162"
"37","3.1415155","165","3.141819","165","3.14187275","165","3.1419205","165","3.1421555","165","3.14148825","165","3.14133725","165","3.142187","165","165"
"38","3.1423105","158","3.14136375","158","3.14181875","158","3.14186575","158","3.1417755","158","3.141422","158","3.141612","158","3.141331","158","158"
"39","3.14144975","160","3.141846","160","3.141575","160","3.14113","160","3.14161825","160","3.141918","160","3.141462","160","3.141893","160","160"
"40","3.1417435","159","3.141273","159","3.14110725","159","3.1418485","159","3.14113025","159","3.1419445","159","3.14199425","159","3.14147175","159","159"
"41","3.141802","155","3.1423055","155","3.14193275","155","3.1423025","155","3.14187875","155","3.141405","155","3.14186725","155","3.1418835","155","155"
"42","3.141123","156","3.1414695","156","3.1417625","156","3.142103","156","3.14232125","156","3.141539","156","3.14221775","156","3.1411975","156","156"
"43","3.141241","155","3.14097325","155","3.1415645","155","3.14217425","155","3.14070725","155","3.14141975","155","3.14175675","155","3.1416255","155","155"
"44","3.141842","160","3.14148575","160","3.1420245","160","3.14211425","160","3.14160775","160","3.141911","160","3.141905","160","3.14106225","160","160"
"45","3.141388","155","3.1419585","155","3.1420345","155","3.14157675","155","3.14146725","155","3.1412025","155","3.141691","155","3.142147","155","155"
"46","3.14188225","155","3.14129375","155","3.14182025","155","3.1408345","155","3.1417915","155","3.141431","155","3.14170975","155","3.141267","155","155"
"47","3.14114375","157","3.1416965","157","3.142298","157","3.142128","157","3.1416855","157","3.14166425","157","3.14157175","157","3.1413955","157","157"
"48","3.14184225","161","3.142012","161","3.1417235","161","3.14161575","161","3.141247","161","3.14136425","161","3.141704","161","3.14180075","161","161"
"49","3.1416955","153","3.141183","153","3.1414035","153","3.1410655","153","3.1406325","153","3.14237325","153","3.141591","153","3.142083","153","153"
"50","3.1414675","167","3.14187425","167","3.14058225","167","3.14209425","167","3.14122975","167","3.14139925","167","3.14181775","167","3.141052","167","167"
"51","3.14101075","156","3.14209375","156","3.14218","156","3.14158025","156","3.14181125","156","3.1405795","156","3.14193425","156","3.141964","156","156"
"52","3.142436","159","3.14228975","159","3.14181375","159","3.141199","159","3.1421795","159","3.1417955","159","3.14122225","159","3.141684","159","163"
"53","3.1414385","159","3.1417405","159","3.141928","159","3.142108","159","3.14130925","159","3.142072","159","3.1415775","159","3.1413915","159","159"
"54","3.14210175","159","3.141304","159","3.142111","159","3.1415285","159","3.14122325","159","3.14093575","159","3.141921","159","3.1420085","159","159"
"55","3.14094125","156","3.1419645","156","3.1414905","156","3.140994","156","3.14167025","156","3.14107","156","3.14221675","156","3.141525","156","156"
"56","3.14204","154","3.141361","154","3.14163575","154","3.14192175","154","3.142027","154","3.14127325","154","3.14132375","154","3.1422415","154","154"
"57","3.14131075","154","3.14207275","154","3.141901","154","3.14177475","154","3.14077325","154","3.1414795","154","3.14211575","154","3.14102825","154","155"
"58","3.141706","163","3.1413865","163","3.14172175","163","3.1422905","163","3.141352","163","3.142393","163","3.14120775","163","3.14219175","163","163"
"59","3.14163125","155","3.14150125","155","3.1418235","155","3.142913","155","3.141365","155","3.141336","155","3.141594","155","3.141466","155","155"
"60","3.14142225","157","3.14116225","157","3.14177675","157","3.14121","157","3.14144175","157","3.1415455","157","3.14138575","157","3.1418225","157","157"
"61","3.141823","162","3.1418385","162","3.14174","162","3.14238375","162","3.1410595","162","3.14215075","162","3.14175275","162","3.141393","162","162"
"62","3.14168875","156","3.141365","156","3.14178175","156","3.14117","156","3.14148675","156","3.14099925","156","3.1414985","156","3.1418625","156","156"
"63","3.14160025","157","3.14192575","157","3.14174625","157","3.1418265","157","3.14157125","157","3.14140225","157","3.14116925","157","3.14114325","157","157"
"64","3.1416895","154","3.1413865","154","3.141872","154","3.14134275","154","3.14145825","154","3.141414","154","3.1416765","154","3.142828","154","154"
"65","3.14152025","154","3.14139825","154","3.14171975","154","3.141773","154","3.142409","154","3.1414245","154","3.14219675","154","3.1413075","154","154"
"66","3.14200075","156","3.141292","156","3.14180775","156","3.14233075","156","3.14148025","156","3.1418305","156","3.140823","156","3.14144225","156","156"
"67","3.14151375","168","3.1410595","168","3.1417065","168","3.141925","168","3.14090375","168","3.141736","168","3.141321","168","3.14130475","168","168"
"68","3.141969","157","3.1417855","157","3.14111625","157","3.1424775","157","3.142204","157","3.14211125","157","3.141241","157","3.14197075","157","157"
"69","3.14168075","165","3.1411675","165","3.14182975","165","3.1417875","165","3.14142175","165","3.14179125","165","3.1418145","165","3.14144775","165","165"
"70","3.14102075","136","3.14186125","136","3.14156625","136","3.14148675","136","3.1411495","136","3.142121","136","3.14175575","136","3.1422385","136","160"
"71","3.1411465","157","3.1420045","157","3.14089825","157","3.14104075","157","3.14131725","157","3.14189575","157","3.1416855","157","3.14137425","157","158"
"72","3.14222725","158","3.14147375","158","3.1411365","158","3.14143175","158","3.141677","158","3.14089675","158","3.14181775","158","3.14076975","158","158"
"73","3.14141725","155","3.14196625","155","3.141503","155","3.14195075","155","3.14177025","155","3.14126875","155","3.14091325","155","3.1421855","155","155"
"74","3.14155275","160","3.14153525","160","3.140795","160","3.14152175","160","3.141671","160","3.1416625","160","3.141503","160","3.141935","160","160"
"75","3.14155725","156","3.14157925","156","3.14172525","156","3.14168475","156","3.14155425","156","3.14154575","156","3.14154075","156","3.1410035","156","156"
"76","3.14151025","159","3.14158","159","3.1422035","159","3.141493","159","3.1422945","159","3.1420165","159","3.14166975","159","3.141535","159","159"
"77","3.14197975","155","3.14145775","155","3.1414155","155","3.14190825","155","3.14153875","155","3.141561","155","3.14133875","155","3.1418535","155","155"
"78","3.141876","157","3.141491","157","3.14147625","157","3.14181775","157","3.14157825","157","3.141088","157","3.141525","157","3.14067325","157","157"
"79","3.14116725","161","3.14161725","161","3.1419075","161","3.14198425","161","3.14218225","161","3.14092125","161","3.1412895","161","3.14229825","161","162"
"80","3.141237","157","3.141604","157","3.1421015","157","3.14132575","157","3.14196125","157","3.141789","157","3.1415525","157","3.1411495","157","157"
"81","3.14163425","157","3.14138575","157","3.1414205","157","3.1411225","157","3.1418265","157","3.14173175","157","3.14162825","157","3.1410135","157","157"
"82","3.14174825","152","3.14098375","152","3.14134575","152","3.14211075","152","3.14243325","152","3.14106","152","3.14177475","152","3.14111375","152","152"
"83","3.14132825","151","3.14117125","151","3.141294","151","3.14200675","151","3.141595","151","3.141715","151","3.1417425","151","3.141195","151","158"
"84","3.14197225","155","3.1417995","155","3.14120475","155","3.14129225","155","3.141429","155","3.1416345","155","3.14169875","155","3.1411","155","155"
"85","3.141633","160","3.14185675","160","3.1419495","160","3.141869","160","3.1412265","160","3.14150825","160","3.14154825","160","3.1415965","160","160"
"86","3.1414455","166","3.14140275","166","3.141054","166","3.14156025","166","3.140905","166","3.14132325","166","3.14082425","166","3.141385","166","167"
"87","3.14093875","154","3.141327","154","3.1414385","154","3.14143175","154","3.14243525","154","3.1414755","154","3.1416195","154","3.14140525","154","154"
"88","3.1408895","167","3.1414525","167","3.142048","167","3.140145","167","3.1414155","167","3.14236675","167","3.1410875","167","3.14122275","167","167"
"89","3.14094","160","3.14157575","160","3.14168575","160","3.14083125","160","3.141254","160","3.14186325","160","3.14222875","160","3.1419275","160","160"
"90","3.14118125","156","3.14103725","156","3.14213625","156","3.14100925","156","3.140865","156","3.1417395","156","3.14159725","156","3.1420245","156","156"
"91","3.14117","155","3.14156925","155","3.14174275","155","3.141412","155","3.14137025","155","3.14181325","155","3.14161975","155","3.1414015","155","156"
"92","3.14181575","159","3.14110925","159","3.1413145","159","3.14138975","159","3.14200325","159","3.141972","159","3.14227525","159","3.14118675","159","159"
"93","3.14179375","154","3.14235325","154","3.14095875","154","3.14112625","154","3.141398","154","3.14196675","154","3.14236525","154","3.14101925","154","154"
"94","3.1407485","151","3.141569","151","3.1408825","151","3.14266875","151","3.14145325","151","3.141564","151","3.1409635","151","3.142037","151","151"
"95","3.14131875","157","3.14125975","157","3.141324","157","3.1413845","157","3.14141825","157","3.14159075","157","3.141269","157","3.1410685","157","157"
"96","3.1408005","155","3.1416795","155","3.14031275","155","3.1413705","155","3.1415425","155","3.1415425","155","3.142216","155","3.14119625","155","155"
"97","3.14125525","164","3.1422625","164","3.14175425","164","3.1417315","164","3.14162025","164","3.141523","164","3.14174325","164","3.14164475","164","164"
"98","3.141764","158","3.140982","158","3.1418205","158","3.141662","158","3.141237","158","3.14146675","158","3.141915","158","3.141136","158","159"
"99","3.14130725","156","3.141326","156","3.14120325","156","3.14124025","156","3.141181","156","3.14126775","156","3.1412495","156","3.14210375","156","156"
"100","3.141639","157","3.141885","157","3.14153125","157","3.14206575","157","3.14153625","157","3.141657","157","3.141464","157","3.1418585","157","157"
