"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Total Runtime (ms)"
"46","3.14153475","139","3.14118125","139","3.14160025","139","3.1416555","139","3.14241475","139","3.14148375","139","3.142132","139","139"
"47","3.1414225","138","3.14225525","138","3.14098025","138","3.14203225","138","3.141413","138","3.142244","138","3.1411785","138","139"
"48","3.1418015","135","3.14178325","135","3.14122575","135","3.141417","135","3.14134025","135","3.14083975","135","3.1411355","135","135"
"49","3.1418005","137","3.14184725","137","3.14118575","137","3.14167375","137","3.14145825","137","3.14160675","137","3.14210075","137","138"
"50","3.1406795","137","3.1420235","137","3.14125925","137","3.14115675","137","3.1410825","137","3.14160175","137","3.14216625","137","138"
"51","3.141519","137","3.14133775","137","3.1416315","137","3.14129975","137","3.14202375","137","3.14121875","137","3.14122575","137","138"
"52","3.1421005","137","3.1411075","137","3.14151325","137","3.14145925","137","3.14122125","137","3.14173375","137","3.14211025","137","137"
"53","3.14152075","136","3.14145075","136","3.14219775","136","3.141405","136","3.14126375","136","3.14186575","136","3.1414695","136","136"
"54","3.141754","142","3.1415375","142","3.1419655","142","3.1411195","142","3.141735","142","3.14141475","142","3.141615","142","142"
"55","3.141872","142","3.14108575","142","3.14200625","142","3.14188975","142","3.1418065","142","3.1410935","142","3.14197825","142","142"
"56","3.14181575","135","3.141911","135","3.1415735","135","3.14104475","135","3.140896","135","3.14106375","135","3.141614","135","135"
"57","3.14181925","145","3.14165775","145","3.14116675","145","3.1410275","145","3.141581","145","3.14123025","145","3.1414575","145","145"
"58","3.14136975","137","3.1416565","137","3.14113525","137","3.14201825","137","3.14215275","137","3.14184425","137","3.14210625","137","137"
"59","3.14094375","141","3.141527","141","3.1418295","141","3.14181","141","3.141614","141","3.141415","141","3.14202375","141","142"
"60","3.141566","139","3.1418795","139","3.14171475","139","3.14118675","139","3.14214825","139","3.14173875","139","3.14167125","139","139"
"61","3.1416315","146","3.14160975","146","3.141231","146","3.1416665","146","3.141955","146","3.14143775","146","3.14163","146","146"
"62","3.14202725","139","3.1411145","139","3.141121","139","3.142616","139","3.141017","139","3.1414515","139","3.14155","139","139"
"63","3.14204025","145","3.1412595","145","3.1414285","145","3.14145475","145","3.14135675","145","3.1417725","145","3.14241475","145","146"
"64","3.141267","138","3.1411275","138","3.1408215","138","3.14085275","138","3.1419755","138","3.141497","138","3.14126775","138","138"
"65","3.14187625","141","3.1410695","141","3.14144275","141","3.14153625","141","3.14115975","141","3.1422245","141","3.14119775","141","141"
"66","3.14208025","140","3.1408605","140","3.14193425","140","3.14165925","140","3.14104375","140","3.141751","140","3.1417475","140","140"
"67","3.14156675","139","3.14204075","139","3.1414025","139","3.1418835","139","3.1411925","139","3.14154775","139","3.14103625","139","139"
"68","3.14113875","145","3.141499","145","3.1420375","145","3.141796","145","3.14188","145","3.1414655","145","3.1413375","145","145"
"69","3.14183475","138","3.14184575","138","3.1408905","138","3.141158","138","3.14246175","138","3.141992","138","3.14153125","138","139"
"70","3.1423025","144","3.1412375","144","3.14154825","144","3.14147275","144","3.141368","144","3.1413635","144","3.141654","144","144"
"71","3.1415585","152","3.14199825","152","3.14168625","152","3.14153925","152","3.14118675","152","3.1417775","152","3.14199125","152","152"
"72","3.14177225","139","3.1410015","139","3.141693","139","3.1414485","139","3.14192325","139","3.141871","139","3.14156075","139","139"
"73","3.14160625","139","3.14141625","139","3.14145825","139","3.14222975","139","3.14189425","139","3.14275375","139","3.14229825","139","139"
"74","3.14152475","135","3.1417525","135","3.14160975","135","3.1413825","135","3.1417275","135","3.14183275","135","3.14112075","135","135"
"75","3.14173225","136","3.142029","136","3.1418345","136","3.14122075","136","3.141098","136","3.142267","136","3.14154675","136","136"
"76","3.1412735","136","3.14087975","136","3.1412535","136","3.142374","136","3.14167325","136","3.141686","136","3.14151525","136","136"
"77","3.14111875","138","3.14188025","138","3.141897","138","3.141572","138","3.14156025","138","3.14176525","138","3.14194325","138","138"
"78","3.1412615","139","3.14168425","139","3.14184575","139","3.141448","139","3.1417165","139","3.1411605","139","3.141977","139","139"
"79","3.1419605","136","3.141926","136","3.14157025","136","3.14176175","136","3.14081075","136","3.142128","136","3.142247","136","136"
"80","3.141538","147","3.1417575","147","3.1410825","147","3.1415775","147","3.141398","147","3.14144225","147","3.142281","147","147"
"81","3.14176425","137","3.14128075","137","3.141132","137","3.14132275","137","3.141431","137","3.1416905","137","3.14226625","137","137"
"82","3.14223675","149","3.141745","149","3.1410335","149","3.14136575","149","3.14180725","149","3.1418595","149","3.14162975","149","149"
"83","3.14228575","137","3.141183","137","3.14157975","137","3.1415345","137","3.14154075","137","3.1417725","137","3.14204225","137","138"
"84","3.14143975","150","3.14223225","150","3.141625","150","3.1410065","150","3.14097925","150","3.14143","150","3.14102125","150","151"
"85","3.142288","137","3.1413125","137","3.14153975","137","3.14220975","137","3.1412545","137","3.1410695","137","3.1415745","137","137"
"86","3.14184075","139","3.14153775","139","3.1414035","139","3.1418905","139","3.141002","139","3.14127575","139","3.1422625","139","140"
"87","3.1418855","138","3.1412425","138","3.14163325","138","3.1417025","138","3.141485","138","3.14206375","138","3.14190675","138","138"
"88","3.14162425","142","3.1417805","142","3.14072325","142","3.141759","142","3.141564","142","3.14149925","142","3.1414245","142","142"
"89","3.1416775","140","3.141696","140","3.14201725","140","3.14149675","140","3.1411615","140","3.1408065","140","3.1411225","140","140"
"90","3.1422135","136","3.14186525","136","3.1414085","136","3.14206975","136","3.1416105","136","3.1419115","136","3.14212525","136","137"
"91","3.14146875","138","3.141481","138","3.141999","138","3.14255875","138","3.14178175","138","3.1416695","138","3.1422485","138","139"
"92","3.1409895","139","3.14159825","139","3.14070825","139","3.1422565","139","3.14095275","139","3.14161725","139","3.141447","139","139"
"93","3.1414005","141","3.141536","141","3.1413045","141","3.141021","141","3.1417585","141","3.14208725","141","3.141511","141","141"
"94","3.1419065","140","3.141302","140","3.1417915","140","3.14161975","140","3.14089925","140","3.1416345","140","3.14162025","140","140"
"95","3.1412645","135","3.14221175","135","3.1431435","135","3.141561","135","3.141451","135","3.14169575","135","3.1414675","135","136"
"96","3.14212425","133","3.1419745","133","3.141733","133","3.14196375","133","3.14228375","133","3.14178025","133","3.1425635","133","133"
"97","3.14158925","141","3.14075925","141","3.14100225","141","3.14223475","141","3.1414855","141","3.14165975","141","3.1416725","141","142"
"98","3.14144325","137","3.14252425","137","3.14124175","137","3.1412135","137","3.1414535","137","3.14145325","137","3.14198475","137","137"
"99","3.1407325","140","3.14220275","140","3.14162325","140","3.142074","140","3.14105","140","3.141082","140","3.14135575","140","140"
"100","3.14208025","137","3.141555","137","3.141291","137","3.14221775","137","3.141519","137","3.1423115","137","3.141253","137","137"
