"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Total Runtime (ms)"
"12","3.141318","177","3.14168175","177","3.14130725","177","3.142052","177","3.14160575","177","3.1410395","177","3.14175025","177","3.14175325","177","3.14150925","177","178"
"13","3.141563","179","3.14185725","179","3.14178625","179","3.14146775","179","3.14173625","179","3.1416585","179","3.14164225","179","3.1416815","179","3.1416855","179","179"
"14","3.1412005","189","3.1421275","189","3.1408695","189","3.14184625","189","3.1414385","189","3.1420435","189","3.141562","189","3.14190575","189","3.14108425","189","189"
"15","3.14092775","170","3.142238","170","3.1419485","170","3.14155","170","3.14170675","170","3.14137725","170","3.1418165","170","3.140837","170","3.14124775","170","170"
"16","3.1421795","180","3.141921","180","3.1413995","180","3.14153175","180","3.1424075","180","3.1414825","180","3.1422955","180","3.14213225","180","3.1419475","180","180"
"17","3.142366","176","3.1421815","176","3.14093675","176","3.141547","176","3.14233025","176","3.141816","176","3.14147","176","3.141676","176","3.141415","176","177"
"18","3.14216075","171","3.1407205","171","3.14169075","171","3.1413445","171","3.14132625","171","3.14182275","171","3.14146025","171","3.14136975","171","3.14171775","171","171"
"19","3.14199775","177","3.141379","177","3.141782","177","3.141253","177","3.14168475","177","3.1415945","177","3.141798","177","3.14226325","177","3.1414585","177","177"
"20","3.1414865","185","3.14185225","185","3.1411005","185","3.141573","185","3.14212575","185","3.14147825","185","3.14112425","185","3.14201025","185","3.141626","185","185"
"21","3.14208225","181","3.14166775","181","3.1424765","181","3.14154375","181","3.14151825","181","3.14246575","181","3.1414375","181","3.14153325","181","3.14229325","181","181"
"22","3.14157725","176","3.140984","176","3.14142975","176","3.141375","176","3.1417375","176","3.140654","176","3.14171125","176","3.141403","176","3.14141325","176","176"
"23","3.14118725","181","3.1420165","181","3.14176475","181","3.14183575","181","3.14178325","181","3.14176575","181","3.14169175","181","3.1418145","181","3.14162375","181","181"
"24","3.141274","176","3.14163625","176","3.14131975","176","3.14119725","176","3.14197425","176","3.141341","176","3.14168075","176","3.1415545","176","3.14160625","176","177"
"25","3.1417535","179","3.14170625","179","3.1414525","179","3.14141425","179","3.14092625","179","3.14127075","179","3.14223525","179","3.14192525","179","3.14117475","179","179"
"26","3.14110225","170","3.14151525","170","3.1411435","170","3.1412585","170","3.14185175","170","3.14131425","170","3.141746","170","3.141302","170","3.1409515","170","170"
"27","3.1420265","173","3.1420525","173","3.141014","173","3.14150925","173","3.1407795","173","3.141224","173","3.142331","173","3.14127425","173","3.141525","173","173"
"28","3.141591","174","3.14117775","174","3.141905","174","3.141342","174","3.1423315","174","3.14160975","174","3.1417625","174","3.14170425","174","3.1417175","174","174"
"29","3.1409945","175","3.14110825","175","3.141941","175","3.14220125","175","3.14209525","175","3.141306","175","3.14127575","175","3.141974","175","3.14185625","175","175"
"30","3.14200625","175","3.1412535","175","3.140974","175","3.1418135","175","3.14133925","175","3.1423055","175","3.14198475","175","3.14170525","175","3.14218525","175","175"
"31","3.14154175","181","3.14172975","181","3.1417915","181","3.1417905","181","3.1416715","181","3.1420395","181","3.14208975","181","3.14102875","181","3.141776","181","181"
"32","3.14126675","169","3.141654","169","3.142113","169","3.1417355","169","3.14151975","169","3.14174125","169","3.14158725","169","3.141782","169","3.141897","169","176"
"33","3.14162625","179","3.14139225","179","3.141288","179","3.14183875","179","3.1416405","179","3.14144725","179","3.1416745","179","3.1422675","179","3.14199975","179","179"
"34","3.14183325","188","3.1410785","188","3.141271","188","3.1410475","188","3.1413515","188","3.1416225","188","3.1413355","188","3.14193025","188","3.14172","188","188"
"35","3.14159225","172","3.14178525","172","3.1419465","172","3.14173","172","3.1411485","172","3.14119125","172","3.141758","172","3.14196625","172","3.1415905","172","172"
"36","3.14112625","178","3.1419875","178","3.14210775","178","3.14088475","178","3.1417225","178","3.14191625","178","3.14097725","178","3.14131975","178","3.1411515","178","178"
"37","3.1415035","174","3.14111175","174","3.14170925","174","3.14100925","174","3.14157525","174","3.1416955","174","3.14278775","174","3.142227","174","3.14110875","174","175"
"38","3.14135175","177","3.1415485","177","3.14149825","177","3.1415135","177","3.14155975","177","3.14105275","177","3.14190175","177","3.14099","177","3.14142","177","177"
"39","3.14186325","181","3.1424135","181","3.1417515","181","3.1414265","181","3.141194","181","3.14226625","181","3.1414105","181","3.14135475","181","3.14179725","181","181"
"40","3.141222","175","3.1417145","175","3.14173175","175","3.14136325","175","3.141966","175","3.1417855","175","3.141885","175","3.14168775","175","3.141583","175","181"
"41","3.1414405","174","3.141909","174","3.142021","174","3.14163975","174","3.14168575","174","3.14159625","174","3.1408595","174","3.1416545","174","3.14184125","174","174"
"42","3.1415125","175","3.14171475","175","3.14130425","175","3.141749","175","3.14192375","175","3.14160075","175","3.14140425","175","3.14154125","175","3.1411555","175","175"
"43","3.14240175","183","3.141856","183","3.1407945","183","3.14203875","183","3.14075425","183","3.14116125","183","3.141703","183","3.14157775","183","3.1412715","183","183"
"44","3.14146575","174","3.1413925","174","3.1411455","174","3.14194075","174","3.1413565","174","3.14166825","174","3.14174925","174","3.1417575","174","3.141735","174","174"
"45","3.1417075","183","3.1416845","183","3.142082","183","3.141906","183","3.14181275","183","3.14148975","183","3.1409995","183","3.14098325","183","3.142407","183","183"
"46","3.14135925","176","3.141506","176","3.1418785","176","3.142062","176","3.1411795","176","3.14195475","176","3.140915","176","3.141861","176","3.140737","176","176"
"47","3.1416425","174","3.142243","174","3.142039","174","3.14177975","174","3.14159225","174","3.1411935","174","3.14094575","174","3.141855","174","3.1410195","174","174"
"48","3.14118975","175","3.14145175","175","3.14163225","175","3.141489","175","3.14133975","175","3.14203025","175","3.14183875","175","3.141545","175","3.14171825","175","175"
"49","3.1415785","174","3.14174875","174","3.141566","174","3.14116475","174","3.1411655","174","3.14227075","174","3.14105475","174","3.142195","174","3.14171975","174","174"
"50","3.141294","194","3.14194575","194","3.141747","194","3.142012","194","3.14183825","194","3.14068475","194","3.14123025","194","3.141652","194","3.14164575","194","194"
"51","3.1418825","185","3.14133675","185","3.1413775","185","3.14140525","185","3.1410655","185","3.141316","185","3.141779","185","3.141649","185","3.14201325","185","185"
"52","3.141505","185","3.14228325","185","3.1415305","185","3.14119725","185","3.14163225","185","3.141451","185","3.140773","185","3.1409355","185","3.1412605","185","185"
"53","3.141416","175","3.14175075","175","3.1412055","175","3.1420895","175","3.14090325","175","3.14155275","175","3.1414625","175","3.14191725","175","3.14154675","175","186"
"54","3.141188","178","3.142405","178","3.1418065","178","3.1423145","178","3.14174925","178","3.14181625","178","3.14145075","178","3.14192","178","3.1412195","178","178"
"55","3.14225875","172","3.1415205","172","3.1419155","172","3.14230475","172","3.140796","172","3.14161325","172","3.14164675","172","3.14036775","172","3.14164175","172","172"
"56","3.14122925","180","3.14134325","180","3.14219075","180","3.14098425","180","3.14053775","180","3.140917","180","3.14130475","180","3.14107275","180","3.1415265","180","180"
"57","3.1412015","182","3.141755","182","3.14121675","182","3.1410985","182","3.1416405","182","3.14135825","182","3.1418515","182","3.1419925","182","3.1417775","182","182"
"58","3.1408615","176","3.14165575","176","3.1407385","176","3.14215925","176","3.14206575","176","3.14203325","176","3.14149625","176","3.1415535","176","3.14210825","176","176"
"59","3.141993","179","3.141297","179","3.14191475","179","3.142081","179","3.14106875","179","3.14198","179","3.14152725","179","3.1421105","179","3.1412405","179","179"
"60","3.14144675","177","3.1420905","177","3.1419605","177","3.14211625","177","3.14133325","177","3.14118675","177","3.14222875","177","3.1412765","177","3.14193725","177","177"
"61","3.14117575","180","3.14131725","180","3.1408585","180","3.1420125","180","3.1414565","180","3.141721","180","3.14212625","180","3.14181975","180","3.14202475","180","180"
"62","3.1414385","172","3.141472","172","3.141429","172","3.14148775","172","3.14181925","172","3.142274","172","3.1417835","172","3.140659","172","3.141977","172","173"
"63","3.140833","176","3.14143375","176","3.1422835","176","3.141371","176","3.14110075","176","3.1417415","176","3.14068825","176","3.14161625","176","3.1415955","176","176"
"64","3.14225275","173","3.14144225","173","3.14141425","173","3.1407805","173","3.142021","173","3.14148975","173","3.14187675","173","3.14167325","173","3.141218","173","174"
"65","3.14086925","180","3.140992","180","3.141038","180","3.140871","180","3.1425175","180","3.1417525","180","3.141657","180","3.14167025","180","3.14145825","180","180"
"66","3.1416255","174","3.14167975","174","3.141878","174","3.1422155","174","3.142047","174","3.14125975","174","3.14157175","174","3.14127175","174","3.1414825","174","174"
"67","3.142017","175","3.14151","175","3.1416425","175","3.14137225","175","3.1410145","175","3.141785","175","3.141687","175","3.1414265","175","3.141518","175","175"
"68","3.14160525","180","3.142153","180","3.14219825","180","3.14114925","180","3.1419965","180","3.14064825","180","3.1416755","180","3.141804","180","3.141212","180","180"
"69","3.1418675","175","3.14171025","175","3.141582","175","3.14113525","175","3.14216","175","3.141702","175","3.14147425","175","3.141724","175","3.1416595","175","175"
"70","3.1422385","173","3.14246525","173","3.14025675","173","3.14198675","173","3.14160075","173","3.1406075","173","3.14138425","173","3.14145125","173","3.14151975","173","174"
"71","3.14159075","172","3.1415935","172","3.1418705","172","3.1420775","172","3.1413765","172","3.14152925","172","3.141851","172","3.1411715","172","3.1412555","172","172"
"72","3.1409775","179","3.14130775","179","3.14165925","179","3.1422935","179","3.14149325","179","3.14104925","179","3.1414305","179","3.141252","179","3.14157875","179","179"
"73","3.14145575","172","3.142386","172","3.1416735","172","3.1413705","172","3.14131","172","3.141299","172","3.14135075","172","3.141667","172","3.1412645","172","172"
"74","3.1409595","172","3.14204475","172","3.14155025","172","3.14178375","172","3.1415845","172","3.1405015","172","3.1412555","172","3.14132975","172","3.141138","172","172"
"75","3.1419805","175","3.14162325","175","3.14171025","175","3.14109125","175","3.14187375","175","3.1411","175","3.14183775","175","3.141817","175","3.141696","175","175"
"76","3.14113225","174","3.14169475","174","3.1414465","174","3.14151575","174","3.1418355","174","3.1415005","174","3.1419","174","3.14124625","174","3.1420125","174","175"
"77","3.14147275","200","3.140985","200","3.14109775","200","3.14117025","200","3.1415455","200","3.1408505","200","3.14150725","200","3.1413675","200","3.141211","200","200"
"78","3.14074775","176","3.14148925","176","3.14118475","176","3.1418805","176","3.1419325","176","3.14119075","176","3.1412105","176","3.14153","176","3.141548","176","176"
"79","3.14128975","186","3.141872","186","3.141448","186","3.14179675","186","3.14162025","186","3.14141125","186","3.14136475","186","3.142041","186","3.14209725","186","186"
"80","3.14039225","172","3.14171775","172","3.14186175","172","3.1420145","172","3.14260175","172","3.1416985","172","3.14158725","172","3.14163225","172","3.1414235","172","172"
"81","3.141323","176","3.141632","176","3.14120825","176","3.14200225","176","3.141138","176","3.142304","176","3.141187","176","3.141262","176","3.1413415","176","176"
"82","3.14112875","177","3.140923","177","3.14170325","177","3.14093825","177","3.14105975","177","3.1415775","177","3.14175875","177","3.14161475","177","3.14172425","177","177"
"83","3.14084675","182","3.14132525","182","3.14209025","182","3.141882","182","3.141928","182","3.14098125","182","3.14136225","182","3.1417725","182","3.1415875","182","183"
"84","3.140987","175","3.14114175","175","3.14204175","175","3.14144975","175","3.141576","175","3.14208325","175","3.14190375","175","3.141421","175","3.1411665","175","175"
"85","3.14220425","176","3.1416245","176","3.14200775","176","3.14144275","176","3.1408545","176","3.1412305","176","3.14223725","176","3.1423615","176","3.1421365","176","177"
"86","3.14095275","176","3.140717","176","3.141449","176","3.14186475","176","3.14118075","176","3.14199275","176","3.14243675","176","3.14150425","176","3.141877","176","176"
"87","3.14215225","175","3.14081175","175","3.14138525","175","3.14191375","175","3.14122925","175","3.14204575","175","3.14101575","175","3.141477","175","3.141952","175","175"
"88","3.1408315","174","3.14099675","174","3.1420105","174","3.14096125","174","3.142107","174","3.14178675","174","3.1424755","174","3.14205525","174","3.1412255","174","174"
"89","3.14181625","174","3.14149875","174","3.1419485","174","3.14192025","174","3.14175575","174","3.141518","174","3.14161725","174","3.1423555","174","3.14147875","174","174"
"90","3.14127775","171","3.14249425","171","3.14227725","171","3.141957","171","3.14152125","171","3.14112425","171","3.14215275","171","3.14222375","171","3.14126825","171","171"
"91","3.14188525","180","3.141745","180","3.141566","180","3.14124175","180","3.14166725","180","3.1408665","180","3.14145525","180","3.1413835","180","3.14169625","180","180"
"92","3.14141425","181","3.14115975","181","3.1415035","181","3.141786","181","3.1416765","181","3.14164625","181","3.14125425","181","3.1415065","181","3.14114","181","181"
"93","3.141564","170","3.14138875","170","3.14078175","170","3.1413795","170","3.14138225","170","3.141743","170","3.1414735","170","3.14122775","170","3.141393","170","170"
"94","3.142505","174","3.1413805","174","3.14156775","174","3.1420885","174","3.14207525","174","3.14163275","174","3.141407","174","3.14103","174","3.14138025","174","174"
"95","3.14136725","176","3.14131025","176","3.142332","176","3.14152125","176","3.1408865","176","3.14161125","176","3.14139875","176","3.14121025","176","3.14099375","176","179"
"96","3.14158125","181","3.1422185","181","3.1421115","181","3.14176975","181","3.141556","181","3.141753","181","3.1413555","181","3.140972","181","3.1416955","181","181"
"97","3.1406915","176","3.14188525","176","3.1414045","176","3.14201625","176","3.140994","176","3.1417675","176","3.14199625","176","3.14074775","176","3.142237","176","176"
"98","3.14236675","178","3.14158675","178","3.14133625","178","3.14150975","178","3.1414915","178","3.142461","178","3.1417245","178","3.14194175","178","3.141","178","178"
"99","3.1420135","178","3.1412145","178","3.14115125","178","3.14146225","178","3.141689","178","3.1417105","178","3.1398905","178","3.1423165","178","3.14225625","178","178"
"100","3.14178625","176","3.14192075","176","3.1423975","176","3.14204275","176","3.1415335","176","3.14156175","176","3.1418415","176","3.141474","176","3.1409125","176","177"
