"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Total Runtime (ms)"
"47","3.1417745","192","3.141568","192","3.1412895","192","3.14123375","192","3.14195675","192","3.141606","192","3.1421115","192","3.14172375","192","3.14149725","192","3.1412425","192","192"
"48","3.14156975","198","3.1410955","198","3.14210575","198","3.141848","198","3.1414375","198","3.1414775","198","3.14125","198","3.14112175","198","3.1410745","198","3.141384","198","198"
"49","3.1412715","194","3.14146175","194","3.14193775","194","3.14146175","194","3.141759","194","3.14065775","194","3.14145275","194","3.142077","194","3.1411385","194","3.1423135","194","194"
"50","3.141487","202","3.1406145","202","3.141969","202","3.14104","202","3.14228575","202","3.141039","202","3.1410155","202","3.14193625","202","3.141441","202","3.1423935","202","202"
"51","3.14155425","195","3.1416725","195","3.141143","195","3.14135425","195","3.14148875","195","3.14168175","195","3.141562","195","3.141782","195","3.14011075","195","3.14183175","195","195"
"52","3.14222925","204","3.14219675","204","3.14126675","204","3.1413235","204","3.1410685","204","3.1419085","204","3.1414875","204","3.14150275","204","3.1415635","204","3.14158675","204","204"
"53","3.14134","194","3.14166175","194","3.1421055","194","3.14127325","194","3.14176","194","3.1413115","194","3.1421075","194","3.14149625","194","3.1408595","194","3.14167925","194","194"
"54","3.14142325","215","3.14138975","215","3.14180225","215","3.141339","215","3.1420425","215","3.14164675","215","3.1419165","215","3.14206","215","3.14146925","215","3.14231025","215","216"
"55","3.14146875","192","3.14215275","192","3.14235825","192","3.14135025","192","3.1420915","192","3.14175475","192","3.141313","192","3.1416875","192","3.14136825","192","3.1417965","192","193"
"56","3.14165625","214","3.141284","214","3.14201975","214","3.1415865","214","3.14200875","214","3.14096075","214","3.14096","214","3.14131325","214","3.14156375","214","3.14218775","214","214"
"57","3.1419555","199","3.14227925","199","3.1416765","199","3.1413305","199","3.1420865","199","3.14218775","199","3.14136825","199","3.1425165","199","3.14140175","199","3.141583","199","199"
"58","3.14108225","200","3.14248525","200","3.14201225","200","3.14216975","200","3.1417145","200","3.1416975","200","3.1415495","200","3.140996","200","3.141227","200","3.1412725","200","200"
"59","3.14178475","194","3.14164575","194","3.141264","194","3.14115375","194","3.141431","194","3.14107225","194","3.141156","194","3.141501","194","3.141555","194","3.1414095","194","194"
"60","3.141694","200","3.1421085","200","3.1419555","200","3.14112225","200","3.14169425","200","3.141828","200","3.14177225","200","3.1411975","200","3.14219225","200","3.14262025","200","200"
"61","3.14194425","199","3.1404825","199","3.14092375","199","3.1417255","199","3.14184275","199","3.1407105","199","3.1414255","199","3.1416615","199","3.14160075","199","3.141527","199","199"
"62","3.14188975","196","3.141119","196","3.141994","196","3.141254","196","3.14168625","196","3.1417605","196","3.1420145","196","3.14148475","196","3.14167475","196","3.14206675","196","197"
"63","3.14177175","190","3.141704","190","3.141892","190","3.1411785","190","3.141486","190","3.1419765","190","3.14237575","190","3.14116","190","3.14063375","190","3.141542","190","192"
"64","3.14169675","191","3.14150025","191","3.14240675","191","3.1415825","191","3.14146575","191","3.1407985","191","3.1417245","191","3.1417425","191","3.14097225","191","3.14139925","191","191"
"65","3.1422535","192","3.1415315","192","3.14186675","192","3.14160325","192","3.14191875","192","3.14201975","192","3.14151725","192","3.142232","192","3.141885","192","3.1415635","192","193"
"66","3.14127125","199","3.141717","199","3.1409205","199","3.1416745","199","3.1414425","199","3.14157125","199","3.141546","199","3.14160475","199","3.1413365","199","3.1411515","199","199"
"67","3.1419945","192","3.14203075","192","3.141492","192","3.1414895","192","3.1416115","192","3.14174875","192","3.14068025","192","3.141402","192","3.1412665","192","3.14229575","192","192"
"68","3.14146775","204","3.142132","204","3.14065125","204","3.14116275","204","3.141761","204","3.14161175","204","3.14254675","204","3.14229925","204","3.14156525","204","3.1411915","204","204"
"69","3.14117375","191","3.14160325","191","3.141558","191","3.14111625","191","3.14167175","191","3.1418145","191","3.1416905","191","3.141741","191","3.14156225","191","3.14166075","191","192"
"70","3.14251225","194","3.141767","194","3.1416675","194","3.14106225","194","3.1415315","194","3.14165825","194","3.142453","194","3.1413535","194","3.1418535","194","3.14203475","194","194"
"71","3.1421395","203","3.141642","203","3.14189525","203","3.141602","203","3.141701","203","3.14162225","203","3.14134875","203","3.14165925","203","3.14165725","203","3.141401","203","203"
"72","3.14190275","191","3.1413815","191","3.14128325","191","3.1426255","191","3.141402","191","3.14087375","191","3.14139675","191","3.141637","191","3.14132125","191","3.1417535","191","191"
"73","3.14133325","198","3.1414925","198","3.1414895","198","3.14163425","198","3.14155425","198","3.1423695","198","3.1410445","198","3.1413485","198","3.14127675","198","3.14117925","198","198"
"74","3.1415985","191","3.1421785","191","3.14085125","191","3.14114375","191","3.14065575","191","3.14119975","191","3.1420685","191","3.14182325","191","3.14232625","191","3.14163925","191","191"
"75","3.1415795","203","3.14170325","203","3.140972","203","3.1418025","203","3.1419205","203","3.141323","203","3.141214","203","3.14090775","203","3.14127625","203","3.14088975","203","203"
"76","3.1412535","191","3.1418255","191","3.14126075","191","3.14159175","191","3.14107725","191","3.14194575","191","3.1415865","191","3.14128325","191","3.14087125","191","3.141309","191","191"
"77","3.14146675","192","3.1411395","192","3.14167475","192","3.14095425","192","3.1420815","192","3.14152575","192","3.14155875","192","3.14094925","192","3.1407405","192","3.141922","192","192"
"78","3.14159975","192","3.14142625","192","3.14221025","192","3.14164225","192","3.140715","192","3.1410265","192","3.14220925","192","3.14195575","192","3.1421875","192","3.14191725","192","192"
"79","3.141962","197","3.1417815","197","3.14150025","197","3.14106425","197","3.1413495","197","3.14209525","197","3.14147775","197","3.14182875","197","3.14080625","197","3.14113575","197","198"
"80","3.1411985","192","3.14174925","192","3.1415495","192","3.14163025","192","3.141805","192","3.142108","192","3.14167525","192","3.14252725","192","3.1419605","192","3.1409595","192","192"
"81","3.1409485","193","3.14204425","193","3.141531","193","3.14154825","193","3.14136175","193","3.1422355","193","3.14096575","193","3.141638","193","3.14198475","193","3.142408","193","193"
"82","3.14142625","190","3.14160525","190","3.14169875","190","3.141689","190","3.14204375","190","3.1408245","190","3.1407585","190","3.1415095","190","3.1419255","190","3.14202875","190","190"
"83","3.1419625","200","3.1405345","200","3.14160275","200","3.141311","200","3.141159","200","3.141583","200","3.1414375","200","3.14173475","200","3.141645","200","3.14179025","200","201"
"84","3.14113025","189","3.14143125","189","3.14172875","189","3.141832","189","3.14135675","189","3.1414825","189","3.141873","189","3.14143875","189","3.14206075","189","3.14206325","189","189"
"85","3.14103425","194","3.141012","194","3.142114","194","3.1417195","194","3.14095375","194","3.14148425","194","3.1411865","194","3.14160275","194","3.1419115","194","3.14250775","194","194"
"86","3.141554","195","3.141196","195","3.14164225","195","3.14155425","195","3.1411755","195","3.14146425","195","3.14098675","195","3.1420135","195","3.14201925","195","3.14203225","195","195"
"87","3.14181725","193","3.14121625","193","3.14109575","193","3.142061","193","3.1416115","193","3.1416945","193","3.141195","193","3.142188","193","3.14190375","193","3.14077125","193","194"
"88","3.14103675","194","3.14151025","194","3.1418525","194","3.1415475","194","3.14215975","194","3.14192025","194","3.1415815","194","3.142178","194","3.14132625","194","3.142436","194","194"
"89","3.141595","192","3.1412555","192","3.14125575","192","3.14135075","192","3.14176525","192","3.141629","192","3.14076425","192","3.141113","192","3.1418085","192","3.1417435","192","192"
"90","3.141715","199","3.14178125","199","3.14178025","199","3.1412125","199","3.14105325","199","3.1411435","199","3.14178525","199","3.14136375","199","3.14089575","199","3.141298","199","199"
"91","3.14187125","200","3.14106475","200","3.1413325","200","3.141255","200","3.141044","200","3.14168725","200","3.1425515","200","3.141826","200","3.141566","200","3.140687","200","200"
"92","3.141329","179","3.14146775","179","3.1411415","179","3.1416625","179","3.1414975","179","3.14206775","179","3.1413465","179","3.14125675","179","3.14128825","179","3.14072275","179","196"
"93","3.1409045","199","3.14165375","199","3.14219875","199","3.14221925","199","3.14175225","199","3.14166375","199","3.14150825","199","3.14187475","199","3.14226425","199","3.1420845","199","199"
"94","3.141655","197","3.1417085","197","3.1414595","197","3.142104","197","3.14146","197","3.14104525","197","3.141544","197","3.14138375","197","3.14110475","197","3.14153275","197","197"
"95","3.14169625","194","3.14183525","194","3.14150325","194","3.1409325","194","3.141719","194","3.140704","194","3.14123275","194","3.140839","194","3.141954","194","3.14144375","194","194"
"96","3.1413555","195","3.141116","195","3.140759","195","3.14173025","195","3.14150425","195","3.14151925","195","3.141706","195","3.14150625","195","3.14151875","195","3.14167375","195","195"
"97","3.14137775","195","3.1416785","195","3.14143","195","3.14143575","195","3.14153775","195","3.14170475","195","3.14119","195","3.14215","195","3.1409465","195","3.14103675","195","195"
"98","3.1404195","183","3.1414945","183","3.14085825","183","3.14176575","183","3.141415","183","3.14083225","183","3.141201","183","3.14152325","183","3.1408335","183","3.14183375","183","193"
"99","3.14156175","200","3.1412405","200","3.1414715","200","3.1414005","200","3.14176375","200","3.1418355","200","3.142168","200","3.1413295","200","3.1415265","200","3.1420695","200","201"
"100","3.1411115","204","3.14194775","204","3.142209","204","3.14022775","204","3.14146625","204","3.1412675","204","3.1411285","204","3.14155625","204","3.14205025","204","3.14127525","204","204"
