"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Total Runtime (ms)"
"57","3.14152175","122","3.14128","122","3.14109625","122","3.14123275","122","3.14274125","122","3.1412345","122","122"
"58","3.141875","119","3.1412325","119","3.1412885","119","3.141228","119","3.14124125","119","3.14165625","119","119"
"59","3.1418225","122","3.14110525","122","3.14153675","122","3.14191125","122","3.14122125","122","3.1412115","122","122"
"60","3.14187725","119","3.1411405","119","3.14110575","119","3.14125075","119","3.14176075","119","3.141126","119","119"
"61","3.140942","120","3.14154425","120","3.141835","120","3.1415405","120","3.14116325","120","3.141983","120","120"
"62","3.141923","117","3.14160275","117","3.141586","117","3.14161275","117","3.1415625","117","3.1425135","117","117"
"63","3.14155375","119","3.14161575","119","3.14163725","119","3.14050025","119","3.141096","119","3.1419545","119","119"
"64","3.14201675","120","3.141099","120","3.1413415","120","3.142171","120","3.142246","120","3.141528","120","120"
"65","3.142089","117","3.14113225","117","3.14174","117","3.14181875","117","3.141966","117","3.14167575","117","117"
"66","3.14165575","119","3.142689","119","3.142262","119","3.14178575","119","3.1419675","119","3.14154375","119","120"
"67","3.140929","118","3.14195475","118","3.142222","118","3.14142875","118","3.14170925","118","3.140993","118","118"
"68","3.14154775","135","3.141795","135","3.14120025","135","3.1415635","135","3.14106725","135","3.14195075","135","135"
"69","3.14162725","121","3.14198025","121","3.14146075","121","3.14084","121","3.1419115","121","3.1421215","121","121"
"70","3.14160675","119","3.14234075","119","3.14184275","119","3.1416005","119","3.1419335","119","3.1418905","119","119"
"71","3.1404625","128","3.14192125","128","3.14189875","128","3.141881","128","3.14118875","128","3.1418705","128","128"
"72","3.141019","120","3.141303","120","3.14253775","120","3.141303","120","3.141597","120","3.14179175","120","120"
"73","3.1418975","123","3.14125925","123","3.141214","123","3.1418305","123","3.14179625","123","3.14216825","123","123"
"74","3.14234775","118","3.1416275","118","3.141681","118","3.14227375","118","3.14195925","118","3.141381","118","118"
"75","3.1416175","119","3.1415455","119","3.142216","119","3.14233975","119","3.14155375","119","3.141619","119","120"
"76","3.14093","120","3.1409705","120","3.14152125","120","3.1421465","120","3.141509","120","3.14134175","120","120"
"77","3.14218775","125","3.1413015","125","3.14160875","125","3.14114025","125","3.14191725","125","3.1418175","125","125"
"78","3.141852","129","3.141598","129","3.1419525","129","3.1411855","129","3.1420785","129","3.14241475","129","130"
"79","3.1412745","133","3.1413245","133","3.14212325","133","3.1411625","133","3.14201","133","3.141742","133","133"
"80","3.14165825","121","3.14143675","121","3.14143325","121","3.141339","121","3.14133225","121","3.14173725","121","121"
"81","3.141913","124","3.1416215","124","3.14159775","124","3.141004","124","3.1420155","124","3.14157475","124","124"
"82","3.141928","122","3.141611","122","3.1412915","122","3.14193175","122","3.1409885","122","3.14096725","122","123"
"83","3.1413545","119","3.14221975","119","3.14133825","119","3.14166925","119","3.1414805","119","3.14120525","119","119"
"84","3.14226425","116","3.14108625","116","3.1416805","116","3.14156375","116","3.14236","116","3.1415785","116","116"
"85","3.141799","122","3.141557","122","3.141009","122","3.14149925","122","3.1417855","122","3.141459","122","122"
"86","3.14139175","130","3.14126175","130","3.14112875","130","3.14091525","130","3.14165725","130","3.142407","130","130"
"87","3.14102625","129","3.14141375","129","3.14201575","129","3.14178925","129","3.14153575","129","3.141824","129","129"
"88","3.14151725","118","3.14138625","118","3.14145575","118","3.14075","118","3.14183525","118","3.1414735","118","118"
"89","3.14170225","125","3.1413065","125","3.14205625","125","3.142341","125","3.14110775","125","3.14207525","125","125"
"90","3.1413635","125","3.141636","125","3.1415315","125","3.142384","125","3.1422125","125","3.14227175","125","125"
"91","3.141363","118","3.14179075","118","3.141807","118","3.140985","118","3.14134825","118","3.141677","118","118"
"92","3.1410915","117","3.14137475","117","3.140866","117","3.141054","117","3.14228275","117","3.14218275","117","117"
"93","3.141387","120","3.1413445","120","3.1413075","120","3.14184575","120","3.1408625","120","3.1412085","120","120"
"94","3.14125675","119","3.141433","119","3.1418225","119","3.1414265","119","3.14206075","119","3.1419595","119","119"
"95","3.1414145","126","3.142144","126","3.14150275","126","3.142301","126","3.1414905","126","3.1412825","126","126"
"96","3.1415025","128","3.14125475","128","3.14186075","128","3.1412025","128","3.1414145","128","3.14178475","128","130"
"97","3.14122925","118","3.14128975","118","3.14085275","118","3.1410585","118","3.1422345","118","3.14152025","118","118"
"98","3.14153625","122","3.1416265","122","3.141073","122","3.14202275","122","3.14097425","122","3.141663","122","123"
"99","3.14189675","117","3.1414375","117","3.1416665","117","3.1420205","117","3.14160875","117","3.14149325","117","117"
"100","3.14156275","120","3.1416075","120","3.1419145","120","3.141727","120","3.14212925","120","3.1415325","120","120"
