"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Total Runtime (ms)"
"30","3.142075","214","3.14143225","214","3.14075775","214","3.14148","214","3.14098875","214","3.1411215","214","3.14180175","214","3.1417105","214","3.14128475","214","3.14158625","214","3.14111725","214","214"
"31","3.1410665","238","3.141668","238","3.1416325","238","3.14145325","238","3.1417445","238","3.142189","238","3.1414215","238","3.141871","238","3.14224925","238","3.140971","238","3.14111175","238","240"
"32","3.1410565","225","3.1415935","225","3.14182025","225","3.14125825","225","3.141718","225","3.1417485","225","3.141302","225","3.14233925","225","3.14164625","225","3.140798","225","3.14208725","225","225"
"33","3.1412895","225","3.1420265","225","3.141636","225","3.14148075","225","3.141868","225","3.14228475","225","3.141711","225","3.14204025","225","3.1412575","225","3.141139","225","3.14206875","225","225"
"34","3.141776","214","3.14198325","214","3.141581","214","3.1420435","214","3.14180425","214","3.14101325","214","3.14138875","214","3.1413885","214","3.14161675","214","3.14142325","214","3.14151625","214","214"
"35","3.14194625","225","3.141804","225","3.14160825","225","3.142226","225","3.1415835","225","3.14168275","225","3.142272","225","3.14194725","225","3.1420905","225","3.1419585","225","3.141984","225","225"
"36","3.141475","235","3.141604","235","3.14185325","235","3.14129875","235","3.1418605","235","3.1422255","235","3.14181825","235","3.1408875","235","3.1411485","235","3.1409145","235","3.1415935","235","235"
"37","3.14131725","219","3.14256125","219","3.1415145","219","3.14181875","219","3.14137475","219","3.1411845","219","3.1419965","219","3.14146825","219","3.14137875","219","3.14163025","219","3.14144125","219","219"
"38","3.14126525","234","3.14140525","234","3.14180675","234","3.14211925","234","3.14261175","234","3.14125225","234","3.1409595","234","3.142171","234","3.14168","234","3.14161025","234","3.14143","234","234"
"39","3.14222125","229","3.141424","229","3.14116525","229","3.14171225","229","3.14227675","229","3.141079","229","3.1420475","229","3.1414505","229","3.1415635","229","3.141321","229","3.141314","229","229"
"40","3.1418155","227","3.141889","227","3.14164275","227","3.14128125","227","3.14172","227","3.14173075","227","3.14175475","227","3.14163275","227","3.14194075","227","3.14155475","227","3.14170075","227","227"
"41","3.1418355","233","3.14173875","233","3.1422425","233","3.1412145","233","3.14172975","233","3.14142","233","3.141504","233","3.14155025","233","3.14078275","233","3.1417895","233","3.141866","233","233"
"42","3.14221375","222","3.14169625","222","3.1416585","222","3.14123725","222","3.141737","222","3.141638","222","3.1409","222","3.14154975","222","3.1415525","222","3.14154225","222","3.14211725","222","222"
"43","3.14181425","213","3.14212075","213","3.1411455","213","3.14149875","213","3.1420525","213","3.14149425","213","3.14184275","213","3.14159725","213","3.14203275","213","3.1421265","213","3.14147275","213","219"
"44","3.1416245","226","3.1422725","226","3.14156575","226","3.1412235","226","3.14204775","226","3.1416665","226","3.14255025","226","3.14229725","226","3.14194675","226","3.14167725","226","3.141927","226","226"
"45","3.14139575","242","3.14172325","242","3.1415195","242","3.141769","242","3.141986","242","3.141846","242","3.14187675","242","3.14114225","242","3.14139425","242","3.14131475","242","3.14240425","242","242"
"46","3.1413585","223","3.14083525","223","3.14205675","223","3.14116175","223","3.14068875","223","3.141191","223","3.14201825","223","3.142088","223","3.141421","223","3.14246975","223","3.141946","223","224"
"47","3.14207725","216","3.14081725","216","3.14226675","216","3.14167625","216","3.141039","216","3.14225475","216","3.14097","216","3.1413065","216","3.1412405","216","3.1416115","216","3.14157825","216","216"
"48","3.14159075","235","3.1414655","235","3.14179225","235","3.14132475","235","3.14194475","235","3.14226825","235","3.14159425","235","3.14079275","235","3.1418625","235","3.14196375","235","3.14159225","235","235"
"49","3.141468","231","3.14097075","231","3.14165575","231","3.14195375","231","3.1416395","231","3.14123775","231","3.141019","231","3.141606","231","3.14195975","231","3.14160775","231","3.14143025","231","231"
"50","3.141452","221","3.141777","221","3.1420925","221","3.1416955","221","3.14114225","221","3.141617","221","3.1420635","221","3.14148825","221","3.141595","221","3.140903","221","3.142261","221","221"
"51","3.1410175","238","3.1422205","238","3.141114","238","3.14186375","238","3.14142025","238","3.14217525","238","3.14086475","238","3.141836","238","3.14208875","238","3.14195525","238","3.141773","238","238"
"52","3.1409895","221","3.14187775","221","3.14160375","221","3.14044825","221","3.141575","221","3.1416","221","3.1414705","221","3.1418075","221","3.141945","221","3.1419975","221","3.141208","221","221"
"53","3.141582","216","3.14095225","216","3.14176775","216","3.1417505","216","3.14209575","216","3.1414965","216","3.14101025","216","3.14217275","216","3.14166275","216","3.14108825","216","3.140843","216","216"
"54","3.14190275","218","3.14109625","218","3.141648","218","3.142735","218","3.14124225","218","3.142115","218","3.1419705","218","3.14105025","218","3.141289","218","3.1418445","218","3.14142275","218","218"
"55","3.14169375","231","3.14165075","231","3.1418575","231","3.1415225","231","3.141529","231","3.141282","231","3.14158825","231","3.141207","231","3.141382","231","3.141188","231","3.1413005","231","231"
"56","3.14264675","225","3.141432","225","3.141489","225","3.141832","225","3.14153575","225","3.14120575","225","3.140871","225","3.14141875","225","3.14175025","225","3.142425","225","3.1414455","225","226"
"57","3.14238475","219","3.14152125","219","3.14131125","219","3.141278","219","3.1412315","219","3.1413515","219","3.1416995","219","3.142125","219","3.14112025","219","3.1409925","219","3.1414675","219","219"
"58","3.1419995","224","3.1419355","224","3.141807","224","3.141281","224","3.14188","224","3.14101375","224","3.14211125","224","3.14111675","224","3.14183775","224","3.14231425","224","3.14172725","224","225"
"59","3.1410195","235","3.14204275","235","3.14177725","235","3.1418885","235","3.14133975","235","3.14223325","235","3.14129675","235","3.1424205","235","3.1411795","235","3.141505","235","3.1416415","235","235"
"60","3.14120975","219","3.14159875","219","3.1417955","219","3.142522","219","3.14179475","219","3.141979","219","3.141575","219","3.1417495","219","3.14180875","219","3.14191825","219","3.1414765","219","219"
"61","3.141865","227","3.14089075","227","3.1417135","227","3.14165875","227","3.14169125","227","3.14126925","227","3.14149375","227","3.1413535","227","3.14195525","227","3.14189","227","3.14201325","227","227"
"62","3.14163525","220","3.14143475","220","3.14146675","220","3.14105675","220","3.14130325","220","3.142228","220","3.141516","220","3.14178625","220","3.141573","220","3.141654","220","3.1416185","220","220"
"63","3.14200925","222","3.142058","222","3.14181475","222","3.14184025","222","3.14202425","222","3.14201225","222","3.14207775","222","3.14231825","222","3.142378","222","3.14147875","222","3.1408835","222","222"
"64","3.14231975","226","3.14177675","226","3.14231725","226","3.14194875","226","3.141298","226","3.14216175","226","3.141539","226","3.1410015","226","3.1413435","226","3.14219","226","3.141051","226","227"
"65","3.142223","224","3.14157425","224","3.141648","224","3.1411475","224","3.14239975","224","3.14220775","224","3.14219925","224","3.14066675","224","3.14138025","224","3.14119125","224","3.1418125","224","224"
"66","3.1420875","233","3.14171","233","3.14208225","233","3.14160325","233","3.1416155","233","3.14113325","233","3.14162675","233","3.1417795","233","3.1412385","233","3.1417855","233","3.14201875","233","233"
"67","3.141418","211","3.1415335","211","3.1419685","211","3.141415","211","3.14197425","211","3.14082825","211","3.1411995","211","3.1417035","211","3.14163725","211","3.14243575","211","3.14136375","211","211"
"68","3.14229175","231","3.14117075","231","3.14174425","231","3.141528","231","3.1406465","231","3.14139525","231","3.14167275","231","3.1424075","231","3.141445","231","3.1418285","231","3.1418755","231","231"
"69","3.141466","232","3.14146125","232","3.14153975","232","3.14159525","232","3.14183475","232","3.14094175","232","3.14150775","232","3.14130475","232","3.14170975","232","3.142532","232","3.1410885","232","232"
"70","3.1414435","212","3.14163925","212","3.14205","212","3.14187675","212","3.1420935","212","3.14082375","212","3.1417895","212","3.14160225","212","3.14133175","212","3.14151075","212","3.1413305","212","212"
"71","3.14139525","233","3.14133575","233","3.142014","233","3.14163625","233","3.14109825","233","3.1418345","233","3.142359","233","3.141631","233","3.14194","233","3.14076025","233","3.14112","233","233"
"72","3.14140025","227","3.142005","227","3.14205725","227","3.1417385","227","3.14158575","227","3.1422965","227","3.14108075","227","3.14131575","227","3.14106425","227","3.14161775","227","3.1426145","227","227"
"73","3.14158175","215","3.1416615","215","3.142151","215","3.14178675","215","3.141962","215","3.14208975","215","3.14201925","215","3.142059","215","3.14132875","215","3.141404","215","3.1411","215","216"
"74","3.1410705","218","3.141111","218","3.140981","218","3.141561","218","3.141292","218","3.14142825","218","3.14236075","218","3.14172625","218","3.14119025","218","3.14192975","218","3.14136775","218","218"
"75","3.14180475","223","3.14145625","223","3.14174025","223","3.141857","223","3.14132225","223","3.142056","223","3.1409935","223","3.14182325","223","3.1419685","223","3.14145475","223","3.1411545","223","229"
"76","3.14161175","215","3.14220075","215","3.14188225","215","3.14234225","215","3.141291","215","3.141705","215","3.1414585","215","3.14184125","215","3.14169625","215","3.14076","215","3.14135125","215","216"
"77","3.14189175","219","3.14163025","219","3.14195825","219","3.141284","219","3.14112625","219","3.14239175","219","3.142317","219","3.14176375","219","3.14164375","219","3.141819","219","3.14133475","219","219"
"78","3.14141175","224","3.14213025","224","3.1417485","224","3.14158375","224","3.142024","224","3.14218325","224","3.14154075","224","3.141055","224","3.14181125","224","3.14172125","224","3.1423565","224","224"
"79","3.1415925","228","3.14147675","228","3.1418085","228","3.141736","228","3.14122125","228","3.141706","228","3.1418495","228","3.14190175","228","3.14174325","228","3.14191625","228","3.14182625","228","231"
"80","3.1409575","216","3.14149775","216","3.14197575","216","3.1419885","216","3.141479","216","3.14112775","216","3.1415655","216","3.14090325","216","3.14197075","216","3.140837","216","3.14186775","216","216"
"81","3.14136875","226","3.141148","226","3.1408785","226","3.14104775","226","3.1414525","226","3.141505","226","3.141449","226","3.14189775","226","3.141588","226","3.14152525","226","3.14179975","226","226"
"82","3.141583","230","3.1429105","230","3.14163825","230","3.14033525","230","3.14143475","230","3.1415395","230","3.14117975","230","3.14192525","230","3.14145","230","3.141445","230","3.141018","230","231"
"83","3.141723","216","3.14251","216","3.141355","216","3.142074","216","3.14119375","216","3.14114675","216","3.14183175","216","3.14203425","216","3.14192775","216","3.14124225","216","3.141714","216","218"
"84","3.1410215","225","3.1422065","225","3.1411905","225","3.14141575","225","3.14180975","225","3.14205575","225","3.1421475","225","3.1420695","225","3.1423105","225","3.14168825","225","3.14167975","225","225"
"85","3.140923","226","3.141674","226","3.141305","226","3.1410275","226","3.14159075","226","3.14180825","226","3.142094","226","3.1410565","226","3.1424955","226","3.141757","226","3.14183375","226","227"
"86","3.141933","213","3.14114325","213","3.141601","213","3.14154125","213","3.141838","213","3.1411675","213","3.140949","213","3.14140425","213","3.141019","213","3.1415005","213","3.141686","213","213"
"87","3.141578","228","3.14241925","228","3.14128525","228","3.14147025","228","3.14172525","228","3.14141","228","3.14104975","228","3.14194825","228","3.1413445","228","3.1409045","228","3.14133975","228","231"
"88","3.14152775","240","3.14169825","240","3.14245125","240","3.141205","240","3.14155275","240","3.141352","240","3.14222225","240","3.14160425","240","3.14129725","240","3.14101475","240","3.1419305","240","240"
"89","3.14150675","230","3.14018625","230","3.1417465","230","3.14179625","230","3.1413885","230","3.14197275","230","3.14247075","230","3.14061925","230","3.14071825","230","3.1413055","230","3.14123775","230","230"
"90","3.1422205","215","3.14184525","215","3.14122375","215","3.14182","215","3.14166","215","3.14148275","215","3.14216325","215","3.141246","215","3.142125","215","3.1414445","215","3.14203975","215","216"
"91","3.14165725","229","3.14145025","229","3.14219","229","3.141144","229","3.140739","229","3.14152075","229","3.14128","229","3.14135175","229","3.1418025","229","3.14205775","229","3.1415885","229","229"
"92","3.14086775","222","3.14105125","222","3.1414125","222","3.1424765","222","3.14169375","222","3.141446","222","3.1414475","222","3.14130925","222","3.141981","222","3.1410995","222","3.1415335","222","222"
"93","3.14185525","217","3.14122925","217","3.14153225","217","3.141709","217","3.14170875","217","3.14189775","217","3.14113025","217","3.14202825","217","3.14121925","217","3.1412655","217","3.14240475","217","217"
"94","3.14139825","224","3.142261","224","3.14147875","224","3.14193925","224","3.1418705","224","3.14120775","224","3.14179775","224","3.1419575","224","3.14164325","224","3.141949","224","3.141678","224","224"
"95","3.14169025","220","3.14217325","220","3.1418325","220","3.14147175","220","3.14174725","220","3.14045725","220","3.1418795","220","3.142213","220","3.14219275","220","3.14153875","220","3.14124975","220","220"
"96","3.14211275","212","3.1415785","212","3.14107075","212","3.1421905","212","3.142025","212","3.14174675","212","3.14048275","212","3.14178825","212","3.1410365","212","3.1417685","212","3.1419085","212","212"
"97","3.14114075","219","3.14123625","219","3.14172825","219","3.14196375","219","3.1418665","219","3.14116125","219","3.1419615","219","3.141797","219","3.14199875","219","3.141871","219","3.14202675","219","219"
"98","3.1417025","223","3.14154825","223","3.14180475","223","3.14112925","223","3.14070925","223","3.1412715","223","3.14144725","223","3.141529","223","3.14181225","223","3.141279","223","3.1411265","223","223"
"99","3.14199175","225","3.14117925","225","3.1420725","225","3.1415075","225","3.1418495","225","3.14202875","225","3.141717","225","3.14164075","225","3.14191975","225","3.14277325","225","3.14127375","225","225"
"100","3.141542","215","3.14074425","215","3.1425785","215","3.14124625","215","3.14195825","215","3.1418465","215","3.14182975","215","3.14178775","215","3.141641","215","3.14205975","215","3.1414955","215","215"
