"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Total Runtime (ms)"
"15","3.14143475","239","3.14171925","239","3.1417465","239","3.1414985","239","3.1416315","239","3.14176425","239","3.1419975","239","3.14172375","239","3.14213","239","3.14122175","239","3.140777","239","3.142272","239","240"
"16","3.14227975","235","3.14097425","235","3.14160425","235","3.1418855","235","3.142003","235","3.141066","235","3.14151875","235","3.14233575","235","3.142162","235","3.14160125","235","3.1420135","235","3.1413195","235","236"
"17","3.141557","250","3.14190975","250","3.14153575","250","3.14221825","250","3.1420325","250","3.1409615","250","3.14118025","250","3.14082575","250","3.1418065","250","3.141519","250","3.1425315","250","3.1418975","250","250"
"18","3.1422955","245","3.14118825","245","3.142004","245","3.14143925","245","3.14174175","245","3.142299","245","3.141999","245","3.142745","245","3.141672","245","3.14178275","245","3.141818","245","3.142102","245","245"
"19","3.141059","241","3.14178525","241","3.14150975","241","3.14201725","241","3.1418615","241","3.141312","241","3.1419355","241","3.1414325","241","3.1409635","241","3.14234525","241","3.14128","241","3.141352","241","241"
"20","3.141472","227","3.14185725","227","3.14127575","227","3.14218025","227","3.141939","227","3.1408105","227","3.14160025","227","3.141851","227","3.14173125","227","3.14141","227","3.1416","227","3.14176025","227","228"
"21","3.14151775","241","3.1416255","241","3.14167925","241","3.14209225","241","3.14206225","241","3.14128425","241","3.14033425","241","3.14084875","241","3.14133125","241","3.141206","241","3.1414395","241","3.141284","241","244"
"22","3.14107125","241","3.141416","241","3.142076","241","3.1407455","241","3.1414555","241","3.14174025","241","3.14112875","241","3.1418595","241","3.14173725","241","3.141747","241","3.1414105","241","3.1416015","241","241"
"23","3.14145375","238","3.14141175","238","3.14128475","238","3.14226475","238","3.1417035","238","3.14203825","238","3.1416215","238","3.1415895","238","3.1412415","238","3.1413015","238","3.1421625","238","3.14175975","238","239"
"24","3.14161825","233","3.14219825","233","3.14120775","233","3.141476","233","3.1414735","233","3.14086525","233","3.14128825","233","3.14097875","233","3.14091475","233","3.14120175","233","3.141909","233","3.1411355","233","234"
"25","3.14092175","238","3.141911","238","3.14129575","238","3.14126725","238","3.14204325","238","3.141333","238","3.14145825","238","3.14119875","238","3.14207675","238","3.1414395","238","3.14178675","238","3.14126525","238","238"
"26","3.14169425","239","3.141485","239","3.14161325","239","3.14107775","239","3.14258925","239","3.1411995","239","3.1415205","239","3.14104275","239","3.1413","239","3.14088075","239","3.14171825","239","3.142238","239","239"
"27","3.14224875","241","3.14146125","241","3.1414155","241","3.14154775","241","3.141407","241","3.1413205","241","3.142125","241","3.14190375","241","3.14120625","241","3.14131425","241","3.14058575","241","3.141982","241","241"
"28","3.1412135","233","3.140955","233","3.1414025","233","3.141012","233","3.14125625","233","3.1416865","233","3.142027","233","3.141639","233","3.14142825","233","3.14153225","233","3.14126125","233","3.1410185","233","233"
"29","3.1414755","231","3.14133925","231","3.14153125","231","3.141185","231","3.141362","231","3.141784","231","3.14218025","231","3.14174175","231","3.141543","231","3.1406585","231","3.141444","231","3.14150525","231","232"
"30","3.14081725","239","3.14181525","239","3.1417495","239","3.1421445","239","3.141323","239","3.141744","239","3.14106775","239","3.14211525","239","3.14175775","239","3.14145875","239","3.14134075","239","3.14155275","239","239"
"31","3.1424105","242","3.14041225","242","3.14065625","242","3.14150125","242","3.1413965","242","3.14167375","242","3.1413155","242","3.14139175","242","3.1414255","242","3.141725","242","3.14147875","242","3.1409245","242","242"
"32","3.14157725","237","3.141932","237","3.14168975","237","3.140651","237","3.14149675","237","3.14056475","237","3.14146225","237","3.14188875","237","3.14176025","237","3.14214775","237","3.14171225","237","3.14113025","237","237"
"33","3.14162775","234","3.1419705","234","3.140761","234","3.141584","234","3.141315","234","3.1420215","234","3.14157175","234","3.141011","234","3.14191275","234","3.1415085","234","3.1420025","234","3.1418995","234","234"
"34","3.14154925","241","3.1424685","241","3.14198475","241","3.140921","241","3.14127875","241","3.14147375","241","3.141875","241","3.14174525","241","3.14105625","241","3.1412465","241","3.1415585","241","3.14164975","241","241"
"35","3.14214025","243","3.1408655","243","3.142571","243","3.14126225","243","3.1409055","243","3.142091","243","3.140799","243","3.14190375","243","3.14190775","243","3.1418135","243","3.1417295","243","3.14218275","243","243"
"36","3.141654","246","3.14133625","246","3.1429865","246","3.143367","246","3.141405","246","3.14166975","246","3.14138325","246","3.142079","246","3.14125325","246","3.14203675","246","3.141642","246","3.14215325","246","246"
"37","3.14165025","232","3.14198125","232","3.1413975","232","3.1414475","232","3.140895","232","3.1418425","232","3.14110275","232","3.142197","232","3.141682","232","3.14184475","232","3.141954","232","3.141633","232","232"
"38","3.14166675","242","3.141315","242","3.14130775","242","3.141737","242","3.141352","242","3.14172525","242","3.141268","242","3.14192775","242","3.14145275","242","3.140776","242","3.14083675","242","3.141699","242","246"
"39","3.14103225","247","3.1416875","247","3.141494","247","3.14179975","247","3.14153625","247","3.1415605","247","3.14106025","247","3.1409645","247","3.14207875","247","3.14151475","247","3.14166425","247","3.141855","247","247"
"40","3.14155825","251","3.1412745","251","3.1413625","251","3.14175125","251","3.14209325","251","3.14144075","251","3.141514","251","3.14154175","251","3.14112","251","3.1418115","251","3.141159","251","3.1414505","251","252"
"41","3.14120525","231","3.1418665","231","3.1408005","231","3.1418435","231","3.1415535","231","3.141574","231","3.1416865","231","3.14125775","231","3.1413975","231","3.14157075","231","3.1408855","231","3.141196","231","232"
"42","3.140591","245","3.14164325","245","3.14157775","245","3.14202275","245","3.14152925","245","3.14153325","245","3.14193975","245","3.1412975","245","3.14173275","245","3.1412045","245","3.1412535","245","3.141306","245","245"
"43","3.14094825","242","3.14154575","242","3.1410225","242","3.1412845","242","3.141148","242","3.14288925","242","3.141311","242","3.14100675","242","3.141261","242","3.1415795","242","3.141584","242","3.1419","242","242"
"44","3.14217625","241","3.14136125","241","3.14169325","241","3.141098","241","3.14092325","241","3.141918","241","3.141335","241","3.14126225","241","3.142241","241","3.14140825","241","3.1418155","241","3.14166775","241","241"
"45","3.14163175","233","3.14186475","233","3.140628","233","3.14196","233","3.14191575","233","3.141596","233","3.141738","233","3.142011","233","3.14167475","233","3.14171825","233","3.14235475","233","3.141374","233","233"
"46","3.1421475","240","3.1418005","240","3.14104125","240","3.14165225","240","3.1410595","240","3.141226","240","3.14164675","240","3.14108225","240","3.14205175","240","3.14122375","240","3.141919","240","3.14102475","240","240"
"47","3.1418965","237","3.14159875","237","3.14230925","237","3.14140725","237","3.1415985","237","3.14090525","237","3.141845","237","3.14176875","237","3.1413245","237","3.14247675","237","3.141507","237","3.14180475","237","237"
"48","3.141559","247","3.14191875","247","3.14219875","247","3.1409015","247","3.14133275","247","3.14214925","247","3.14216775","247","3.141681","247","3.141228","247","3.14207625","247","3.1413665","247","3.141192","247","247"
"49","3.1423685","235","3.1421385","235","3.14187575","235","3.14164375","235","3.14136275","235","3.14168425","235","3.14111225","235","3.1413295","235","3.14215375","235","3.14174625","235","3.1412635","235","3.14137325","235","235"
"50","3.1422685","250","3.1415005","250","3.1418615","250","3.141081","250","3.1418285","250","3.141239","250","3.14162625","250","3.141603","250","3.1417315","250","3.1415965","250","3.141482","250","3.14153175","250","250"
"51","3.141156","244","3.14167675","244","3.14191575","244","3.141788","244","3.14104075","244","3.140871","244","3.1413635","244","3.14169325","244","3.14141925","244","3.1413225","244","3.14182275","244","3.142024","244","244"
"52","3.14158775","252","3.14126275","252","3.14168175","252","3.14191725","252","3.14143575","252","3.14183425","252","3.141304","252","3.141998","252","3.141145","252","3.14179475","252","3.141769","252","3.14115625","252","252"
"53","3.14123725","234","3.1414045","234","3.1419335","234","3.141541","234","3.141125","234","3.14241275","234","3.1416355","234","3.14117","234","3.14187925","234","3.14097075","234","3.140663","234","3.14112075","234","234"
"54","3.1412055","248","3.14192825","248","3.14116775","248","3.1415945","248","3.141489","248","3.1419045","248","3.14109125","248","3.141728","248","3.140929","248","3.1422405","248","3.14166725","248","3.1416915","248","248"
"55","3.14170975","240","3.14146825","240","3.14206175","240","3.1422165","240","3.14143075","240","3.1415035","240","3.14180275","240","3.1416485","240","3.141447","240","3.14249475","240","3.141486","240","3.14136625","240","247"
"56","3.14249425","239","3.1412545","239","3.1421685","239","3.1414045","239","3.14155425","239","3.14142175","239","3.14091925","239","3.14192525","239","3.14111725","239","3.142324","239","3.14191225","239","3.14177275","239","240"
"57","3.141355","235","3.14097975","235","3.14164175","235","3.1410825","235","3.14093575","235","3.14212025","235","3.14208875","235","3.1417835","235","3.14153525","235","3.14117625","235","3.142104","235","3.14111725","235","236"
"58","3.141746","236","3.14191975","236","3.14190075","236","3.14200475","236","3.14164425","236","3.1416885","236","3.14120825","236","3.141512","236","3.1415475","236","3.14156975","236","3.14166675","236","3.141542","236","236"
"59","3.142346","240","3.14228725","240","3.141624","240","3.14135825","240","3.142059","240","3.141703","240","3.141763","240","3.1415925","240","3.14229825","240","3.141441","240","3.14171175","240","3.14191925","240","240"
"60","3.1423215","243","3.14153675","243","3.1422185","243","3.14136925","243","3.14131575","243","3.14174175","243","3.14163125","243","3.141491","243","3.1409445","243","3.1414635","243","3.14186275","243","3.14161025","243","243"
"61","3.14141775","248","3.14235","248","3.142565","248","3.14183625","248","3.141544","248","3.1413995","248","3.142189","248","3.14215925","248","3.14161525","248","3.1409945","248","3.142124","248","3.14223375","248","248"
"62","3.140716","233","3.14217975","233","3.142035","233","3.14102575","233","3.1412545","233","3.1409305","233","3.14185","233","3.1416715","233","3.14120125","233","3.14139425","233","3.14148425","233","3.1415905","233","234"
"63","3.1413945","244","3.1413085","244","3.14127975","244","3.14139575","244","3.14125025","244","3.14172275","244","3.14147975","244","3.141782","244","3.1418565","244","3.14149125","244","3.14166575","244","3.14167875","244","244"
"64","3.141263","246","3.14141475","246","3.1417455","246","3.1411575","246","3.141725","246","3.140958","246","3.14181525","246","3.14132675","246","3.14084575","246","3.14126675","246","3.142201","246","3.141641","246","246"
"65","3.14045875","242","3.1422985","242","3.141402","242","3.14178575","242","3.14157125","242","3.14190025","242","3.14121","242","3.141592","242","3.14180325","242","3.14206275","242","3.14158325","242","3.14166475","242","242"
"66","3.14175175","236","3.14185375","236","3.14208425","236","3.14144925","236","3.14139825","236","3.140839","236","3.14196525","236","3.14101775","236","3.14110775","236","3.14105125","236","3.14267425","236","3.1417735","236","236"
"67","3.141672","236","3.1424625","236","3.14091275","236","3.1421925","236","3.1417285","236","3.141491","236","3.14134875","236","3.1421935","236","3.14172875","236","3.14167725","236","3.14161975","236","3.14154575","236","242"
"68","3.1416555","243","3.141676","243","3.141723","243","3.14183925","243","3.1419025","243","3.14128525","243","3.14175","243","3.141329","243","3.14219725","243","3.1414845","243","3.1419895","243","3.14118375","243","244"
"69","3.142023","244","3.1420155","244","3.1408115","244","3.141902","244","3.14183225","244","3.1415695","244","3.1411195","244","3.141397","244","3.14129","244","3.14058875","244","3.14241825","244","3.1418185","244","244"
"70","3.14134025","228","3.14123575","228","3.142812","228","3.14166525","228","3.14096525","228","3.14180075","228","3.14155","228","3.141865","228","3.14216475","228","3.14189475","228","3.1422735","228","3.14163175","228","228"
"71","3.1411125","240","3.141234","240","3.14149075","240","3.141745","240","3.14167775","240","3.141371","240","3.14055725","240","3.1420855","240","3.14175275","240","3.1418605","240","3.1423335","240","3.14070125","240","241"
"72","3.1414855","251","3.14170475","251","3.14174675","251","3.1411095","251","3.141933","251","3.1418835","251","3.14163825","251","3.141445","251","3.141606","251","3.142278","251","3.141917","251","3.141126","251","251"
"73","3.14236125","237","3.14150575","237","3.14077","237","3.14133625","237","3.14132425","237","3.14173125","237","3.14138175","237","3.14045625","237","3.14223875","237","3.14190425","237","3.141575","237","3.14203875","237","238"
"74","3.1408825","238","3.141791","238","3.14123425","238","3.14150325","238","3.141586","238","3.14150925","238","3.14199325","238","3.141849","238","3.14159475","238","3.14152025","238","3.14222675","238","3.1406105","238","238"
"75","3.141466","249","3.1412825","249","3.1418205","249","3.14179575","249","3.14194425","249","3.14166425","249","3.1412545","249","3.14152275","249","3.142162","249","3.142423","249","3.14139675","249","3.141663","249","249"
"76","3.14175325","240","3.14168325","240","3.1420025","240","3.1410885","240","3.14140425","240","3.14161","240","3.141605","240","3.14184375","240","3.14147975","240","3.1413615","240","3.1410505","240","3.141441","240","241"
"77","3.14209975","242","3.14163375","242","3.14141275","242","3.14166825","242","3.14131925","242","3.141186","242","3.1412625","242","3.14186475","242","3.14113625","242","3.141269","242","3.14176075","242","3.1413975","242","244"
"78","3.14140525","233","3.1412365","233","3.14141125","233","3.14143875","233","3.141915","233","3.142182","233","3.14247075","233","3.14075625","233","3.14071925","233","3.14195575","233","3.1412675","233","3.141107","233","233"
"79","3.14148025","251","3.14184175","251","3.1420615","251","3.141759","251","3.1411575","251","3.14173825","251","3.14171925","251","3.14233025","251","3.14123775","251","3.1412745","251","3.14218225","251","3.1411095","251","251"
"80","3.141592","241","3.141752","241","3.14146975","241","3.14204425","241","3.1418175","241","3.14160425","241","3.140887","241","3.14136875","241","3.14187975","241","3.1413925","241","3.14200825","241","3.14193825","241","241"
"81","3.141455","247","3.1415775","247","3.141861","247","3.141326","247","3.14086225","247","3.1413165","247","3.14085475","247","3.14189575","247","3.14153325","247","3.1412865","247","3.14203775","247","3.14150025","247","247"
"82","3.14111775","233","3.14186375","233","3.142089","233","3.141281","233","3.1413635","233","3.141383","233","3.14178425","233","3.14178625","233","3.14201425","233","3.141906","233","3.14144075","233","3.1415335","233","233"
"83","3.141767","229","3.14197175","229","3.1411325","229","3.14206425","229","3.1414475","229","3.1410855","229","3.142117","229","3.14145925","229","3.141476","229","3.14119525","229","3.141841","229","3.14209","229","234"
"84","3.141292","244","3.14182625","244","3.1418","244","3.14226025","244","3.1425055","244","3.141415","244","3.1419045","244","3.14201375","244","3.141949","244","3.14170925","244","3.14198175","244","3.142685","244","244"
"85","3.14127975","244","3.141344","244","3.141453","244","3.1418065","244","3.140365","244","3.141992","244","3.14178975","244","3.1418795","244","3.141007","244","3.14179675","244","3.141739","244","3.14182475","244","244"
"86","3.141577","237","3.14115275","237","3.14191975","237","3.141365","237","3.14102475","237","3.14128725","237","3.141476","237","3.14201175","237","3.141835","237","3.141892","237","3.14154325","237","3.141776","237","237"
"87","3.1423055","232","3.1417645","232","3.141495","232","3.14153775","232","3.14135325","232","3.14205","232","3.1416335","232","3.1417325","232","3.14181775","232","3.14162175","232","3.14165025","232","3.14169675","232","232"
"88","3.141667","242","3.1411705","242","3.1413505","242","3.142478","242","3.141841","242","3.141325","242","3.1412755","242","3.1418655","242","3.14197775","242","3.1412445","242","3.1412605","242","3.14177825","242","245"
"89","3.14200625","242","3.14134025","242","3.14186475","242","3.14121","242","3.142596","242","3.1413845","242","3.14135975","242","3.14103175","242","3.14201325","242","3.141631","242","3.14197825","242","3.14239475","242","242"
"90","3.14185675","243","3.14094875","243","3.14278325","243","3.14119675","243","3.1413175","243","3.141785","243","3.14166975","243","3.1421345","243","3.141454","243","3.141172","243","3.14124475","243","3.14146575","243","243"
"91","3.14134275","232","3.14172175","232","3.14128875","232","3.1406855","232","3.14156825","232","3.14158275","232","3.14188225","232","3.14177275","232","3.14211375","232","3.141597","232","3.141535","232","3.14177625","232","232"
"92","3.14091925","241","3.1413865","241","3.14091825","241","3.141548","241","3.14157075","241","3.14252925","241","3.14127225","241","3.14146025","241","3.14123575","241","3.141234","241","3.1412505","241","3.14091075","241","241"
"93","3.141282","242","3.1418535","242","3.14155625","242","3.1411005","242","3.1421105","242","3.14201225","242","3.14172775","242","3.14166225","242","3.14184875","242","3.1421715","242","3.142182","242","3.141889","242","242"
"94","3.1410335","234","3.14140925","234","3.140672","234","3.14117675","234","3.14185225","234","3.141575","234","3.141911","234","3.14197175","234","3.141017","234","3.1414945","234","3.1417905","234","3.14163125","234","244"
"95","3.14158775","224","3.141752","224","3.141924","224","3.14105875","224","3.14151075","224","3.140624","224","3.14171325","224","3.14131075","224","3.14164925","224","3.141291","224","3.141214","224","3.1415035","224","233"
"96","3.14141825","240","3.141463","240","3.141146","240","3.14130475","240","3.1414405","240","3.141638","240","3.140904","240","3.14206525","240","3.1412695","240","3.14191675","240","3.14119325","240","3.1415925","240","240"
"97","3.142032","236","3.14094775","236","3.14175025","236","3.14139675","236","3.14097075","236","3.1414875","236","3.14129375","236","3.1411985","236","3.14159525","236","3.14155425","236","3.14131025","236","3.14205425","236","236"
"98","3.14178625","246","3.14207225","246","3.14184675","246","3.141999","246","3.1420275","246","3.1418515","246","3.14093225","246","3.14214375","246","3.141321","246","3.141422","246","3.14077025","246","3.142057","246","246"
"99","3.14105675","229","3.14161625","229","3.14128175","229","3.14133825","229","3.14130025","229","3.141678","229","3.1418655","229","3.14138425","229","3.1419335","229","3.14180275","229","3.14194175","229","3.1412585","229","230"
"100","3.14196925","244","3.1420585","244","3.141319","244","3.14197525","244","3.14118","244","3.14138675","244","3.14183825","244","3.1416305","244","3.14078425","244","3.14135875","244","3.1416455","244","3.141911","244","244"
