"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Job[15] Result","Job[15] Runtime (ms)","Job[16] Result","Job[16] Runtime (ms)","Total Runtime (ms)"
"11","3.14182025","320","3.142159","320","3.14176075","320","3.1420505","320","3.142145","320","3.14106475","320","3.14086675","320","3.141298","320","3.14113175","320","3.14195425","320","3.14189725","320","3.14141575","320","3.14133525","320","3.141564","320","3.14132525","320","3.1422885","320","321"
"12","3.14171","313","3.14190575","313","3.141175","313","3.14072175","313","3.1418445","313","3.14108875","313","3.14163725","313","3.1419425","313","3.1423405","313","3.1415945","313","3.14167125","313","3.14204525","313","3.142141","313","3.1416595","313","3.14185125","313","3.140742","313","313"
"13","3.14121425","316","3.14130175","316","3.14179325","316","3.14205325","316","3.141824","316","3.140945","316","3.1420775","316","3.14182525","316","3.14145575","316","3.141937","316","3.1420095","316","3.1418365","316","3.1411255","316","3.14151525","316","3.14169825","316","3.141775","316","316"
"14","3.14207325","320","3.142085","320","3.14206725","320","3.14146275","320","3.14129425","320","3.1413735","320","3.1412235","320","3.14158175","320","3.14146675","320","3.14225025","320","3.1414335","320","3.1411675","320","3.14108725","320","3.14155425","320","3.1411285","320","3.1417855","320","321"
"15","3.141549","314","3.14257375","314","3.142872","314","3.1414525","314","3.14160625","314","3.141297","314","3.14171325","314","3.1421485","314","3.141866","314","3.14150675","314","3.14188575","314","3.141673","314","3.141495","314","3.14125125","314","3.14182575","314","3.14205125","314","318"
"16","3.1418325","320","3.1418495","320","3.1415735","320","3.14171875","320","3.141272","320","3.140681","320","3.14203225","320","3.14119175","320","3.14168125","320","3.14192325","320","3.14208325","320","3.142087","320","3.14174625","320","3.14094","320","3.14109375","320","3.14129","320","320"
"17","3.141468","326","3.141282","326","3.14099775","326","3.141929","326","3.141871","326","3.141463","326","3.14073025","326","3.141422","326","3.14145475","326","3.14140625","326","3.142147","326","3.141173","326","3.141783","326","3.14160825","326","3.14163425","326","3.1409865","326","327"
"18","3.1407525","326","3.14164025","326","3.141217","326","3.14251725","326","3.14131275","326","3.141893","326","3.14139225","326","3.142212","326","3.14151525","326","3.14180775","326","3.14078025","326","3.14145225","326","3.1412755","326","3.1409865","326","3.14157175","326","3.141862","326","326"
"19","3.1419665","312","3.1414185","312","3.14122075","312","3.14153975","312","3.14206525","312","3.14125675","312","3.14178625","312","3.14131975","312","3.1417065","312","3.14160225","312","3.14153525","312","3.14178675","312","3.1414425","312","3.141752","312","3.14156","312","3.142126","312","312"
"20","3.14179225","313","3.141259","313","3.1411665","313","3.14071525","313","3.14151725","313","3.14296","313","3.141505","313","3.14169875","313","3.14072675","313","3.14184675","313","3.14194525","313","3.14226925","313","3.14096275","313","3.14169125","313","3.14097075","313","3.14180225","313","313"
"21","3.14171325","321","3.14129525","321","3.1417565","321","3.1417235","321","3.14131025","321","3.141685","321","3.1421865","321","3.14183375","321","3.14112175","321","3.1408005","321","3.14191475","321","3.141708","321","3.141041","321","3.1412305","321","3.14159175","321","3.14175625","321","322"
"22","3.1415995","316","3.14209","316","3.141916","316","3.14135475","316","3.141742","316","3.14172","316","3.14196875","316","3.142084","316","3.1424785","316","3.1410955","316","3.14212225","316","3.14103675","316","3.14207775","316","3.1420615","316","3.140985","316","3.14230175","316","316"
"23","3.14147575","314","3.14187925","314","3.14171775","314","3.14186025","314","3.14147175","314","3.14195225","314","3.14106875","314","3.142565","314","3.142095","314","3.14187625","314","3.1408525","314","3.14194975","314","3.1410915","314","3.141439","314","3.14153425","314","3.1411285","314","315"
"24","3.14147175","316","3.141938","316","3.14168075","316","3.14133975","316","3.14164225","316","3.14138","316","3.1418625","316","3.1409845","316","3.14250975","316","3.14152175","316","3.14119975","316","3.14170275","316","3.141633","316","3.14123625","316","3.14111825","316","3.14097725","316","317"
"25","3.14205975","321","3.141842","321","3.141489","321","3.14151475","321","3.14209325","321","3.1415565","321","3.14141225","321","3.142125","321","3.14086175","321","3.1418475","321","3.14224325","321","3.141477","321","3.14067825","321","3.1416115","321","3.14159175","321","3.14137825","321","321"
"26","3.14110175","315","3.14135375","315","3.1411395","315","3.1417685","315","3.14135075","315","3.142506","315","3.141536","315","3.14208825","315","3.14156875","315","3.14227525","315","3.14179075","315","3.1418135","315","3.14169875","315","3.14150925","315","3.1416235","315","3.1421595","315","315"
"27","3.141416","313","3.14146225","313","3.14157475","313","3.14171475","313","3.14168375","313","3.14101475","313","3.14150725","313","3.1409385","313","3.14162225","313","3.14110725","313","3.141773","313","3.14126175","313","3.141342","313","3.14075825","313","3.14194275","313","3.14103625","313","314"
"28","3.14172825","318","3.14177175","318","3.141654","318","3.141916","318","3.141806","318","3.14189","318","3.1414865","318","3.14173675","318","3.1415995","318","3.14133425","318","3.14099575","318","3.1407675","318","3.141279","318","3.14137425","318","3.141444","318","3.14221","318","318"
"29","3.14176575","326","3.141468","326","3.14169175","326","3.14191225","326","3.14156125","326","3.1413545","326","3.1409895","326","3.142629","326","3.14133525","326","3.1414895","326","3.14156225","326","3.14229","326","3.14208575","326","3.1416405","326","3.1418385","326","3.140518","326","326"
"30","3.1410675","323","3.141133","323","3.1412525","323","3.14115925","323","3.14148675","323","3.14211175","323","3.14172525","323","3.14163975","323","3.14153025","323","3.141933","323","3.1411485","323","3.14237975","323","3.14148525","323","3.14053125","323","3.141596","323","3.14081575","323","323"
"31","3.14159175","314","3.14107","314","3.14165825","314","3.1418955","314","3.14123475","314","3.14128525","314","3.141515","314","3.1411935","314","3.14164375","314","3.141352","314","3.14116025","314","3.1418675","314","3.1409085","314","3.141686","314","3.14178075","314","3.14223","314","315"
"32","3.14188175","312","3.1409765","312","3.14138375","312","3.1408645","312","3.1413145","312","3.1421195","312","3.14148925","312","3.14138875","312","3.14185225","312","3.141915","312","3.14119425","312","3.1415565","312","3.141597","312","3.1414345","312","3.14193275","312","3.14148475","312","312"
"33","3.141209","317","3.141329","317","3.14180475","317","3.14224275","317","3.141606","317","3.14171925","317","3.1413205","317","3.1412705","317","3.14205625","317","3.1417235","317","3.141184","317","3.14210875","317","3.1414125","317","3.14153575","317","3.14130325","317","3.14158425","317","317"
"34","3.140832","318","3.14171425","318","3.141836","318","3.14119425","318","3.14226725","318","3.14078425","318","3.1411635","318","3.14141425","318","3.14102525","318","3.141925","318","3.14131675","318","3.14154475","318","3.141994","318","3.14188975","318","3.14158025","318","3.14134","318","318"
"35","3.140621","332","3.14137225","332","3.14157825","332","3.1411835","332","3.1423305","332","3.1416415","332","3.14197975","332","3.14090075","332","3.1410295","332","3.1416715","332","3.14137775","332","3.142257","332","3.14117425","332","3.14196525","332","3.1416705","332","3.1418105","332","332"
"36","3.14197325","325","3.14144875","325","3.141371","325","3.14096475","325","3.14134675","325","3.141606","325","3.14185475","325","3.141659","325","3.14103125","325","3.14135225","325","3.1413105","325","3.14184125","325","3.14168075","325","3.14093575","325","3.14115875","325","3.14118325","325","325"
"37","3.1413935","310","3.14140425","310","3.1417315","310","3.141616","310","3.141892","310","3.1415455","310","3.14119575","310","3.14165875","310","3.1424325","310","3.141784","310","3.14126475","310","3.1417285","310","3.142326","310","3.1413535","310","3.1414525","310","3.1415705","310","311"
"38","3.141719","312","3.14183575","312","3.14233625","312","3.141081","312","3.14124425","312","3.1414755","312","3.14110025","312","3.142154","312","3.1411455","312","3.14166075","312","3.141812","312","3.14139825","312","3.14171675","312","3.141933","312","3.14118825","312","3.14117525","312","316"
"39","3.14101175","314","3.1413465","314","3.14135775","314","3.14241","314","3.1412555","314","3.14165375","314","3.14195425","314","3.14191225","314","3.14164875","314","3.14236875","314","3.14124175","314","3.14090875","314","3.1415215","314","3.14093675","314","3.1417105","314","3.1416005","314","315"
"40","3.14165075","316","3.14193325","316","3.1418475","316","3.14105725","316","3.141713","316","3.142027","316","3.14147775","316","3.14086","316","3.1411545","316","3.1424235","316","3.14187325","316","3.14285625","316","3.14172675","316","3.14187175","316","3.14097625","316","3.142237","316","316"
"41","3.1413175","318","3.14121575","318","3.141212","318","3.14131625","318","3.14112325","318","3.1406515","318","3.14197375","318","3.14156825","318","3.1420465","318","3.14176525","318","3.14170575","318","3.141348","318","3.14131175","318","3.14141825","318","3.142007","318","3.1413565","318","319"
"42","3.142426","314","3.1413195","314","3.1417315","314","3.141624","314","3.1413055","314","3.14133175","314","3.142254","314","3.14152825","314","3.1412265","314","3.14190175","314","3.14151625","314","3.14112925","314","3.1415775","314","3.141441","314","3.141553","314","3.14166425","314","315"
"43","3.14199575","316","3.1417265","316","3.1413515","316","3.1410785","316","3.142238","316","3.1410145","316","3.1418165","316","3.1417835","316","3.14139175","316","3.14132825","316","3.14222325","316","3.1412905","316","3.1418105","316","3.1419","316","3.14146725","316","3.1413145","316","316"
"44","3.1413315","323","3.14245625","323","3.141227","323","3.1419145","323","3.141621","323","3.14199375","323","3.1411995","323","3.1410675","323","3.1423455","323","3.14089625","323","3.1414195","323","3.14144625","323","3.14175575","323","3.14166","323","3.141204","323","3.1414225","323","323"
"45","3.1411965","320","3.141731","320","3.1413325","320","3.14144","320","3.14243425","320","3.141454","320","3.142089","320","3.14112225","320","3.142096","320","3.14172425","320","3.14173175","320","3.14168875","320","3.14180525","320","3.14165525","320","3.141511","320","3.1413205","320","321"
"46","3.1415615","319","3.1416645","319","3.14144775","319","3.14219725","319","3.1423705","319","3.14184625","319","3.14152975","319","3.14189525","319","3.14156325","319","3.141443","319","3.14187125","319","3.1415345","319","3.141396","319","3.1411715","319","3.141632","319","3.14152025","319","319"
"47","3.14163325","318","3.14173775","318","3.14158575","318","3.14154875","318","3.14161475","318","3.141384","318","3.14212975","318","3.14167325","318","3.14150125","318","3.141775","318","3.14165425","318","3.1408505","318","3.141674","318","3.142213","318","3.1416185","318","3.14145075","318","318"
"48","3.14091025","314","3.141966","314","3.1420925","314","3.1419675","314","3.14254875","314","3.141102","314","3.142126","314","3.14110275","314","3.141703","314","3.14220475","314","3.14136475","314","3.14130575","314","3.142105","314","3.141863","314","3.14092025","314","3.1417185","314","314"
"49","3.141646","318","3.141107","318","3.142233","318","3.1413335","318","3.1420875","318","3.1420135","318","3.14142475","318","3.1406675","318","3.140787","318","3.14144425","318","3.1417995","318","3.14172125","318","3.141362","318","3.14147275","318","3.141686","318","3.1412735","318","318"
"50","3.141621","315","3.14130125","315","3.141743","315","3.1418565","315","3.14198075","315","3.141952","315","3.141751","315","3.1415555","315","3.1418665","315","3.141005","315","3.14153675","315","3.1414025","315","3.14189725","315","3.14184175","315","3.14170125","315","3.14189","315","316"
"51","3.14132125","321","3.142158","321","3.14190725","321","3.142056","321","3.1414895","321","3.14107375","321","3.14115175","321","3.141312","321","3.14125625","321","3.14158125","321","3.14170175","321","3.14191375","321","3.1422725","321","3.1421265","321","3.14193825","321","3.14082125","321","321"
"52","3.14127075","318","3.1415395","318","3.141905","318","3.14146825","318","3.1415785","318","3.14163775","318","3.14179875","318","3.1417945","318","3.1411915","318","3.14162725","318","3.14143225","318","3.141093","318","3.14175775","318","3.1422005","318","3.14208825","318","3.141975","318","318"
"53","3.1413525","321","3.14096575","321","3.14098475","321","3.14188925","321","3.14177475","321","3.14165625","321","3.14111575","321","3.14079875","321","3.1410445","321","3.14239325","321","3.141341","321","3.1416795","321","3.14114075","321","3.1418205","321","3.141798","321","3.1416605","321","321"
"54","3.1417245","315","3.1419975","315","3.14183575","315","3.141836","315","3.1418465","315","3.1417785","315","3.141642","315","3.1419095","315","3.14138825","315","3.14140375","315","3.14152675","315","3.14155","315","3.14159825","315","3.14223375","315","3.14156025","315","3.142086","315","316"
"55","3.14101925","317","3.141787","317","3.1409155","317","3.14096075","317","3.141922","317","3.141961","317","3.14197275","317","3.14095075","317","3.14124725","317","3.14160525","317","3.1415855","317","3.14133725","317","3.14167675","317","3.14124425","317","3.14168075","317","3.14130475","317","317"
"56","3.140872","317","3.1417275","317","3.14137225","317","3.141281","317","3.1414955","317","3.14189675","317","3.141975","317","3.14164325","317","3.1413545","317","3.1421405","317","3.14198025","317","3.14135525","317","3.1419375","317","3.14092175","317","3.1412885","317","3.1408125","317","317"
"57","3.14169025","316","3.141717","316","3.14235175","316","3.14153125","316","3.142483","316","3.142018","316","3.142023","316","3.14107675","316","3.14136775","316","3.141756","316","3.14153175","316","3.141829","316","3.1423055","316","3.1416685","316","3.142252","316","3.14138","316","323"
"58","3.1416285","320","3.14109225","320","3.14214125","320","3.14202275","320","3.1415625","320","3.141796","320","3.14080575","320","3.142514","320","3.1421135","320","3.140985","320","3.14185375","320","3.14162925","320","3.1410055","320","3.141173","320","3.14186975","320","3.1411675","320","321"
"59","3.141011","321","3.14141175","321","3.141798","321","3.14117775","321","3.14086725","321","3.14200075","321","3.14168125","321","3.1417295","321","3.14151525","321","3.140873","321","3.141578","321","3.141836","321","3.14109225","321","3.14164825","321","3.1419525","321","3.1421585","321","321"
"60","3.14206825","314","3.14186025","314","3.14175025","314","3.141974","314","3.142147","314","3.142206","314","3.14147075","314","3.1413825","314","3.14169775","314","3.1417635","314","3.14167875","314","3.14139025","314","3.14222825","314","3.14163725","314","3.141231","314","3.14115625","314","314"
"61","3.14133525","313","3.14177625","313","3.14150625","313","3.141213","313","3.14165725","313","3.142213","313","3.1419555","313","3.1413765","313","3.14131925","313","3.1422945","313","3.1422435","313","3.14196025","313","3.14127425","313","3.141495","313","3.14179375","313","3.1420475","313","314"
"62","3.1414965","314","3.1413725","314","3.14138975","314","3.14206225","314","3.142295","314","3.141028","314","3.14053425","314","3.142152","314","3.1409745","314","3.141323","314","3.14203275","314","3.142182","314","3.1417545","314","3.14148525","314","3.14141425","314","3.14161325","314","314"
"63","3.14186275","311","3.1416525","311","3.14165675","311","3.141626","311","3.14181225","311","3.14141675","311","3.14173125","311","3.14211325","311","3.142105","311","3.141559","311","3.14141025","311","3.141549","311","3.1410345","311","3.14091775","311","3.141559","311","3.14139375","311","312"
"64","3.14140325","316","3.140835","316","3.1417065","316","3.14216625","316","3.14125575","316","3.14073425","316","3.14106625","316","3.14210725","316","3.14128925","316","3.142024","316","3.14088475","316","3.14164075","316","3.14213175","316","3.14112575","316","3.141763","316","3.14126125","316","316"
"65","3.141615","315","3.1416475","315","3.14222725","315","3.14163825","315","3.1420915","315","3.1415635","315","3.141121","315","3.14110875","315","3.14212075","315","3.141864","315","3.14213175","315","3.14200925","315","3.141464","315","3.14169725","315","3.1414405","315","3.14194475","315","316"
"66","3.14117725","319","3.1417505","319","3.14172075","319","3.14188075","319","3.14220375","319","3.1418445","319","3.14180825","319","3.14131675","319","3.14176125","319","3.14173175","319","3.14157325","319","3.1420925","319","3.142185","319","3.14183525","319","3.1424445","319","3.14161","319","319"
"67","3.14167175","321","3.14177475","321","3.1415205","321","3.140988","321","3.1418485","321","3.14224375","321","3.14126675","321","3.1416435","321","3.1406195","321","3.1414505","321","3.14151775","321","3.14171925","321","3.1415235","321","3.14216425","321","3.14196375","321","3.14137475","321","322"
"68","3.141875","308","3.14154225","308","3.1419995","308","3.14140625","308","3.14172925","308","3.14120475","308","3.14201325","308","3.14158425","308","3.14142625","308","3.14177475","308","3.14102025","308","3.14168625","308","3.14147675","308","3.1411915","308","3.14151625","308","3.1411675","308","313"
"69","3.1416225","309","3.141154","309","3.14178325","309","3.141346","309","3.14152275","309","3.14194125","309","3.141064","309","3.14153","309","3.14192125","309","3.14152025","309","3.141449","309","3.14161375","309","3.14193025","309","3.1414955","309","3.1415835","309","3.141889","309","317"
"70","3.14185175","321","3.1414855","321","3.14172425","321","3.14123675","321","3.1416325","321","3.140204","321","3.14131075","321","3.140903","321","3.1411255","321","3.141417","321","3.1412235","321","3.14146925","321","3.140646","321","3.14123725","321","3.1410465","321","3.14187425","321","321"
"71","3.1425055","318","3.1411065","318","3.141221","318","3.14194475","318","3.14095","318","3.14080675","318","3.141587","318","3.14154125","318","3.1414245","318","3.14095375","318","3.14113125","318","3.14196525","318","3.14215475","318","3.14075275","318","3.14097775","318","3.141376","318","318"
"72","3.140998","321","3.14082","321","3.14218225","321","3.1414065","321","3.141463","321","3.14186175","321","3.14176925","321","3.1423925","321","3.14121875","321","3.14157375","321","3.1416785","321","3.14199625","321","3.14205825","321","3.14117225","321","3.14202375","321","3.141646","321","322"
"73","3.142165","321","3.141434","321","3.141086","321","3.14180875","321","3.14136025","321","3.141744","321","3.14163975","321","3.141321","321","3.141611","321","3.14206","321","3.1415645","321","3.14169275","321","3.14213775","321","3.14099925","321","3.14150125","321","3.1421555","321","322"
"74","3.1417015","315","3.14195625","315","3.141782","315","3.14167425","315","3.14207525","315","3.14123375","315","3.14219475","315","3.14154675","315","3.142245","315","3.14181225","315","3.1417665","315","3.14167975","315","3.141826","315","3.14166975","315","3.1409045","315","3.14078375","315","315"
"75","3.14244675","322","3.14117425","322","3.14151875","322","3.141274","322","3.14175225","322","3.1421205","322","3.141471","322","3.142214","322","3.14172625","322","3.141054","322","3.1413825","322","3.14199","322","3.14238425","322","3.14163425","322","3.14108625","322","3.1417015","322","323"
"76","3.14105275","317","3.14185225","317","3.1414905","317","3.14125725","317","3.1422015","317","3.1417665","317","3.1413995","317","3.142013","317","3.14135375","317","3.141319","317","3.14193675","317","3.14143575","317","3.14187475","317","3.141898","317","3.14139425","317","3.14195425","317","317"
"77","3.14134575","310","3.1419025","310","3.1413825","310","3.141755","310","3.14151675","310","3.14148125","310","3.1419235","310","3.1417925","310","3.141171","310","3.1415125","310","3.14164625","310","3.140637","310","3.14131975","310","3.14122925","310","3.14142675","310","3.1419285","310","311"
"78","3.1417195","311","3.14121675","311","3.1420855","311","3.141764","311","3.141328","311","3.141657","311","3.14136825","311","3.1414215","311","3.1414845","311","3.141957","311","3.14199475","311","3.14155575","311","3.141397","311","3.1412295","311","3.14176175","311","3.14137525","311","311"
"79","3.141267","319","3.1413865","319","3.14147075","319","3.14140175","319","3.14132525","319","3.14192625","319","3.14159175","319","3.14147575","319","3.14150675","319","3.1416925","319","3.141375","319","3.14085225","319","3.14228975","319","3.141424","319","3.14131025","319","3.14210775","319","320"
"80","3.14151975","317","3.14164775","317","3.1418705","317","3.14132025","317","3.141185","317","3.141081","317","3.1419055","317","3.1420415","317","3.1418875","317","3.1413515","317","3.14127425","317","3.1413985","317","3.1415405","317","3.14117425","317","3.1422095","317","3.1411055","317","317"
"81","3.14088925","317","3.141725","317","3.141455","317","3.14206","317","3.141564","317","3.14164375","317","3.14157175","317","3.14132375","317","3.1412715","317","3.1417915","317","3.14145675","317","3.14139375","317","3.141046","317","3.14167225","317","3.1411455","317","3.14205875","317","317"
"82","3.14105075","316","3.14166175","316","3.14215625","316","3.14213425","316","3.14187575","316","3.141292","316","3.141273","316","3.14241725","316","3.14156625","316","3.1418845","316","3.1422915","316","3.14114975","316","3.14183625","316","3.14199125","316","3.14170775","316","3.14149125","316","316"
"83","3.141063","316","3.1415115","316","3.14069175","316","3.1417105","316","3.14143625","316","3.1418645","316","3.141782","316","3.1412345","316","3.141255","316","3.1421945","316","3.14176675","316","3.141322","316","3.14245875","316","3.1410495","316","3.14145575","316","3.141647","316","317"
"84","3.14146325","318","3.14204175","318","3.14166775","318","3.141448","318","3.141779","318","3.1414935","318","3.1413445","318","3.1415735","318","3.1417695","318","3.141711","318","3.14218375","318","3.141689","318","3.14147625","318","3.1427335","318","3.142192","318","3.14071175","318","318"
"85","3.1413705","319","3.14213075","319","3.1411575","319","3.1417565","319","3.14081275","319","3.14172875","319","3.14158775","319","3.14103875","319","3.14153325","319","3.1411495","319","3.1422435","319","3.1414415","319","3.1409195","319","3.14168175","319","3.14155","319","3.14182475","319","319"
"86","3.14215575","313","3.14171525","313","3.1412685","313","3.14132725","313","3.14224425","313","3.141387","313","3.14120325","313","3.14176125","313","3.14151575","313","3.14173125","313","3.1414605","313","3.141605","313","3.141839","313","3.1418025","313","3.14192","313","3.1412185","313","313"
"87","3.1417975","315","3.1415485","315","3.14199825","315","3.14200875","315","3.141335","315","3.14153825","315","3.14091975","315","3.14088125","315","3.14189525","315","3.142282","315","3.1412445","315","3.14199775","315","3.1407765","315","3.141339","315","3.141503","315","3.142309","315","315"
"88","3.1415365","319","3.14185225","319","3.14175425","319","3.14192875","319","3.14094975","319","3.14182425","319","3.1412205","319","3.141732","319","3.1412005","319","3.142433","319","3.1406195","319","3.14157775","319","3.1419545","319","3.1420765","319","3.14185575","319","3.1411335","319","320"
"89","3.14218325","318","3.141237","318","3.14112575","318","3.1416515","318","3.14100125","318","3.1410995","318","3.1412425","318","3.14165475","318","3.141124","318","3.142062","318","3.142115","318","3.1416155","318","3.14143825","318","3.1412915","318","3.141702","318","3.141192","318","318"
"90","3.1410775","349","3.1417795","349","3.141367","349","3.142347","349","3.141802","349","3.14095025","349","3.141188","349","3.1411855","349","3.1411295","349","3.14120125","349","3.141429","349","3.14191025","349","3.14206125","349","3.14196675","349","3.14104575","349","3.14178325","349","351"
"91","3.1411555","317","3.1412555","317","3.141496","317","3.14148375","317","3.14173025","317","3.1419035","317","3.1417945","317","3.14184525","317","3.141922","317","3.1412095","317","3.14176875","317","3.14196725","317","3.14204","317","3.14178625","317","3.14163975","317","3.141029","317","317"
"92","3.1408315","320","3.1413805","320","3.14194625","320","3.14162975","320","3.14102775","320","3.14131675","320","3.14162725","320","3.142077","320","3.1415855","320","3.142178","320","3.141918","320","3.14074675","320","3.14151175","320","3.141374","320","3.142092","320","3.14124675","320","320"
"93","3.1419595","314","3.14096075","314","3.1413165","314","3.141216","314","3.1409005","314","3.1421945","314","3.14174125","314","3.14158425","314","3.14180975","314","3.1415955","314","3.1419545","314","3.1418745","314","3.141256","314","3.141564","314","3.14231375","314","3.1413595","314","314"
"94","3.14177925","313","3.14146225","313","3.14108375","313","3.141448","313","3.14138575","313","3.14131775","313","3.141769","313","3.14155525","313","3.14273425","313","3.14117575","313","3.141536","313","3.14093925","313","3.142542","313","3.141286","313","3.14175825","313","3.14119825","313","314"
"95","3.14177725","319","3.14160075","319","3.141556","319","3.14187675","319","3.14143325","319","3.14147175","319","3.1415575","319","3.1409715","319","3.141149","319","3.14156725","319","3.141349","319","3.141598","319","3.141273","319","3.142136","319","3.14140575","319","3.14097675","319","319"
"96","3.1420215","321","3.14193875","321","3.14156725","321","3.142257","321","3.14116975","321","3.1413375","321","3.1422605","321","3.14111025","321","3.1419535","321","3.1416075","321","3.14084975","321","3.14198125","321","3.1423295","321","3.14163225","321","3.1412885","321","3.1418465","321","321"
"97","3.14188925","311","3.1419585","311","3.14148425","311","3.141897","311","3.141395","311","3.14168575","311","3.14110125","311","3.14188025","311","3.1421255","311","3.14145475","311","3.141227","311","3.14122675","311","3.14143175","311","3.14210225","311","3.1412015","311","3.1419635","311","312"
"98","3.14181775","319","3.14139775","319","3.141928","319","3.14190775","319","3.14103925","319","3.14160425","319","3.1409375","319","3.14182325","319","3.14150175","319","3.14150875","319","3.141792","319","3.141735","319","3.14072175","319","3.141589","319","3.14145375","319","3.14203125","319","319"
"99","3.1414155","315","3.1417965","315","3.141241","315","3.1411515","315","3.14142475","315","3.14198525","315","3.141237","315","3.14113325","315","3.1422765","315","3.14182","315","3.14125775","315","3.141424","315","3.14137675","315","3.1418605","315","3.14190375","315","3.141716","315","315"
"100","3.141546","307","3.14104775","307","3.1403825","307","3.1414575","307","3.142282","307","3.14174175","307","3.14146725","307","3.1409585","307","3.141065","307","3.14064325","307","3.14151025","307","3.14135775","307","3.1416345","307","3.14084275","307","3.140719","307","3.14161825","307","313"
