"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Total Runtime (ms)"
"69","3.1411865","140","3.141635","140","3.141545","140","3.1412755","140","3.14126275","140","3.14172425","140","3.14109225","140","140"
"70","3.141308","141","3.1413285","141","3.141401","141","3.1421425","141","3.1406835","141","3.14141875","141","3.14246","141","142"
"71","3.1414115","150","3.14114275","150","3.141363","150","3.142414","150","3.14076875","150","3.1423035","150","3.14238575","150","150"
"72","3.141597","143","3.1413405","143","3.1411175","143","3.14134075","143","3.141302","143","3.140549","143","3.1413005","143","143"
"73","3.1411835","150","3.1422655","150","3.142111","150","3.1412265","150","3.1426115","150","3.1414305","150","3.14156825","150","150"
"74","3.141381","137","3.14095625","137","3.14100425","137","3.14139975","137","3.14149775","137","3.14246575","137","3.14128925","137","137"
"75","3.141629","153","3.141613","153","3.14171425","153","3.1409795","153","3.14125875","153","3.14203625","153","3.141538","153","153"
"76","3.14194425","150","3.141367","150","3.14167675","150","3.14186375","150","3.1416575","150","3.14127175","150","3.141743","150","150"
"77","3.14147975","156","3.141432","156","3.14193325","156","3.14189425","156","3.1421675","156","3.14145825","156","3.141369","156","156"
"78","3.1411295","144","3.141727","144","3.14211425","144","3.1419015","144","3.14207975","144","3.1414635","144","3.14074975","144","144"
"79","3.1419595","143","3.14142675","143","3.14164775","143","3.1423405","143","3.14114175","143","3.14147975","143","3.14175675","143","143"
"80","3.1415885","150","3.14105175","150","3.14136475","150","3.1412775","150","3.142191","150","3.14156825","150","3.141652","150","150"
"81","3.1417235","145","3.142566","145","3.14155175","145","3.1419175","145","3.14201375","145","3.1418625","145","3.14096925","145","145"
"82","3.14154475","148","3.14227925","148","3.1417505","148","3.1417305","148","3.1415435","148","3.1418685","148","3.1418535","148","148"
"83","3.14162075","140","3.14194825","140","3.1414385","140","3.141313","140","3.14163625","140","3.14198875","140","3.1409315","140","142"
"84","3.1411745","151","3.14149825","151","3.14121575","151","3.14135675","151","3.141916","151","3.14187075","151","3.14140425","151","151"
"85","3.14154025","143","3.1422425","143","3.142107","143","3.141576","143","3.1410355","143","3.1418245","143","3.14094075","143","143"
"86","3.1413115","148","3.141823","148","3.142067","148","3.141416","148","3.14207475","148","3.1419565","148","3.14106825","148","148"
"87","3.1418855","140","3.14128975","140","3.1406645","140","3.14100675","140","3.141196","140","3.14129875","140","3.14137475","140","140"
"88","3.14138125","136","3.14187425","136","3.141617","136","3.14176225","136","3.141273","136","3.1416785","136","3.14145375","136","136"
"89","3.141856","152","3.14064675","152","3.14143075","152","3.141322","152","3.14164325","152","3.14119625","152","3.141871","152","152"
"90","3.1414075","144","3.14161025","144","3.1410415","144","3.14168825","144","3.141118","144","3.14180925","144","3.14216325","144","144"
"91","3.14168","150","3.140752","150","3.141805","150","3.1420565","150","3.14199725","150","3.1419635","150","3.14198125","150","150"
"92","3.14082225","144","3.1415325","144","3.141991","144","3.1412025","144","3.1420745","144","3.14132675","144","3.1418255","144","144"
"93","3.14140875","153","3.14175675","153","3.14139025","153","3.141981","153","3.14218025","153","3.1410315","153","3.1413155","153","153"
"94","3.1413955","138","3.141991","138","3.1412025","138","3.1422625","138","3.1408975","138","3.14160675","138","3.14148425","138","138"
"95","3.1419865","143","3.141495","143","3.14193175","143","3.14212475","143","3.1412005","143","3.1416385","143","3.141438","143","143"
"96","3.1417705","142","3.1417215","142","3.1419475","142","3.1412775","142","3.14065475","142","3.14227975","142","3.14085925","142","142"
"97","3.14175625","137","3.14164875","137","3.1415825","137","3.14190875","137","3.14133525","137","3.14178875","137","3.14229025","137","137"
"98","3.141067","152","3.14136475","152","3.1419205","152","3.14244825","152","3.14069825","152","3.141369","152","3.14163525","152","152"
"99","3.14155375","142","3.14196975","142","3.1416505","142","3.141133","142","3.1417155","142","3.14134275","142","3.14214775","142","142"
"100","3.141455","152","3.14096775","152","3.14168275","152","3.14173825","152","3.14189425","152","3.141924","152","3.1421575","152","152"
