"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Total Runtime (ms)"
"32","3.1419395","190","3.14174775","190","3.141421","190","3.14192725","190","3.14189675","190","3.14152775","190","3.141904","190","3.1414165","190","3.1410945","190","190"
"33","3.141941","175","3.142165","175","3.142453","175","3.140822","175","3.14236275","175","3.14152425","175","3.140861","175","3.1415395","175","3.1415245","175","176"
"34","3.14135625","190","3.141707","190","3.1415225","190","3.1419665","190","3.14147775","190","3.14241","190","3.1410275","190","3.14146925","190","3.14164475","190","190"
"35","3.1408365","176","3.14176625","176","3.14177575","176","3.14149425","176","3.1406915","176","3.14177475","176","3.14129225","176","3.141103","176","3.14063775","176","176"
"36","3.14108375","186","3.141234","186","3.14177125","186","3.141779","186","3.14239325","186","3.14173725","186","3.14117775","186","3.14087125","186","3.1420145","186","186"
"37","3.1424815","175","3.141126","175","3.1413815","175","3.14222675","175","3.1416205","175","3.14213125","175","3.1414665","175","3.1422205","175","3.1416325","175","175"
"38","3.14187775","184","3.14170575","184","3.14120175","184","3.141037","184","3.141862","184","3.14242775","184","3.1410665","184","3.1415025","184","3.142083","184","185"
"39","3.142242","180","3.1417615","180","3.14181275","180","3.14178825","180","3.14140225","180","3.141552","180","3.1418405","180","3.14156075","180","3.14129175","180","180"
"40","3.141644","176","3.141066","176","3.1418845","176","3.14224175","176","3.1415445","176","3.1417545","176","3.14135375","176","3.141318","176","3.1418105","176","176"
"41","3.1408505","195","3.14186425","195","3.140999","195","3.14150275","195","3.14200975","195","3.141854","195","3.14160025","195","3.141256","195","3.141882","195","195"
"42","3.14139775","181","3.1417995","181","3.1416245","181","3.141569","181","3.14171925","181","3.14165","181","3.141678","181","3.1407995","181","3.1421505","181","181"
"43","3.14123025","192","3.14149325","192","3.141325","192","3.1410355","192","3.141669","192","3.14187275","192","3.14180125","192","3.14166825","192","3.14164625","192","192"
"44","3.141687","177","3.14169925","177","3.14184675","177","3.14138475","177","3.14210975","177","3.141794","177","3.14154325","177","3.14154375","177","3.1422565","177","180"
"45","3.1412215","191","3.14169025","191","3.14145275","191","3.14200425","191","3.1420465","191","3.1419565","191","3.14132375","191","3.1416945","191","3.141961","191","191"
"46","3.14175325","181","3.1418725","181","3.141911","181","3.14129175","181","3.142429","181","3.1413605","181","3.14162825","181","3.141757","181","3.14196775","181","181"
"47","3.14126175","177","3.14187825","177","3.14176125","177","3.141701","177","3.141747","177","3.14107125","177","3.1419115","177","3.14169125","177","3.14145175","177","177"
"48","3.141143","185","3.1412825","185","3.14144775","185","3.14180775","185","3.1410355","185","3.14116575","185","3.1415565","185","3.14167","185","3.142167","185","185"
"49","3.1405175","177","3.14202225","177","3.141682","177","3.14150725","177","3.14179425","177","3.14141775","177","3.14125575","177","3.140038","177","3.141512","177","177"
"50","3.1408675","195","3.141655","195","3.1418595","195","3.14104825","195","3.14174275","195","3.14201775","195","3.142119","195","3.14192825","195","3.14094025","195","195"
"51","3.14153875","182","3.14198825","182","3.14117575","182","3.1414605","182","3.1416675","182","3.14136125","182","3.14230125","182","3.14120525","182","3.14188175","182","182"
"52","3.1412835","191","3.141382","191","3.1414015","191","3.141252","191","3.14153825","191","3.141909","191","3.14189575","191","3.1412755","191","3.14184875","191","191"
"53","3.1416635","178","3.14180725","178","3.14146075","178","3.1421685","178","3.14110925","178","3.1412045","178","3.1411855","178","3.14178975","178","3.141233","178","178"
"54","3.140832","195","3.14151075","195","3.141232","195","3.1420545","195","3.141465","195","3.141027","195","3.14169875","195","3.14148425","195","3.1410835","195","195"
"55","3.1413915","187","3.14194525","187","3.14110025","187","3.141578","187","3.14268125","187","3.14148725","187","3.141781","187","3.1417185","187","3.14165325","187","187"
"56","3.14189375","183","3.14070225","183","3.14138775","183","3.14147","183","3.14119925","183","3.14178025","183","3.141907","183","3.1417335","183","3.14140325","183","183"
"57","3.1412655","186","3.14183475","186","3.14200825","186","3.141704","186","3.14135","186","3.14152175","186","3.14139875","186","3.14127725","186","3.141552","186","187"
"58","3.141177","186","3.14205875","186","3.1414935","186","3.1418025","186","3.141374","186","3.14181975","186","3.1410555","186","3.1417745","186","3.1419745","186","186"
"59","3.14140875","186","3.1419495","186","3.14158175","186","3.141589","186","3.14144625","186","3.1414705","186","3.1411905","186","3.141433","186","3.14141325","186","186"
"60","3.141711","178","3.14145175","178","3.14178175","178","3.14190175","178","3.141944","178","3.1412415","178","3.141171","178","3.14155625","178","3.141361","178","178"
"61","3.1417045","188","3.14163425","188","3.141751","188","3.14198475","188","3.141876","188","3.1411305","188","3.1416455","188","3.142687","188","3.14089775","188","188"
"62","3.140625","189","3.141184","189","3.14158575","189","3.14144025","189","3.1416785","189","3.140957","189","3.1412795","189","3.14146375","189","3.141354","189","190"
"63","3.1420715","175","3.141009","175","3.14165875","175","3.14219875","175","3.141224","175","3.14245375","175","3.141436","175","3.1417245","175","3.14205225","175","175"
"64","3.1413445","191","3.14200475","191","3.14113275","191","3.141786","191","3.1414015","191","3.14154925","191","3.14130175","191","3.142516","191","3.141449","191","191"
"65","3.1421925","178","3.14159025","178","3.141891","178","3.14209275","178","3.141123","178","3.14169325","178","3.14254525","178","3.142231","178","3.141663","178","178"
"66","3.1409","180","3.141196","180","3.1416865","180","3.142098","180","3.1413095","180","3.14172525","180","3.14203125","180","3.14160125","180","3.14176675","180","181"
"67","3.141671","177","3.1412185","177","3.14182925","177","3.14158475","177","3.14159625","177","3.141775","177","3.14220575","177","3.14178475","177","3.14163875","177","180"
"68","3.14146525","186","3.14231525","186","3.141549","186","3.1417495","186","3.1418035","186","3.1417895","186","3.14144475","186","3.141329","186","3.1416465","186","186"
"69","3.1417095","186","3.14196225","186","3.1414575","186","3.14198675","186","3.1423285","186","3.14131775","186","3.1418035","186","3.14149675","186","3.1417125","186","186"
"70","3.142116","177","3.1415435","177","3.14153175","177","3.14267725","177","3.141632","177","3.141841","177","3.1419765","177","3.14158275","177","3.14152475","177","177"
"71","3.14222625","186","3.14193275","186","3.14135475","186","3.1416045","186","3.141057","186","3.14129075","186","3.14226725","186","3.142356","186","3.1419125","186","186"
"72","3.14157325","177","3.14142825","177","3.14166425","177","3.141421","177","3.142109","177","3.14214625","177","3.14176625","177","3.14131","177","3.14148225","177","177"
"73","3.14171525","190","3.1416485","190","3.141675","190","3.14180425","190","3.14142025","190","3.1417615","190","3.14194075","190","3.141008","190","3.141661","190","190"
"74","3.14099875","178","3.14118425","178","3.1408305","178","3.1416665","178","3.141754","178","3.1418155","178","3.141361","178","3.140929","178","3.14135525","178","178"
"75","3.14148125","186","3.14191075","186","3.141709","186","3.14205675","186","3.14185975","186","3.14170925","186","3.141748","186","3.1413935","186","3.14133025","186","186"
"76","3.14109775","186","3.14193925","186","3.14020825","186","3.14114625","186","3.14218825","186","3.1419925","186","3.14172175","186","3.14149175","186","3.14176225","186","186"
"77","3.14116175","187","3.14201575","187","3.1413295","187","3.141208","187","3.1420205","187","3.1417365","187","3.1422405","187","3.1415555","187","3.141467","187","187"
"78","3.14109325","187","3.14171725","187","3.1412365","187","3.14200925","187","3.14175975","187","3.1416275","187","3.14099125","187","3.1419305","187","3.1417815","187","188"
"79","3.14243475","177","3.14192325","177","3.1415565","177","3.1414715","177","3.14151275","177","3.141361","177","3.14208","177","3.14173775","177","3.1420695","177","177"
"80","3.14128925","190","3.1417145","190","3.14215875","190","3.1418875","190","3.142075","190","3.14138775","190","3.141162","190","3.14183575","190","3.141908","190","190"
"81","3.14109275","177","3.1415425","177","3.141206","177","3.141135","177","3.14140025","177","3.14187475","177","3.14185325","177","3.141538","177","3.1414995","177","177"
"82","3.1410315","187","3.14221275","187","3.1413775","187","3.14184275","187","3.14203925","187","3.141788","187","3.14164425","187","3.141333","187","3.1411085","187","187"
"83","3.142297","185","3.1413605","185","3.14158825","185","3.14152425","185","3.14149025","185","3.141777","185","3.141686","185","3.141278","185","3.141373","185","185"
"84","3.141849","193","3.1412325","193","3.1412095","193","3.1412785","193","3.14168575","193","3.14197625","193","3.14117275","193","3.142104","193","3.14144675","193","193"
"85","3.1415025","184","3.14175225","184","3.14205","184","3.14129525","184","3.14187975","184","3.14187525","184","3.1413885","184","3.1413365","184","3.14175925","184","184"
"86","3.14159125","179","3.14113775","179","3.14156025","179","3.141438","179","3.1415245","179","3.1413935","179","3.14219725","179","3.14226175","179","3.1413995","179","179"
"87","3.14116525","187","3.14119825","187","3.142079","187","3.14117275","187","3.141801","187","3.14154425","187","3.1420685","187","3.141645","187","3.1417485","187","187"
"88","3.14112775","177","3.14151025","177","3.14173225","177","3.14226425","177","3.1416195","177","3.1411125","177","3.1415115","177","3.14203325","177","3.14237525","177","177"
"89","3.1411945","191","3.1418235","191","3.14061825","191","3.142111","191","3.1410895","191","3.14222975","191","3.14131675","191","3.141487","191","3.14169025","191","191"
"90","3.1414655","185","3.14203625","185","3.14177675","185","3.1419105","185","3.14127425","185","3.142045","185","3.14231125","185","3.141624","185","3.1418455","185","185"
"91","3.142","186","3.14175325","186","3.142089","186","3.1421955","186","3.14185825","186","3.1420615","186","3.141029","186","3.14143375","186","3.14187375","186","186"
"92","3.14153125","192","3.14165475","192","3.141442","192","3.141536","192","3.14177075","192","3.141049","192","3.14260875","192","3.14144175","192","3.14177975","192","192"
"93","3.14180475","176","3.141249","176","3.141488","176","3.14139775","176","3.141366","176","3.14151225","176","3.14194475","176","3.14104425","176","3.1424805","176","176"
"94","3.14189375","188","3.14213575","188","3.1415135","188","3.14144575","188","3.141517","188","3.14196","188","3.14152125","188","3.14187525","188","3.14167225","188","188"
"95","3.140904","179","3.14177625","179","3.1416005","179","3.14198175","179","3.14169875","179","3.142286","179","3.141483","179","3.14181375","179","3.14107375","179","179"
"96","3.140784","181","3.141251","181","3.14138825","181","3.141459","181","3.14114625","181","3.14151375","181","3.141744","181","3.141581","181","3.14094","181","181"
"97","3.142159","192","3.1412025","192","3.1416605","192","3.14112825","192","3.1423185","192","3.141716","192","3.141615","192","3.140795","192","3.141387","192","192"
"98","3.14196475","181","3.142218","181","3.1412795","181","3.1406305","181","3.1412875","181","3.1412655","181","3.14144025","181","3.141809","181","3.14184975","181","181"
"99","3.1413465","184","3.1414455","184","3.1418435","184","3.14132825","184","3.14154625","184","3.14151025","184","3.141398","184","3.14230025","184","3.141008","184","184"
"100","3.141682","178","3.14158525","178","3.141633","178","3.1411365","178","3.1409195","178","3.14175975","178","3.142183","178","3.14148825","178","3.14132575","178","178"
